id	values	Buff	level	cost	times	cd	FirstCD	Spine_EFF	SpineAnimation	ActionType	Hurt_EFF_Type	Skill_Type
30252	30251,40	0	1	0	-1	0	0			4	0	11
30253	30251,60	0	1	0	-1	0	0			4	0	11
30254	30251,80	0	1	0	-1	0	0			4	0	11
30255	30251,100	0	1	0	-1	0	0			4	0	11
30261	30261,20	0	1	0	-1	0	0			4	0	11
30262	30261,40	0	1	0	-1	0	0			4	0	11
30263	30261,60	0	1	0	-1	0	0			4	0	11
30264	30261,80	0	1	0	-1	0	0			4	0	11
30265	30261,100	0	1	0	-1	0	0			4	0	11
30271	30271,20	0	1	0	-1	0	0			4	0	11
30272	30271,40	0	1	0	-1	0	0			4	0	11
30273	30271,60	0	1	0	-1	0	0			4	0	11
30274	30271,80	0	1	0	-1	0	0			4	0	11
30275	30271,100	0	1	0	-1	0	0			4	0	11
30281	30281,10	0	1	0	-1	0	0			4	0	11
30282	30281,20	0	1	0	-1	0	0			4	0	11
30283	30281,30	0	1	0	-1	0	0			4	0	11
30284	30281,40	0	1	0	-1	0	0			4	0	11
30285	30281,50	0	1	0	-1	0	0			4	0	11
30291	30291,10	0	1	0	-1	0	0			4	0	11
30292	30291,20	0	1	0	-1	0	0			4	0	11
30293	30291,30	0	1	0	-1	0	0			4	0	11
30294	30291,40	0	1	0	-1	0	0			4	0	11
30295	30291,50	0	1	0	-1	0	0			4	0	11
30301	30301,10	0	1	0	-1	0	0			4	0	11
30302	30301,20	0	1	0	-1	0	0			4	0	11
30303	30301,30	0	1	0	-1	0	0			4	0	11
30304	30301,40	0	1	0	-1	0	0			4	0	11
30305	30301,50	0	1	0	-1	0	0			4	0	11
30311	30311,10	0	1	0	-1	0	0			4	0	11
30312	30311,20	0	1	0	-1	0	0			4	0	11
30313	30311,30	0	1	0	-1	0	0			4	0	11
30314	30311,40	0	1	0	-1	0	0			4	0	11
30315	30311,50	0	1	0	-1	0	0			4	0	11
30321	30321,12	0	1	0	-1	0	0			4	0	11
30322	30321,14	0	1	0	-1	0	0			4	0	11
30323	30321,18	0	1	0	-1	0	0			4	0	11
30324	30321,22	0	1	0	-1	0	0			4	0	11
30325	30321,30	0	1	0	-1	0	0			4	0	11
30331	30331,12	0	1	0	-1	0	0			4	0	11
30332	30331,14	0	1	0	-1	0	0			4	0	11
30333	30331,18	0	1	0	-1	0	0			4	0	11
30334	30331,22	0	1	0	-1	0	0			4	0	11
30335	30331,30	0	1	0	-1	0	0			4	0	11
30341	0	0	1	0	-1	0	0			3	0	11
30342	0	0	1	0	-1	0	0			3	0	11
30343	0	0	1	0	-1	0	0			3	0	11
30344	0	0	1	0	-1	0	0			3	0	11
30345	0	0	1	0	-1	0	0			3	0	11
50101	206201,3,103101,5	206201,103101	1	0	-1	0	0	hit0203	skill_0	1	0	5
50102	206202,3,103101,5	206201,103101	1	0	-1	0	0	hit0203	skill_0	1	0	1
50103	206203,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1
50104	206204,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1
50105	206205,3,103102,5	206201,103102	1	0	-1	0	0	hit0203	skill_0	1	0	1
50201	2.5,205701,2,0.5,101501,5	205701,101501	1	0	-1	0	0	hit0302	skill_0	1	0	1
50202	2.75,205701,2,0.75,101501,5	205701,101501	1	0	-1	0	0	hit0302	skill_0	1	0	1
50203	3,205701,2,1,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1
50204	3.25,205701,2,1.25,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1
50205	3.5,205701,4,1.5,101502,5	205701,101502	1	0	-1	0	0	hit0302	skill_0	1	0	1
50301	4,103401,5	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1
50302	4.6,103401,5	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1
50303	5.2,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1
50304	5.8,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1
50305	6.4,103401,7	103401	1	0	-1	0	0	hit0301	skill_0	1	0	1
50401	3.6,204401,6,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1
50402	4,204401,6,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1
50403	4.4,204401,10,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1
50404	4.8,204401,10,102101,5	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1
50405	5.2,204401,10,102101,7	204401,102101	1	0	-1	0	0	hit0305	skill_0	1	0	1
50501	2.4,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15
50502	2.64,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15
50503	2.88,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15
50504	3.12,0.3,204601,5	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15
50505	3.36,0.3,204601,7	204601	1	0	-1	0	0	hit0203	skill_0	1	0	15
50601	2.4,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6
50602	2.76,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6
50603	3.12,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6
50604	3.48,0.3,205401,3	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6
50605	3.84,0.3,205401,5	205401	1	0	-1	0	0	hit0305	skill_0	1	0	6
50701	2.75,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6
50702	3.08,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6
50703	3.41,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6
50704	3.74,0.3,205501,5	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6
50705	4.07,0.3,205501,7	205501	1	0	-1	0	0	hit0304	skill_0	1	0	6
50801	2.7,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10
50802	3,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10
50803	3.3,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10
50804	3.6,0.3,204701,2	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10
50805	3.9,0.3,204701,4	204701	1	0	-1	0	0	hit0301	skill_0	1	0	10
50901	1.7,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6
50902	2,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6
50903	2.3,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6
50904	2.6,0.1,205201,5	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6
50905	2.9,0.1,205201,7	205201	1	0	-1	0	0	hit0305	skill_0	1	0	6
51001	1.8,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12
51002	2.07,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12
51003	2.34,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12
51004	2.61,0.1,205801,6	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12
51005	2.88,0.1,205801,10	205801	1	0	-1	0	0	hit0303	skill_0	1	0	12
51101	8,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6
51102	9.2,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6
51103	10.4,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6
51104	11.6,0.1,204501,5	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6
51105	12.8,0.1,204501,7	204501	1	0	-1	0	0	hit0304	skill_0	1	0	6
51201	1.5,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10
51202	1.8,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10
51203	2.1,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10
51204	2.4,0.1,205001,3	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10
51205	2.7,0.1,205001,5	205001	1	0	-1	0	0	hit0305	skill_0	1	0	10
55051	2.4,204601,10	204601	1	100	-1	0	0	Boss_505_skill_hit	skill_0	1	0	1
55061	3.6,205701,0.5	205701	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
55071	4.4,205501,10	205501	1	100	-1	0	0	Boss_507_skill_hit	skill_0	1	0	1
55081	3.6,205301,999	205301	1	100	-1	0	0	Boss_508_skill_hit	skill_0	1	0	1
55091	1.5,204501,5	204501	1	100	-1	0	0	Boss_509_skill_hit	skill_0	1	0	1
55101	1.35,204401,10	204401	1	100	-1	0	0	Boss_510_skill_hit	skill_0	1	0	1
55111	4,0.1,205401,10	205401	1	100	-1	0	0	Boss_511_atk_skill_hit	skill_0	1	0	1
55121	3,205202,5	205202	1	100	-1	0	0	Boss_512_atk_skill_hit	skill_0	1	0	1
59901		0	1	0	-1	0	0	hit0302	skill_0	1	0	1
500011	1,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500012	1.2,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500013	1.4,209801,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500014	1.6,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500015	1.8,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500016	2,209802,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500017	2.2,209803,8	0	1	100	-1	0	0	hit0203	skill_0	1	0	1
500021	205201,8,111501,8	0	1	0	-1	20000	20000			4	0	1
500022	205201,8,111501,8	0	1	0	-1	18000	18000			4	0	1
500023	205201,8,111501,8	0	1	0	-1	16000	16000			4	0	1
500024	205202,8,111502,12	0	1	0	-1	14000	14000			4	0	1
500025	205202,8,111502,12	0	1	0	-1	12000	12000			4	0	1
500026	205202,8,111502,12	0	1	0	-1	10000	10000			4	0	1
500027	205203,8,111503,16	0	1	0	-1	8000	8000			4	0	1
500031	30,30,2,0.5	0	1	0	-1	0	0			4	0	1
500041	104101,1,207901,2	0	1	0	-1	0	0			4	0	1
500042	104101,1,207901,2	0	1	0	-1	0	0			4	0	1
500043	104101,1,207901,2	0	1	0	-1	0	0			4	0	1
500044	104102,1,207902,2	0	1	0	-1	0	0			4	0	1
500045	104102,1,207902,2	0	1	0	-1	0	0			4	0	1
500046	104102,1,207902,2	0	1	0	-1	0	0			4	0	1
500047	104103,1,207903,2	0	1	0	-1	0	0			4	0	1
500111	1.4,205401,8,209201,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500112	1.6,205401,8,209201,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500113	1.8,205401,8,209202,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500114	2,205401,8,209202,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500115	2.2,205401,8,209202,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500116	2.3,205401,8,209203,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500117	2.5,205401,8,209203,8	0	1	100	-1	0	0	Boss_506_atk_skill_hit	skill_0	1	0	1
500121	2,1,100302,8	0	1	0	-1	16000	16000			4	0	1
500122	2,1,100302,8	0	1	0	-1	16000	16000			4	0	1
500123	2,2,100302,8	0	1	0	-1	14000	14000			4	0	1
500124	2,2,100302,8	0	1	0	-1	14000	14000			4	0	1
500125	3,2,100302,8	0	1	0	-1	12000	12000			4	0	1
500126	3,2,100302,8	0	1	0	-1	12000	12000			4	0	1
500127	5,2,100302,8	0	1	0	-1	10000	10000			4	0	1
500131	4	0	1	0	-1	0	0			4	0	1
500141	-0.2,0.2	0	1	0	-1	0	0			4	0	1
500142	-0.3,0.25	0	1	0	-1	0	0			4	0	1
500143	-0.4,0.3	0	1	0	-1	0	0			4	0	1
500144	-0.5,0.35	0	1	0	-1	0	0			4	0	1
500145	-0.6,0.4	0	1	0	-1	0	0			4	0	1
500146	-0.7,0.5	0	1	0	-1	0	0			4	0	1
500147	-0.8,0.6	0	1	0	-1	0	0			4	0	1
500151	208901,2,4	0	1	0	-1	0	0			4	0	1
500161	1.4,89,205701,2	0	1	100	-1	0	0	hit0301	skill_0	1	0	1
500101	2	0	1	0	-1	0	0	hit0301	skill_0	1	0	1
600101	27.5,204701,1	204701	1	0	-1	0	0	WorldBoss_04_hit_skill_FX1	skill_0	1	0	1
600111	3.6,208701,10	208701	1	0	-1	0	0	WorldBoss_04_hit_skill_FX1	skill_1	2	0	1
600121	4.8,0.1,204402,12	204402	1	0	-1	0	0	WorldBoss_04_hit_skill_FX1	skill_2	2	0	1
9999981	108801	0			1	999999	0			4	0	1
9999991	47,50,51,53,54,57,87	0			1	999999	0			4	0	1
