id	星脉	等级	消耗	属性
424	7	424	30000_101103_1,10000_1001_10	101_150,113_1,106_1
425	7	425	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
426	7	426	30000_101103_1,10000_1001_10	101_150,113_1,106_1
427	7	427	30000_101103_1,10000_1001_10	101_150,113_1,106_1
428	7	428	30000_101103_1,10000_1001_10	101_150,113_1,106_1
429	7	429	30000_101103_1,10000_1001_10	101_150,113_1,106_1
430	7	430	30000_101103_1,10000_1001_10	101_150,113_1,106_1
431	7	431	30000_101103_1,10000_1001_10	101_150,113_1,106_1
432	7	432	30000_101103_1,10000_1001_10	101_150,113_1,106_1
433	7	433	30000_101103_1,10000_1001_10	101_150,113_1,106_1
434	7	434	30000_101103_1,10000_1001_10	101_150,113_1,106_1
435	7	435	30000_101103_1,10000_1001_10	101_150,113_1,106_1
436	7	436	30000_101103_1,10000_1001_10	101_150,113_1,106_1
437	7	437	30000_101103_1,10000_1001_10	101_150,113_1,106_1
438	7	438	30000_101103_1,10000_1001_10	101_150,113_1,106_1
439	7	439	30000_101103_1,10000_1001_10	101_150,113_1,106_1
440	7	440	30000_101103_1,10000_1001_10	101_150,113_1,106_1
441	7	441	30000_101103_1,10000_1001_10	101_150,113_1,106_1
442	7	442	30000_101103_1,10000_1001_10	101_150,113_1,106_1
443	7	443	30000_101103_1,10000_1001_10	101_150,113_1,106_1
444	7	444	30000_101103_1,10000_1001_10	101_150,113_1,106_1
445	7	445	30000_101103_1,10000_1001_10	101_150,113_1,106_1
446	7	446	30000_101103_1,10000_1001_10	101_150,113_1,106_1
447	7	447	30000_101103_1,10000_1001_10	101_150,113_1,106_1
448	7	448	30000_101103_1,10000_1001_10	101_150,113_1,106_1
449	7	449	30000_101103_1,10000_1001_10	101_150,113_1,106_1
450	7	450	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
451	7	451	30000_101103_1,10000_1001_10	101_150,113_1,106_1
452	7	452	30000_101103_1,10000_1001_10	101_150,113_1,106_1
453	7	453	30000_101103_1,10000_1001_10	101_150,113_1,106_1
454	7	454	30000_101103_1,10000_1001_10	101_150,113_1,106_1
455	7	455	30000_101103_1,10000_1001_10	101_150,113_1,106_1
456	7	456	30000_101103_1,10000_1001_10	101_150,113_1,106_1
457	7	457	30000_101103_1,10000_1001_10	101_150,113_1,106_1
458	7	458	30000_101103_1,10000_1001_10	101_150,113_1,106_1
459	7	459	30000_101103_1,10000_1001_10	101_150,113_1,106_1
460	7	460	30000_101103_1,10000_1001_10	101_150,113_1,106_1
461	7	461	30000_101103_1,10000_1001_10	101_150,113_1,106_1
462	7	462	30000_101103_1,10000_1001_10	101_150,113_1,106_1
463	7	463	30000_101103_1,10000_1001_10	101_150,113_1,106_1
464	7	464	30000_101103_1,10000_1001_10	101_150,113_1,106_1
465	7	465	30000_101103_1,10000_1001_10	101_150,113_1,106_1
466	7	466	30000_101103_1,10000_1001_10	101_150,113_1,106_1
467	7	467	30000_101103_1,10000_1001_10	101_150,113_1,106_1
468	7	468	30000_101103_1,10000_1001_10	101_150,113_1,106_1
469	7	469	30000_101103_1,10000_1001_10	101_150,113_1,106_1
470	7	470	30000_101103_1,10000_1001_10	101_150,113_1,106_1
471	7	471	30000_101103_1,10000_1001_10	101_150,113_1,106_1
472	7	472	30000_101103_1,10000_1001_10	101_150,113_1,106_1
473	7	473	30000_101103_1,10000_1001_10	101_150,113_1,106_1
474	7	474	30000_101103_1,10000_1001_10	101_150,113_1,106_1
475	7	475	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
476	7	476	30000_101103_1,10000_1001_10	101_150,113_1,106_1
477	7	477	30000_101103_1,10000_1001_10	101_150,113_1,106_1
478	7	478	30000_101103_1,10000_1001_10	101_150,113_1,106_1
479	7	479	30000_101103_1,10000_1001_10	101_150,113_1,106_1
480	7	480	30000_101103_1,10000_1001_10	101_150,113_1,106_1
481	7	481	30000_101103_1,10000_1001_10	101_150,113_1,106_1
482	7	482	30000_101103_1,10000_1001_10	101_150,113_1,106_1
483	7	483	30000_101103_1,10000_1001_10	101_150,113_1,106_1
484	7	484	30000_101103_1,10000_1001_10	101_150,113_1,106_1
485	7	485	30000_101103_1,10000_1001_10	101_150,113_1,106_1
486	7	486	30000_101103_1,10000_1001_10	101_150,113_1,106_1
487	7	487	30000_101103_1,10000_1001_10	101_150,113_1,106_1
488	7	488	30000_101103_1,10000_1001_10	101_150,113_1,106_1
489	7	489	30000_101103_1,10000_1001_10	101_150,113_1,106_1
490	7	490	30000_101103_1,10000_1001_10	101_150,113_1,106_1
491	7	491	30000_101103_1,10000_1001_10	101_150,113_1,106_1
492	7	492	30000_101103_1,10000_1001_10	101_150,113_1,106_1
493	7	493	30000_101103_1,10000_1001_10	101_150,113_1,106_1
494	7	494	30000_101103_1,10000_1001_10	101_150,113_1,106_1
495	7	495	30000_101103_1,10000_1001_10	101_150,113_1,106_1
496	7	496	30000_101103_1,10000_1001_10	101_150,113_1,106_1
497	7	497	30000_101103_1,10000_1001_10	101_150,113_1,106_1
498	7	498	30000_101103_1,10000_1001_10	101_150,113_1,106_1
499	7	499	30000_101103_1,10000_1001_10	101_150,113_1,106_1
500	7	500	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
501	8	501	30000_101103_1,10000_1001_10	101_150,113_1,106_1
502	8	502	30000_101103_1,10000_1001_10	101_150,113_1,106_1
503	8	503	30000_101103_1,10000_1001_10	101_150,113_1,106_1
504	8	504	30000_101103_1,10000_1001_10	101_150,113_1,106_1
505	8	505	30000_101103_1,10000_1001_10	101_150,113_1,106_1
506	8	506	30000_101103_1,10000_1001_10	101_150,113_1,106_1
507	8	507	30000_101103_1,10000_1001_10	101_150,113_1,106_1
508	8	508	30000_101103_1,10000_1001_10	101_150,113_1,106_1
509	8	509	30000_101103_1,10000_1001_10	101_150,113_1,106_1
510	8	510	30000_101103_1,10000_1001_10	101_150,113_1,106_1
511	8	511	30000_101103_1,10000_1001_10	101_150,113_1,106_1
512	8	512	30000_101103_1,10000_1001_10	101_150,113_1,106_1
513	8	513	30000_101103_1,10000_1001_10	101_150,113_1,106_1
514	8	514	30000_101103_1,10000_1001_10	101_150,113_1,106_1
515	8	515	30000_101103_1,10000_1001_10	101_150,113_1,106_1
516	8	516	30000_101103_1,10000_1001_10	101_150,113_1,106_1
517	8	517	30000_101103_1,10000_1001_10	101_150,113_1,106_1
518	8	518	30000_101103_1,10000_1001_10	101_150,113_1,106_1
519	8	519	30000_101103_1,10000_1001_10	101_150,113_1,106_1
520	8	520	30000_101103_1,10000_1001_10	101_150,113_1,106_1
521	8	521	30000_101103_1,10000_1001_10	101_150,113_1,106_1
522	8	522	30000_101103_1,10000_1001_10	101_150,113_1,106_1
523	8	523	30000_101103_1,10000_1001_10	101_150,113_1,106_1
524	8	524	30000_101103_1,10000_1001_10	101_150,113_1,106_1
525	8	525	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
526	8	526	30000_101103_1,10000_1001_10	101_150,113_1,106_1
527	8	527	30000_101103_1,10000_1001_10	101_150,113_1,106_1
528	8	528	30000_101103_1,10000_1001_10	101_150,113_1,106_1
529	8	529	30000_101103_1,10000_1001_10	101_150,113_1,106_1
530	8	530	30000_101103_1,10000_1001_10	101_150,113_1,106_1
531	8	531	30000_101103_1,10000_1001_10	101_150,113_1,106_1
532	8	532	30000_101103_1,10000_1001_10	101_150,113_1,106_1
533	8	533	30000_101103_1,10000_1001_10	101_150,113_1,106_1
534	8	534	30000_101103_1,10000_1001_10	101_150,113_1,106_1
535	8	535	30000_101103_1,10000_1001_10	101_150,113_1,106_1
536	8	536	30000_101103_1,10000_1001_10	101_150,113_1,106_1
537	8	537	30000_101103_1,10000_1001_10	101_150,113_1,106_1
538	8	538	30000_101103_1,10000_1001_10	101_150,113_1,106_1
539	8	539	30000_101103_1,10000_1001_10	101_150,113_1,106_1
540	8	540	30000_101103_1,10000_1001_10	101_150,113_1,106_1
541	8	541	30000_101103_1,10000_1001_10	101_150,113_1,106_1
542	8	542	30000_101103_1,10000_1001_10	101_150,113_1,106_1
543	8	543	30000_101103_1,10000_1001_10	101_150,113_1,106_1
544	8	544	30000_101103_1,10000_1001_10	101_150,113_1,106_1
545	8	545	30000_101103_1,10000_1001_10	101_150,113_1,106_1
546	8	546	30000_101103_1,10000_1001_10	101_150,113_1,106_1
547	8	547	30000_101103_1,10000_1001_10	101_150,113_1,106_1
548	8	548	30000_101103_1,10000_1001_10	101_150,113_1,106_1
549	8	549	30000_101103_1,10000_1001_10	101_150,113_1,106_1
550	8	550	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
551	8	551	30000_101103_1,10000_1001_10	101_150,113_1,106_1
552	8	552	30000_101103_1,10000_1001_10	101_150,113_1,106_1
553	8	553	30000_101103_1,10000_1001_10	101_150,113_1,106_1
554	8	554	30000_101103_1,10000_1001_10	101_150,113_1,106_1
555	8	555	30000_101103_1,10000_1001_10	101_150,113_1,106_1
556	8	556	30000_101103_1,10000_1001_10	101_150,113_1,106_1
557	8	557	30000_101103_1,10000_1001_10	101_150,113_1,106_1
558	8	558	30000_101103_1,10000_1001_10	101_150,113_1,106_1
559	8	559	30000_101103_1,10000_1001_10	101_150,113_1,106_1
560	8	560	30000_101103_1,10000_1001_10	101_150,113_1,106_1
561	8	561	30000_101103_1,10000_1001_10	101_150,113_1,106_1
562	8	562	30000_101103_1,10000_1001_10	101_150,113_1,106_1
563	8	563	30000_101103_1,10000_1001_10	101_150,113_1,106_1
564	8	564	30000_101103_1,10000_1001_10	101_150,113_1,106_1
565	8	565	30000_101103_1,10000_1001_10	101_150,113_1,106_1
566	8	566	30000_101103_1,10000_1001_10	101_150,113_1,106_1
567	8	567	30000_101103_1,10000_1001_10	101_150,113_1,106_1
568	8	568	30000_101103_1,10000_1001_10	101_150,113_1,106_1
569	8	569	30000_101103_1,10000_1001_10	101_150,113_1,106_1
570	8	570	30000_101103_1,10000_1001_10	101_150,113_1,106_1
571	8	571	30000_101103_1,10000_1001_10	101_150,113_1,106_1
572	8	572	30000_101103_1,10000_1001_10	101_150,113_1,106_1
573	8	573	30000_101103_1,10000_1001_10	101_150,113_1,106_1
574	8	574	30000_101103_1,10000_1001_10	101_150,113_1,106_1
575	8	575	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
576	8	576	30000_101103_1,10000_1001_10	101_150,113_1,106_1
577	8	577	30000_101103_1,10000_1001_10	101_150,113_1,106_1
578	8	578	30000_101103_1,10000_1001_10	101_150,113_1,106_1
579	8	579	30000_101103_1,10000_1001_10	101_150,113_1,106_1
580	8	580	30000_101103_1,10000_1001_10	101_150,113_1,106_1
581	8	581	30000_101103_1,10000_1001_10	101_150,113_1,106_1
582	8	582	30000_101103_1,10000_1001_10	101_150,113_1,106_1
583	8	583	30000_101103_1,10000_1001_10	101_150,113_1,106_1
584	8	584	30000_101103_1,10000_1001_10	101_150,113_1,106_1
585	8	585	30000_101103_1,10000_1001_10	101_150,113_1,106_1
586	8	586	30000_101103_1,10000_1001_10	101_150,113_1,106_1
587	8	587	30000_101103_1,10000_1001_10	101_150,113_1,106_1
588	8	588	30000_101103_1,10000_1001_10	101_150,113_1,106_1
589	8	589	30000_101103_1,10000_1001_10	101_150,113_1,106_1
590	8	590	30000_101103_1,10000_1001_10	101_150,113_1,106_1
591	8	591	30000_101103_1,10000_1001_10	101_150,113_1,106_1
592	8	592	30000_101103_1,10000_1001_10	101_150,113_1,106_1
593	8	593	30000_101103_1,10000_1001_10	101_150,113_1,106_1
594	8	594	30000_101103_1,10000_1001_10	101_150,113_1,106_1
595	8	595	30000_101103_1,10000_1001_10	101_150,113_1,106_1
596	8	596	30000_101103_1,10000_1001_10	101_150,113_1,106_1
597	8	597	30000_101103_1,10000_1001_10	101_150,113_1,106_1
598	8	598	30000_101103_1,10000_1001_10	101_150,113_1,106_1
599	8	599	30000_101103_1,10000_1001_10	101_150,113_1,106_1
600	8	600	30000_101103_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
601	9	601	30000_101103_1,10000_1001_10	101_150,113_1,106_1
602	9	602	30000_101103_1,10000_1001_10	101_150,113_1,106_1
603	9	603	0	101_150,113_1,106_1
604	9	604	30000_101104_1,10000_1001_10	101_150,113_1,106_1
605	9	605	30000_101104_1,10000_1001_10	101_150,113_1,106_1
606	9	606	30000_101104_1,10000_1001_10	101_150,113_1,106_1
607	9	607	30000_101104_1,10000_1001_10	101_150,113_1,106_1
608	9	608	30000_101104_1,10000_1001_10	101_150,113_1,106_1
609	9	609	30000_101104_1,10000_1001_10	101_150,113_1,106_1
610	9	610	30000_101104_1,10000_1001_10	101_150,113_1,106_1
611	9	611	30000_101104_1,10000_1001_10	101_150,113_1,106_1
612	9	612	30000_101104_1,10000_1001_10	101_150,113_1,106_1
613	9	613	30000_101104_1,10000_1001_10	101_150,113_1,106_1
614	9	614	30000_101104_1,10000_1001_10	101_150,113_1,106_1
615	9	615	30000_101104_1,10000_1001_10	101_150,113_1,106_1
616	9	616	30000_101104_1,10000_1001_10	101_150,113_1,106_1
617	9	617	30000_101104_1,10000_1001_10	101_150,113_1,106_1
618	9	618	30000_101104_1,10000_1001_10	101_150,113_1,106_1
619	9	619	30000_101104_1,10000_1001_10	101_150,113_1,106_1
620	9	620	30000_101104_1,10000_1001_10	101_150,113_1,106_1
621	9	621	30000_101104_1,10000_1001_10	101_150,113_1,106_1
622	9	622	30000_101104_1,10000_1001_10	101_150,113_1,106_1
623	9	623	30000_101104_1,10000_1001_10	101_150,113_1,106_1
624	9	624	30000_101104_1,10000_1001_10	101_150,113_1,106_1
625	9	625	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
626	9	626	30000_101104_1,10000_1001_10	101_150,113_1,106_1
627	9	627	30000_101104_1,10000_1001_10	101_150,113_1,106_1
628	9	628	30000_101104_1,10000_1001_10	101_150,113_1,106_1
629	9	629	30000_101104_1,10000_1001_10	101_150,113_1,106_1
630	9	630	30000_101104_1,10000_1001_10	101_150,113_1,106_1
631	9	631	30000_101104_1,10000_1001_10	101_150,113_1,106_1
632	9	632	30000_101104_1,10000_1001_10	101_150,113_1,106_1
633	9	633	30000_101104_1,10000_1001_10	101_150,113_1,106_1
634	9	634	30000_101104_1,10000_1001_10	101_150,113_1,106_1
635	9	635	30000_101104_1,10000_1001_10	101_150,113_1,106_1
636	9	636	30000_101104_1,10000_1001_10	101_150,113_1,106_1
637	9	637	30000_101104_1,10000_1001_10	101_150,113_1,106_1
638	9	638	30000_101104_1,10000_1001_10	101_150,113_1,106_1
639	9	639	30000_101104_1,10000_1001_10	101_150,113_1,106_1
640	9	640	30000_101104_1,10000_1001_10	101_150,113_1,106_1
641	9	641	30000_101104_1,10000_1001_10	101_150,113_1,106_1
642	9	642	30000_101104_1,10000_1001_10	101_150,113_1,106_1
643	9	643	30000_101104_1,10000_1001_10	101_150,113_1,106_1
644	9	644	30000_101104_1,10000_1001_10	101_150,113_1,106_1
645	9	645	30000_101104_1,10000_1001_10	101_150,113_1,106_1
646	9	646	30000_101104_1,10000_1001_10	101_150,113_1,106_1
647	9	647	30000_101104_1,10000_1001_10	101_150,113_1,106_1
648	9	648	30000_101104_1,10000_1001_10	101_150,113_1,106_1
649	9	649	30000_101104_1,10000_1001_10	101_150,113_1,106_1
650	9	650	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
651	9	651	30000_101104_1,10000_1001_10	101_150,113_1,106_1
652	9	652	30000_101104_1,10000_1001_10	101_150,113_1,106_1
653	9	653	30000_101104_1,10000_1001_10	101_150,113_1,106_1
654	9	654	30000_101104_1,10000_1001_10	101_150,113_1,106_1
655	9	655	30000_101104_1,10000_1001_10	101_150,113_1,106_1
656	9	656	30000_101104_1,10000_1001_10	101_150,113_1,106_1
657	9	657	30000_101104_1,10000_1001_10	101_150,113_1,106_1
658	9	658	30000_101104_1,10000_1001_10	101_150,113_1,106_1
659	9	659	30000_101104_1,10000_1001_10	101_150,113_1,106_1
660	9	660	30000_101104_1,10000_1001_10	101_150,113_1,106_1
661	9	661	30000_101104_1,10000_1001_10	101_150,113_1,106_1
662	9	662	30000_101104_1,10000_1001_10	101_150,113_1,106_1
663	9	663	30000_101104_1,10000_1001_10	101_150,113_1,106_1
664	9	664	30000_101104_1,10000_1001_10	101_150,113_1,106_1
665	9	665	30000_101104_1,10000_1001_10	101_150,113_1,106_1
666	9	666	30000_101104_1,10000_1001_10	101_150,113_1,106_1
667	9	667	30000_101104_1,10000_1001_10	101_150,113_1,106_1
668	9	668	30000_101104_1,10000_1001_10	101_150,113_1,106_1
669	9	669	30000_101104_1,10000_1001_10	101_150,113_1,106_1
670	9	670	30000_101104_1,10000_1001_10	101_150,113_1,106_1
671	9	671	30000_101104_1,10000_1001_10	101_150,113_1,106_1
672	9	672	30000_101104_1,10000_1001_10	101_150,113_1,106_1
673	9	673	30000_101104_1,10000_1001_10	101_150,113_1,106_1
674	9	674	30000_101104_1,10000_1001_10	101_150,113_1,106_1
675	9	675	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
676	9	676	30000_101104_1,10000_1001_10	101_150,113_1,106_1
677	9	677	30000_101104_1,10000_1001_10	101_150,113_1,106_1
678	9	678	30000_101104_1,10000_1001_10	101_150,113_1,106_1
679	9	679	30000_101104_1,10000_1001_10	101_150,113_1,106_1
680	9	680	30000_101104_1,10000_1001_10	101_150,113_1,106_1
681	9	681	30000_101104_1,10000_1001_10	101_150,113_1,106_1
682	9	682	30000_101104_1,10000_1001_10	101_150,113_1,106_1
683	9	683	30000_101104_1,10000_1001_10	101_150,113_1,106_1
684	9	684	30000_101104_1,10000_1001_10	101_150,113_1,106_1
685	9	685	30000_101104_1,10000_1001_10	101_150,113_1,106_1
686	9	686	30000_101104_1,10000_1001_10	101_150,113_1,106_1
687	9	687	30000_101104_1,10000_1001_10	101_150,113_1,106_1
688	9	688	30000_101104_1,10000_1001_10	101_150,113_1,106_1
689	9	689	30000_101104_1,10000_1001_10	101_150,113_1,106_1
690	9	690	30000_101104_1,10000_1001_10	101_150,113_1,106_1
691	9	691	30000_101104_1,10000_1001_10	101_150,113_1,106_1
692	9	692	30000_101104_1,10000_1001_10	101_150,113_1,106_1
693	9	693	30000_101104_1,10000_1001_10	101_150,113_1,106_1
694	9	694	30000_101104_1,10000_1001_10	101_150,113_1,106_1
695	9	695	30000_101104_1,10000_1001_10	101_150,113_1,106_1
696	9	696	30000_101104_1,10000_1001_10	101_150,113_1,106_1
697	9	697	30000_101104_1,10000_1001_10	101_150,113_1,106_1
698	9	698	30000_101104_1,10000_1001_10	101_150,113_1,106_1
699	9	699	30000_101104_1,10000_1001_10	101_150,113_1,106_1
700	9	700	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
701	10	701	30000_101104_1,10000_1001_10	101_150,113_1,106_1
702	10	702	30000_101104_1,10000_1001_10	101_150,113_1,106_1
703	10	703	30000_101104_1,10000_1001_10	101_150,113_1,106_1
704	10	704	30000_101104_1,10000_1001_10	101_150,113_1,106_1
705	10	705	30000_101104_1,10000_1001_10	101_150,113_1,106_1
706	10	706	30000_101104_1,10000_1001_10	101_150,113_1,106_1
707	10	707	30000_101104_1,10000_1001_10	101_150,113_1,106_1
708	10	708	30000_101104_1,10000_1001_10	101_150,113_1,106_1
709	10	709	30000_101104_1,10000_1001_10	101_150,113_1,106_1
710	10	710	30000_101104_1,10000_1001_10	101_150,113_1,106_1
711	10	711	30000_101104_1,10000_1001_10	101_150,113_1,106_1
712	10	712	30000_101104_1,10000_1001_10	101_150,113_1,106_1
713	10	713	30000_101104_1,10000_1001_10	101_150,113_1,106_1
714	10	714	30000_101104_1,10000_1001_10	101_150,113_1,106_1
715	10	715	30000_101104_1,10000_1001_10	101_150,113_1,106_1
716	10	716	30000_101104_1,10000_1001_10	101_150,113_1,106_1
717	10	717	30000_101104_1,10000_1001_10	101_150,113_1,106_1
718	10	718	30000_101104_1,10000_1001_10	101_150,113_1,106_1
719	10	719	30000_101104_1,10000_1001_10	101_150,113_1,106_1
720	10	720	30000_101104_1,10000_1001_10	101_150,113_1,106_1
721	10	721	30000_101104_1,10000_1001_10	101_150,113_1,106_1
722	10	722	30000_101104_1,10000_1001_10	101_150,113_1,106_1
723	10	723	30000_101104_1,10000_1001_10	101_150,113_1,106_1
724	10	724	30000_101104_1,10000_1001_10	101_150,113_1,106_1
725	10	725	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
726	10	726	30000_101104_1,10000_1001_10	101_150,113_1,106_1
727	10	727	30000_101104_1,10000_1001_10	101_150,113_1,106_1
728	10	728	30000_101104_1,10000_1001_10	101_150,113_1,106_1
729	10	729	30000_101104_1,10000_1001_10	101_150,113_1,106_1
730	10	730	30000_101104_1,10000_1001_10	101_150,113_1,106_1
731	10	731	30000_101104_1,10000_1001_10	101_150,113_1,106_1
732	10	732	30000_101104_1,10000_1001_10	101_150,113_1,106_1
733	10	733	30000_101104_1,10000_1001_10	101_150,113_1,106_1
734	10	734	30000_101104_1,10000_1001_10	101_150,113_1,106_1
735	10	735	30000_101104_1,10000_1001_10	101_150,113_1,106_1
736	10	736	30000_101104_1,10000_1001_10	101_150,113_1,106_1
737	10	737	30000_101104_1,10000_1001_10	101_150,113_1,106_1
738	10	738	30000_101104_1,10000_1001_10	101_150,113_1,106_1
739	10	739	30000_101104_1,10000_1001_10	101_150,113_1,106_1
740	10	740	30000_101104_1,10000_1001_10	101_150,113_1,106_1
741	10	741	30000_101104_1,10000_1001_10	101_150,113_1,106_1
742	10	742	30000_101104_1,10000_1001_10	101_150,113_1,106_1
743	10	743	30000_101104_1,10000_1001_10	101_150,113_1,106_1
744	10	744	30000_101104_1,10000_1001_10	101_150,113_1,106_1
745	10	745	30000_101104_1,10000_1001_10	101_150,113_1,106_1
746	10	746	30000_101104_1,10000_1001_10	101_150,113_1,106_1
747	10	747	30000_101104_1,10000_1001_10	101_150,113_1,106_1
748	10	748	30000_101104_1,10000_1001_10	101_150,113_1,106_1
749	10	749	30000_101104_1,10000_1001_10	101_150,113_1,106_1
750	10	750	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
751	10	751	30000_101104_1,10000_1001_10	101_150,113_1,106_1
752	10	752	30000_101104_1,10000_1001_10	101_150,113_1,106_1
753	10	753	30000_101104_1,10000_1001_10	101_150,113_1,106_1
754	10	754	30000_101104_1,10000_1001_10	101_150,113_1,106_1
755	10	755	30000_101104_1,10000_1001_10	101_150,113_1,106_1
756	10	756	30000_101104_1,10000_1001_10	101_150,113_1,106_1
757	10	757	30000_101104_1,10000_1001_10	101_150,113_1,106_1
758	10	758	30000_101104_1,10000_1001_10	101_150,113_1,106_1
759	10	759	30000_101104_1,10000_1001_10	101_150,113_1,106_1
760	10	760	30000_101104_1,10000_1001_10	101_150,113_1,106_1
761	10	761	30000_101104_1,10000_1001_10	101_150,113_1,106_1
762	10	762	30000_101104_1,10000_1001_10	101_150,113_1,106_1
763	10	763	30000_101104_1,10000_1001_10	101_150,113_1,106_1
764	10	764	30000_101104_1,10000_1001_10	101_150,113_1,106_1
765	10	765	30000_101104_1,10000_1001_10	101_150,113_1,106_1
766	10	766	30000_101104_1,10000_1001_10	101_150,113_1,106_1
767	10	767	30000_101104_1,10000_1001_10	101_150,113_1,106_1
768	10	768	30000_101104_1,10000_1001_10	101_150,113_1,106_1
769	10	769	30000_101104_1,10000_1001_10	101_150,113_1,106_1
770	10	770	30000_101104_1,10000_1001_10	101_150,113_1,106_1
771	10	771	30000_101104_1,10000_1001_10	101_150,113_1,106_1
772	10	772	30000_101104_1,10000_1001_10	101_150,113_1,106_1
773	10	773	30000_101104_1,10000_1001_10	101_150,113_1,106_1
774	10	774	30000_101104_1,10000_1001_10	101_150,113_1,106_1
775	10	775	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
776	10	776	30000_101104_1,10000_1001_10	101_150,113_1,106_1
777	10	777	30000_101104_1,10000_1001_10	101_150,113_1,106_1
778	10	778	30000_101104_1,10000_1001_10	101_150,113_1,106_1
779	10	779	30000_101104_1,10000_1001_10	101_150,113_1,106_1
780	10	780	30000_101104_1,10000_1001_10	101_150,113_1,106_1
781	10	781	30000_101104_1,10000_1001_10	101_150,113_1,106_1
782	10	782	30000_101104_1,10000_1001_10	101_150,113_1,106_1
783	10	783	30000_101104_1,10000_1001_10	101_150,113_1,106_1
784	10	784	30000_101104_1,10000_1001_10	101_150,113_1,106_1
785	10	785	30000_101104_1,10000_1001_10	101_150,113_1,106_1
786	10	786	30000_101104_1,10000_1001_10	101_150,113_1,106_1
787	10	787	30000_101104_1,10000_1001_10	101_150,113_1,106_1
788	10	788	30000_101104_1,10000_1001_10	101_150,113_1,106_1
789	10	789	30000_101104_1,10000_1001_10	101_150,113_1,106_1
790	10	790	30000_101104_1,10000_1001_10	101_150,113_1,106_1
791	10	791	30000_101104_1,10000_1001_10	101_150,113_1,106_1
792	10	792	30000_101104_1,10000_1001_10	101_150,113_1,106_1
793	10	793	30000_101104_1,10000_1001_10	101_150,113_1,106_1
794	10	794	30000_101104_1,10000_1001_10	101_150,113_1,106_1
795	10	795	30000_101104_1,10000_1001_10	101_150,113_1,106_1
796	10	796	30000_101104_1,10000_1001_10	101_150,113_1,106_1
797	10	797	30000_101104_1,10000_1001_10	101_150,113_1,106_1
798	10	798	30000_101104_1,10000_1001_10	101_150,113_1,106_1
799	10	799	30000_101104_1,10000_1001_10	101_150,113_1,106_1
800	10	800	30000_101104_1,10000_1001_10	101_150,113_1,106_1,2103_50,1010_100
801	11	801	30000_101104_1,10000_1001_10	101_150,113_1,106_1
802	11	802	30000_101104_1,10000_1001_10	101_150,113_1,106_1
803	11	803	30000_101104_1,10000_1001_10	101_150,113_1,106_1
804	11	804	0	101_150,113_1,106_1
805	11	805	30000_101105_1,10000_1001_10	101_150,113_1,106_1
806	11	806	30000_101105_1,10000_1001_10	101_150,113_1,106_1
807	11	807	30000_101105_1,10000_1001_10	101_150,113_1,106_1
808	11	808	30000_101105_1,10000_1001_10	101_150,113_1,106_1
809	11	809	30000_101105_1,10000_1001_10	101_150,113_1,106_1
810	11	810	30000_101105_1,10000_1001_10	101_150,113_1,106_1
811	11	811	30000_101105_1,10000_1001_10	101_150,113_1,106_1
812	11	812	30000_101105_1,10000_1001_10	101_150,113_1,106_1
813	11	813	30000_101105_1,10000_1001_10	101_150,113_1,106_1
814	11	814	30000_101105_1,10000_1001_10	101_150,113_1,106_1
815	11	815	30000_101105_1,10000_1001_10	101_150,113_1,106_1
816	11	816	30000_101105_1,10000_1001_10	101_150,113_1,106_1
817	11	817	30000_101105_1,10000_1001_10	101_150,113_1,106_1
818	11	818	30000_101105_1,10000_1001_10	101_150,113_1,106_1
819	11	819	30000_101105_1,10000_1001_10	101_150,113_1,106_1
820	11	820	30000_101105_1,10000_1001_10	101_150,113_1,106_1
821	11	821	30000_101105_1,10000_1001_10	101_150,113_1,106_1
822	11	822	30000_101105_1,10000_1001_10	101_150,113_1,106_1
823	11	823	30000_101105_1,10000_1001_10	101_150,113_1,106_1
824	11	824	30000_101105_1,10000_1001_10	101_150,113_1,106_1
825	11	825	30000_101105_1,10000_1001_10	101_150,113_1,106_1,2103_50,1008_50
826	11	826	30000_101105_1,10000_1001_10	101_150,113_1,106_1
827	11	827	30000_101105_1,10000_1001_10	101_150,113_1,106_1
828	11	828	30000_101105_1,10000_1001_10	101_150,113_1,106_1
829	11	829	30000_101105_1,10000_1001_10	101_150,113_1,106_1
830	11	830	30000_101105_1,10000_1001_10	101_150,113_1,106_1
