id	名称(name)	类型(type)	等级限制(levelLimit)	职业限制(profLimit)	出售价格(price)	配对物品(needItem)	包含物品(containItem)	宝石升级消耗(levelUpCost)	宝石升级概率(levelUpRate)	宝石升级目标(levelUpItem)	力量(strenght)	敏捷(agility)	智力(intellect)	耐力(stamina)	物品图标	升级目标最大消耗	物品描述	兑换需要熔炼值	time	品质	页面跳转	魂石经验	技能经验	英雄令任务	宝石类型	可镶嵌部位	宝石属性	新旧宝石功能列	宝石等级	升级宝石消耗	宝石兑换宝石卷	套装碎片卖水晶	图纸等级	部位	道具描述2	背包筛选类型	背包排序ID
7048	@Item_7048	12	0	0	0	0	7048_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7048	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2048
7049	@Item_7049	12	0	0	0	0	7049_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7049	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2049
7050	@Item_7050	12	0	0	0	0	7050_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7050	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2050
7051	@Item_7051	12	0	0	0	0	7051_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7051	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2051
7052	@Item_7052	12	0	0	0	0	7052_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7052	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2052
7053	@Item_7053	12	0	0	0	0	7053_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7053	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2053
7054	@Item_7054	12	0	0	0	0	7054_0_1_10000	0	0	0	0	0	0	0	Item/I_7014.png	0	@Item_Desc_7054	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2054
7055	@Item_7055	12	0	0	0	0	7055_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7055	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2055
7056	@Item_7056	12	0	0	0	0	7056_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7056	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2056
7057	@Item_7057	12	0	0	0	0	7057_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7057	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2057
7058	@Item_7058	12	0	0	0	0	7058_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7058	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2058
7059	@Item_7059	12	0	0	0	0	7059_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7059	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2059
7060	@Item_7060	12	0	0	0	0	7060_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7060	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2060
7061	@Item_7061	12	0	0	0	0	7061_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7061	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2061
7062	@Item_7062	12	0	0	0	0	7062_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7062	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2062
7063	@Item_7063	12	0	0	0	0	7063_0_1_10000	0	0	0	0	0	0	0	Item/I_7015.png	0	@Item_Desc_7063	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2063
7064	@Item_7064	12	0	0	0	0	7064_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7064	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2064
7065	@Item_7065	12	0	0	0	0	7065_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7065	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2065
7066	@Item_7066	12	0	0	0	0	7066_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7066	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2066
7067	@Item_7067	12	0	0	0	0	7067_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7067	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2067
7068	@Item_7068	12	0	0	0	0	7068_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7068	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2068
7069	@Item_7069	12	0	0	0	0	7069_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7069	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2069
7070	@Item_7070	12	0	0	0	0	7070_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7070	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2070
7071	@Item_7071	12	0	0	0	0	7071_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7071	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2071
7072	@Item_7072	12	0	0	0	0	7072_0_1_10000	0	0	0	0	0	0	0	Item/I_7016.png	0	@Item_Desc_7072	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2072
7073	@Item_7073	12	0	0	0	0	7073_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7073	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2073
7074	@Item_7074	12	0	0	0	0	7074_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7074	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2074
7075	@Item_7075	12	0	0	0	0	7075_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7075	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2075
7076	@Item_7076	12	0	0	0	0	7076_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7076	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2076
7077	@Item_7077	12	0	0	0	0	7077_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7077	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2077
7078	@Item_7078	12	0	0	0	0	7078_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7078	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2078
7079	@Item_7079	12	0	0	0	0	7079_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7079	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2079
7080	@Item_7080	12	0	0	0	0	7080_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7080	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2080
7081	@Item_7081	12	0	0	0	0	7081_0_1_10000	0	0	0	0	0	0	0	Item/I_7017.png	0	@Item_Desc_7081	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2081
7082	@Item_7082	12	0	0	0	0	7082_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7082	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2082
7083	@Item_7083	12	0	0	0	0	7083_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7083	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2083
7084	@Item_7084	12	0	0	0	0	7084_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7084	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2084
7085	@Item_7085	12	0	0	0	0	7085_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7085	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2085
7086	@Item_7086	12	0	0	0	0	7086_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7086	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2086
7087	@Item_7087	12	0	0	0	0	7087_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7087	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2087
7088	@Item_7088	12	0	0	0	0	7088_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7088	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2088
7089	@Item_7089	12	0	0	0	0	7089_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7089	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2089
7090	@Item_7090	12	0	0	0	0	7090_0_1_10000	0	0	0	0	0	0	0	Item/I_7018.png	0	@Item_Desc_7090	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2090
7091	@Item_7091	12	0	0	0	0	7091_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7091	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2091
7092	@Item_7092	12	0	0	0	0	7092_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7092	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2092
7093	@Item_7093	12	0	0	0	0	7093_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7093	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2093
7094	@Item_7094	12	0	0	0	0	7094_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7094	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2094
7095	@Item_7095	12	0	0	0	0	7095_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7095	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2095
7096	@Item_7096	12	0	0	0	0	7096_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7096	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2096
7097	@Item_7097	12	0	0	0	0	7097_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7097	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2097
7098	@Item_7098	12	0	0	0	0	7098_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7098	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2098
7099	@Item_7099	12	0	0	0	0	7099_0_1_10000	0	0	0	0	0	0	0	Item/I_7019.png	0	@Item_Desc_7099	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2099
7100	@Item_7100	12	0	0	0	0	7100_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7100	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2100
7101	@Item_7101	12	0	0	0	0	7101_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7101	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2101
7102	@Item_7102	12	0	0	0	0	7102_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7102	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2102
7103	@Item_7103	12	0	0	0	0	7103_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7103	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2103
7104	@Item_7104	12	0	0	0	0	7104_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7104	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2104
7105	@Item_7105	12	0	0	0	0	7105_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7105	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2105
7106	@Item_7106	12	0	0	0	0	7106_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7106	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2106
7107	@Item_7107	12	0	0	0	0	7107_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7107	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2107
7108	@Item_7108	12	0	0	0	0	7108_0_1_10000	0	0	0	0	0	0	0	Item/I_7020.png	0	@Item_Desc_7108	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2108
7109	@Item_7109	12	0	0	0	0	7109_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7109	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2109
7110	@Item_7110	12	0	0	0	0	7110_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7110	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2110
7111	@Item_7111	12	0	0	0	0	7111_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7111	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2111
7112	@Item_7112	12	0	0	0	0	7112_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7112	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2112
7113	@Item_7113	12	0	0	0	0	7113_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7113	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2113
7114	@Item_7114	12	0	0	0	0	7114_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7114	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2114
7115	@Item_7115	12	0	0	0	0	7115_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7115	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2115
7116	@Item_7116	12	0	0	0	0	7116_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7116	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2116
7117	@Item_7117	12	0	0	0	0	7117_0_1_10000	0	0	0	0	0	0	0	Item/I_7021.png	0	@Item_Desc_7117	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2117
7118	@Item_7118	12	0	0	0	0	7118_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7118	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2118
7119	@Item_7119	12	0	0	0	0	7119_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7119	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2119
7120	@Item_7120	12	0	0	0	0	7120_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7120	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2120
7121	@Item_7121	12	0	0	0	0	7121_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7121	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2121
7122	@Item_7122	12	0	0	0	0	7122_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7122	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2122
7123	@Item_7123	12	0	0	0	0	7123_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7123	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2123
7124	@Item_7124	12	0	0	0	0	7124_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7124	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2124
7125	@Item_7125	12	0	0	0	0	7125_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7125	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2125
7126	@Item_7126	12	0	0	0	0	7126_0_1_10000	0	0	0	0	0	0	0	Item/I_7022.png	0	@Item_Desc_7126	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2126
7127	@Item_7127	12	0	0	0	0	7127_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7127	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2127
7128	@Item_7128	12	0	0	0	0	7128_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7128	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2128
7129	@Item_7129	12	0	0	0	0	7129_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7129	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2129
7130	@Item_7130	12	0	0	0	0	7130_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7130	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2130
7131	@Item_7131	12	0	0	0	0	7131_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7131	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2131
7132	@Item_7132	12	0	0	0	0	7132_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7132	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2132
7133	@Item_7133	12	0	0	0	0	7133_0_1_10000	0	0	0	0	0	0	0	Item/I_7023.png	0	@Item_Desc_7133	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2133
7134	@Item_7134	12	0	0	0	0	7134_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7134	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2134
7135	@Item_7135	12	0	0	0	0	7135_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7135	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2135
7136	@Item_7136	12	0	0	0	0	7136_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7136	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2136
7137	@Item_7137	12	0	0	0	0	7137_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7137	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2137
7138	@Item_7138	12	0	0	0	0	7138_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7138	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2138
7139	@Item_7139	12	0	0	0	0	7139_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7139	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2139
7140	@Item_7140	12	0	0	0	0	7140_0_1_10000	0	0	0	0	0	0	0	Item/I_7024.png	0	@Item_Desc_7140	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2140
7141	@Item_7141	12	0	0	0	0	7141_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7141	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2141
7142	@Item_7142	12	0	0	0	0	7142_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7142	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2142
7143	@Item_7143	12	0	0	0	0	7143_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7143	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2143
7144	@Item_7144	12	0	0	0	0	7144_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7144	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2144
7145	@Item_7145	12	0	0	0	0	7145_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7145	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2145
7146	@Item_7146	12	0	0	0	0	7146_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7146	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2146
7147	@Item_7147	12	0	0	0	0	7147_0_1_10000	0	0	0	0	0	0	0	Item/I_7025.png	0	@Item_Desc_7147	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2147
7148	@Item_7148	12	0	0	0	0	7148_0_1_10000	0	0	0	0	0	0	0	Item/I_7008.png	0	@Item_Desc_7148	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2148
7149	@Item_7149	12	0	0	0	0	7149_0_1_10000	0	0	0	0	0	0	0	Item/I_7008.png	0	@Item_Desc_7149	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2149
7150	@Item_7150	12	0	0	0	0	7150_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7150	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2150
7151	@Item_7151	12	0	0	0	0	30000_6004_2_10000,30000_7001_50000_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7151	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2151
7152	@Item_7152	12	0	0	0	0	30000_6004_4_10000,30000_7001_100000_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7152	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2152
7153	@Item_7153	12	0	0	0	0	30000_5001_250_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7153	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2153
7154	@Item_7154	12	0	0	0	0	30000_5001_500_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7154	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2154
7155	@Item_7155	12	0	0	0	0	30000_5001_750_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7155	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2155
7156	@Item_7156	12	0	0	0	0	30000_5001_1000_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7156	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2156
7157	@Item_7157	12	0	0	0	0	7157_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7157	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2157
7158	@Item_7158	12	0	0	0	0	7158_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7158	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2158
7159	@Item_7159	12	0	0	0	0	7159_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7159	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2159
7160	@Item_7160	12	0	0	0	0	7160_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7160	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2160
7161	@Item_7161	12	0	0	0	0	7161_0_1_10000	0	0	0	0	0	0	0	Item/I_7011.png	0	@Item_Desc_7161	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2161
7162	@Item_7162	28	0	0	0	0	30000_501_60,30000_502_60,30000_503_60,30000_504_60	0	0	0	0	0	0	0	Item/I_7008.png	0	@Item_Desc_7162	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2162
7163	@Item_7163	28	0	0	0	0	30000_505_60,30000_506_60,30000_507_60,30000_508_60	0	0	0	0	0	0	0	Item/I_7007.png	0	@Item_Desc_7163	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2163
7164	@Item_7164	28	0	0	0	0	30000_509_60,30000_510_60,30000_511_60,30000_512_60	0	0	0	0	0	0	0	Item/I_7006.png	0	@Item_Desc_7164	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2164
7165	@Item_7165	28	0	0	0	0	70000_3_30,70000_4_30,70000_5_30,70000_7_30,70000_8_30,70000_9_30,70000_14_30,70000_15_30,70000_18_30	0	0	0	0	0	0	0	Item/I_7045.png	0	@Item_Desc_7165	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2165
7166	@Item_7166	28	0	0	0	0	70000_19_30,70000_20_30,70000_21_30,70000_22_30,70000_23_30,70000_24_30	0	0	0	0	0	0	0	Item/I_7046.png	0	@Item_Desc_7166	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2166
7167	@Item_7167	28	0	0	0	0	70000_3_1,70000_4_1,70000_5_1,70000_7_1,70000_8_1,70000_9_1,70000_14_1,70000_15_1,70000_18_1	0	0	0	0	0	0	0	Item/I_7047.png	0	@Item_Desc_7167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2167
7168	@Item_7168	28	0	0	0	0	70000_19_1,70000_20_1,70000_21_1,70000_22_1,70000_23_1,70000_24_1	0	0	0	0	0	0	0	Item/I_7048.png	0	@Item_Desc_7168	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2168
7169	@Item_7169	28	0	0	0	0	70000_3_30,70000_4_30,70000_5_30,70000_7_30,70000_8_30,70000_9_30,70000_14_30,70000_15_30,70000_18_30	0	0	0	0	0	0	0	Item/I_7047.png	0	@Item_Desc_7169	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2169
7170	@Item_7170	28	0	0	0	0	70000_19_30,70000_20_30,70000_21_30,70000_22_30,70000_23_30,70000_24_30	0	0	0	0	0	0	0	Item/I_7048.png	0	@Item_Desc_7170	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2170
7171	@Item_7171	28	0	0	0	0	70000_3_60,70000_4_60,70000_5_60,70000_7_60,70000_8_60,70000_9_60,70000_14_60,70000_15_60,70000_18_60	0	0	0	0	0	0	0	Item/I_7047.png	0	@Item_Desc_7171	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2171
7172	@Item_7172	28	0	0	0	0	70000_19_60,70000_20_60,70000_21_60,70000_22_60,70000_23_60,70000_24_60	0	0	0	0	0	0	0	Item/I_7048.png	0	@Item_Desc_7172	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2172
