光环ID	佣兵	星级	光环消耗	名称	效果	图片路径	条件	参数1	参数2
11092	209	3	2000	@Skill_Name_11092	@Skill_Desc_11092	skill/S_B_10042.png	@MercenaryOpenLevelTxt	40%	15%
11101	210	1	2000	@Skill_Name_10231	@Skill_Desc_10231	skill/S_B_10091.png	@MercenaryOpenLevelTxt	42%	15%
11102	210	3	2000	@Skill_Name_10562	@Skill_Desc_10562	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	100%
11111	211	1	2000	@Skill_Name_11111	@Skill_Desc_11111	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	220
11112	211	3	2000	@Skill_Name_11112	@Skill_Desc_11112	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	240
11121	212	1	2000	@Skill_Name_11191	@Skill_Desc_11191	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	280
11122	212	3	2000	@Skill_Name_11122	@Skill_Desc_11122	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	240
11131	213	1	2000	@Skill_Name_11131	@Skill_Desc_11131	skill/S_B_10071.png	@MercenaryOpenLevelTxt	40%	250
11132	213	3	2000	@Skill_Name_11132	@Skill_Desc_11132	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	250
11141	214	1	2000	@Skill_Name_10571	@Skill_Desc_10571	skill/S_B_10031.png	@MercenaryOpenLevelTxt	34%	32%
11142	214	3	2000	@Skill_Name_10572	@Skill_Desc_10572	skill/S_B_10071.png	@MercenaryOpenLevelTxt	34%	180
11151	215	1	2000	@Skill_Name_10857	@Skill_Desc_10857	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	200
11152	215	3	2000	@Skill_Name_10858	@Skill_Desc_10858	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	220
11161	216	1	2000	@Skill_Name_10731	@Skill_Desc_10731	skill/S_B_10071.png	@MercenaryOpenLevelTxt	45%	300
11162	216	3	2000	@Skill_Name_10732	@Skill_Desc_10732	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	300
11171	217	1	2000	@Skill_Name_10421	@Skill_Desc_10421	skill/S_B_10031.png	@MercenaryOpenLevelTxt	26%	150
11172	217	3	2000	@Skill_Name_10422	@Skill_Desc_10422	skill/S_B_10071.png	@MercenaryOpenLevelTxt	24%	120
11181	218	1	2000	@Skill_Name_10681	@Skill_Desc_10681	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	14%
11182	218	3	2000	@Skill_Name_11182	@Skill_Desc_11182	skill/S_B_10061.png	@MercenaryOpenLevelTxt	38%	45%
11191	219	1	2000	@Skill_Name_11191	@Skill_Desc_11191	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	280
11192	219	3	2000	@Skill_Name_11192	@Skill_Desc_11192	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	16%
11201	220	1	2000	@Skill_Name_11201	@Skill_Desc_11201	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	180
11202	220	3	2000	@Skill_Name_11202	@Skill_Desc_11202	skill/S_B_10072.png	@MercenaryOpenLevelTxt	45%	100%
11211	221	1	2000	@Skill_Name_11211	@Skill_Desc_11211	skill/S_B_10071.png	@MercenaryOpenLevelTxt	45%	200
11212	221	3	2000	@Skill_Name_11212	@Skill_Desc_11212	skill/S_B_10042.png	@MercenaryOpenLevelTxt	480	15%
12221	222	1	2000	@Skill_Name_10321	@Skill_Desc_10321	skill/S_B_10031.png	@MercenaryOpenLevelTxt	28%	120
12222	222	3	2000	@Skill_Name_10382	@Skill_Desc_10382	skill/S_B_10091.png	@MercenaryOpenLevelTxt	26%	12%
12231	223	1	2000	@Skill_Name_10461	@Skill_Desc_10461	skill/S_B_10031.png	@MercenaryOpenLevelTxt	30%	11%
12232	223	3	2000	@Skill_Name_10462	@Skill_Desc_10462	skill/S_B_10031.png	@MercenaryOpenLevelTxt	34%	25%
12241	224	1	2000	@Skill_Name_10441	@Skill_Desc_10441	skill/S_B_10071.png	@MercenaryOpenLevelTxt	34%	220
12242	224	3	2000	@Skill_Name_10442	@Skill_Desc_10442	skill/S_B_10031.png	@MercenaryOpenLevelTxt	34%	12%
12251	225	1	2000	@Skill_Name_10481	@Skill_Desc_10481	skill/S_B_10071.png	@MercenaryOpenLevelTxt	26%	180
12252	225	3	2000	@Skill_Name_10482	@Skill_Desc_10482	skill/S_B_10031.png	@MercenaryOpenLevelTxt	28%	160
12261	226	1	2000	@Skill_Name_10741	@Skill_Desc_10741	skill/S_B_10071.png	@MercenaryOpenLevelTxt	32%	500
12262	226	3	2000	@Skill_Name_10742	@Skill_Desc_10742	skill/S_B_10031.png	@MercenaryOpenLevelTxt	35%	12%
12271	227	1	2000	@Skill_Name_10301	@Skill_Desc_10301	skill/S_B_10071.png	@MercenaryOpenLevelTxt	32%	100
12272	227	3	2000	@Skill_Name_12272	@Skill_Desc_12272	skill/S_B_10052.png	@MercenaryOpenLevelTxt	35%	180
12281	228	1	2000	@Skill_Name_10551	@Skill_Desc_10551	skill/S_B_10071.png	@MercenaryOpenLevelTxt	38%	240
12282	228	3	2000	@Skill_Name_10552	@Skill_Desc_10552	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	30%
12291	229	1	2000	@Skill_Name_12291	@Skill_Desc_12291	skill/S_B_10071.png	@MercenaryOpenLevelTxt	180	220
12292	229	3	2000	@Skill_Name_10352	@Skill_Desc_10352	skill/S_B_10071.png	@MercenaryOpenLevelTxt	45%	38%
12301	230	1	2000	@Skill_Name_10251	@Skill_Desc_10251	skill/S_B_10071.png	@MercenaryOpenLevelTxt	38%	180
12302	230	3	2000	@Skill_Name_12302	@Skill_Desc_12302	skill/S_B_10072.png	@MercenaryOpenLevelTxt	50%	180
12311	231	1	2000	@Skill_Name_10432	@Skill_Desc_10432	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	180
12312	231	3	2000	@Skill_Name_12312	@Skill_Desc_12312	skill/S_B_10071.png	@MercenaryOpenLevelTxt	32%	200
12321	232	1	2000	@Skill_Name_10091	@Skill_Desc_10091	skill/S_B_10092.png	@MercenaryOpenLevelTxt	30%	180
12322	232	3	2000	@Skill_Name_10616	@Skill_Desc_10616	skill/S_B_10092.png	@MercenaryOpenLevelTxt	35%	40%
12331	233	1	2000	@Skill_Name_11201	@Skill_Desc_11201	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	180
12332	233	3	2000	@Skill_Name_10732	@Skill_Desc_10732	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	800
12341	234	1	2000	@Skill_Name_10601	@Skill_Desc_10601	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	200
12342	234	3	2000	@Skill_Name_12342	@Skill_Desc_12342	skill/S_B_10072.png	@MercenaryOpenLevelTxt	45%	200
12351	235	1	2000	@Skill_Name_10252	@Skill_Desc_10252	skill/S_B_10072.png	@MercenaryOpenLevelTxt	45%	200
12352	235	3	2000	@Skill_Name_10761	@Skill_Desc_10761	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	180
12361	236	1	2000	@Skill_Name_10681	@Skill_Desc_10681	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	16%
12362	236	3	2000	@Skill_Name_11182	@Skill_Desc_11182	skill/S_B_10061.png	@MercenaryOpenLevelTxt	42%	45%
12371	237	1	2000	@Skill_Name_10322	@Skill_Desc_10322	skill/S_B_10071.png	@MercenaryOpenLevelTxt	32%	150
12372	237	3	2000	@Skill_Name_10552	@Skill_Desc_10552	skill/S_B_10031.png	@MercenaryOpenLevelTxt	32%	20%
12381	238	1	2000	@Skill_Name_12381	@Skill_Desc_12381	skill/S_B_10071.png	@MercenaryOpenLevelTxt	42%	240
12382	238	3	2000	@Skill_Name_12382	@Skill_Desc_12382	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	400
12391	239	1	2000	@Skill_Name_11201	@Skill_Desc_11201	skill/S_B_10071.png	@MercenaryOpenLevelTxt	45%	200
12392	239	3	2000	@Skill_Name_11202	@Skill_Desc_11202	skill/S_B_10072.png	@MercenaryOpenLevelTxt	50%	100%
12401	240	1	2000	@Skill_Name_10331	@Skill_Desc_10331	skill/S_B_10031.png	@MercenaryOpenLevelTxt	45%	220
12402	240	3	2000	@Skill_Name_11092	@Skill_Desc_11092	skill/S_B_10042.png	@MercenaryOpenLevelTxt	40%	15%
