mapId	group	levelIndex	levelLimit	nextMapId	dependMap	rewardItem	monsterId(headPic)	name	monsterLevel	isBoss	quality	stageName	exp	coin	怪物1	怪物2	怪物3	怪物4	怪物5	首次掉落
119001	1	24	145	119002	118009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190011	@Map_Activite_Jingying_110001	145	0	4	@Map_119001	65100	65100	1190011	1190012	1190013	1190014	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119002	1	24	145	119003	119001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190021	@Map_Activite_Jingying_110002	145	0	4	@Map_119002	65400	65400	1190021	1190022	1190023	1190024	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119003	1	24	145	119004	119002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190031	@Map_Activite_Jingying_110003	146	1	5	@Map_119003	65700	65700	1190031	1190032	1190033	1190034	0	30000_299974_100,30000_104004_20,30000_101002_20
119004	1	24	145	119005	119003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190041	@Map_Activite_Jingying_110004	146	0	4	@Map_119004	66000	66000	1190041	1190042	1190043	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119005	1	24	145	119006	119004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190051	@Map_Activite_Jingying_110005	146	0	4	@Map_119005	66300	66300	1190051	1190052	1190053	1190054	1190055	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119006	1	24	145	119007	119005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190061	@Map_Activite_Jingying_110006	147	1	5	@Map_119006	66600	66600	1190061	1190062	1190063	1190064	1190065	30000_299974_100,30000_104004_20,30000_101002_20
119007	1	24	145	119008	119006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190071	@Map_Activite_Jingying_110007	147	0	4	@Map_119007	66900	66900	1190071	1190072	1190073	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119008	1	24	145	119009	119007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190081	@Map_Activite_Jingying_110008	148	0	4	@Map_119008	67200	67200	1190081	1190082	1190083	1190084	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
119009	1	24	145	120001	119008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1190091	@Map_Activite_Jingying_110009	149	1	5	@Map_119009	67500	67500	1190091	1190092	1190093	1190094	0	30000_299974_100,30000_104101_30,30000_101002_20
120001	1	25	150	120002	119009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200011	@Map_Activite_Jingying_110001	150	0	4	@Map_120001	67800	67800	1200011	1200012	1200013	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120002	1	25	150	120003	120001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200021	@Map_Activite_Jingying_110002	150	0	4	@Map_120002	68100	68100	1200021	1200022	1200023	1200024	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120003	1	25	150	120004	120002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200031	@Map_Activite_Jingying_110003	151	1	5	@Map_120003	68400	68400	1200031	1200032	0	0	0	30000_299974_100,30000_104004_20,30000_101002_20
120004	1	25	150	120005	120003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200041	@Map_Activite_Jingying_110004	151	0	4	@Map_120004	68700	68700	1200041	1200042	1200043	1200044	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120005	1	25	150	120006	120004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200051	@Map_Activite_Jingying_110005	151	0	4	@Map_120005	69000	69000	1200051	1200052	1200053	1200054	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120006	1	25	150	120007	120005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200061	@Map_Activite_Jingying_110006	152	1	5	@Map_120006	69300	69300	1200061	1200062	1200063	1200064	0	30000_299974_100,30000_104004_20,30000_101002_20
120007	1	25	150	120008	120006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200071	@Map_Activite_Jingying_110007	152	0	4	@Map_120007	69600	69600	1200071	1200072	0	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120008	1	25	150	120009	120007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200081	@Map_Activite_Jingying_110008	153	0	4	@Map_120008	69900	69900	1200081	1200082	1200083	1200084	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
120009	1	25	150	121001	120008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1200091	@Map_Activite_Jingying_110009	154	1	5	@Map_120009	70200	70200	1200091	1200092	1200093	1200094	0	30000_299974_100,30000_104101_30,30000_101002_20
121001	1	26	155	121002	120009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210011	@Map_Activite_Jingying_110001	155	0	4	@Map_121001	70500	70500	1210011	1210012	0	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121002	1	26	155	121003	121001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210021	@Map_Activite_Jingying_110002	155	0	4	@Map_121002	70800	70800	1210021	1210022	1210023	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121003	1	26	155	121004	121002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210031	@Map_Activite_Jingying_110003	156	1	5	@Map_121003	71100	71100	1210031	1210032	1210033	1210034	0	30000_299974_100,30000_104004_20,30000_101002_20
121004	1	26	155	121005	121003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210041	@Map_Activite_Jingying_110004	156	0	4	@Map_121004	71400	71400	1210041	1210042	1210043	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121005	1	26	155	121006	121004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210051	@Map_Activite_Jingying_110005	156	0	4	@Map_121005	71700	71700	1210051	1210052	1210053	1210054	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121006	1	26	155	121007	121005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210061	@Map_Activite_Jingying_110006	157	1	5	@Map_121006	72000	72000	1210061	1210062	1210063	1210064	0	30000_299974_100,30000_104004_20,30000_101002_20
121007	1	26	155	121008	121006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210071	@Map_Activite_Jingying_110007	157	0	4	@Map_121007	72300	72300	1210071	1210072	1210073	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121008	1	26	155	121009	121007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210081	@Map_Activite_Jingying_110008	158	0	4	@Map_121008	72600	72600	1210081	1210082	1210083	1210084	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
121009	1	26	155	122001	121008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1210091	@Map_Activite_Jingying_110009	159	1	5	@Map_121009	72900	72900	1210091	1210092	1210093	1210094	1210095	30000_299974_100,30000_104101_30,30000_101002_20
122001	1	27	160	122002	121009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220011	@Map_Activite_Jingying_110001	160	0	4	@Map_122001	73200	73200	1220011	1220012	1220013	1220014	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122002	1	27	160	122003	122001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220021	@Map_Activite_Jingying_110002	160	0	4	@Map_122002	73500	73500	1220021	1220022	1220023	1220024	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122003	1	27	160	122004	122002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220031	@Map_Activite_Jingying_110003	161	1	5	@Map_122003	73800	73800	1220031	1220032	1220033	1220034	0	30000_299974_100,30000_104004_20,30000_101002_20
122004	1	27	160	122005	122003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220041	@Map_Activite_Jingying_110004	161	0	4	@Map_122004	74100	74100	1220041	1220042	1220043	1220044	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122005	1	27	160	122006	122004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220051	@Map_Activite_Jingying_110005	161	0	4	@Map_122005	74400	74400	1220051	1220052	1220053	1220054	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122006	1	27	160	122007	122005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220061	@Map_Activite_Jingying_110006	162	1	5	@Map_122006	74700	74700	1220061	1220062	1220063	1220064	1220065	30000_299974_100,30000_104004_20,30000_101002_20
122007	1	27	160	122008	122006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220071	@Map_Activite_Jingying_110007	162	0	4	@Map_122007	75000	75000	1220071	1220072	1220073	1220074	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122008	1	27	160	122009	122007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220081	@Map_Activite_Jingying_110008	163	0	4	@Map_122008	75300	75300	1220081	1220082	1220083	1220084	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
122009	1	27	160	123001	122008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1220091	@Map_Activite_Jingying_110009	164	1	5	@Map_122009	75600	75600	1220091	1220092	1220093	1220094	0	30000_299974_100,30000_104101_30,30000_101002_20
123001	1	28	165	123002	122009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230011	@Map_Activite_Jingying_110001	165	0	4	@Map_123001	75900	75900	1230011	1230012	1230013	1230014	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123002	1	28	165	123003	123001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230021	@Map_Activite_Jingying_110002	165	0	4	@Map_123002	76200	76200	1230021	1230022	1230023	1230024	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123003	1	28	165	123004	123002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230031	@Map_Activite_Jingying_110003	166	1	5	@Map_123003	76500	76500	1230031	1230032	1230033	1230034	1230035	30000_299974_100,30000_104004_20,30000_101002_20
123004	1	28	165	123005	123003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230041	@Map_Activite_Jingying_110004	166	0	4	@Map_123004	76800	76800	1230041	1230042	1230043	1230044	1230045	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123005	1	28	165	123006	123004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230051	@Map_Activite_Jingying_110005	166	0	4	@Map_123005	77100	77100	1230051	1230052	1230053	1230054	1230055	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123006	1	28	165	123007	123005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230061	@Map_Activite_Jingying_110006	167	1	5	@Map_123006	77400	77400	1230061	1230062	1230063	1230064	1230065	30000_299974_100,30000_104004_20,30000_101002_20
123007	1	28	165	123008	123006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230071	@Map_Activite_Jingying_110007	167	0	4	@Map_123007	77700	77700	1230071	1230072	1230073	1230074	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123008	1	28	165	123009	123007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230081	@Map_Activite_Jingying_110008	168	0	4	@Map_123008	78000	78000	1230081	1230082	1230083	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
123009	1	28	165	124001	123008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1230091	@Map_Activite_Jingying_110009	169	1	5	@Map_123009	78300	78300	1230091	1230092	1230093	1230094	0	30000_299974_100,30000_104101_30,30000_101002_20
124001	1	29	170	124002	123009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240011	@Map_Activite_Jingying_110001	170	0	4	@Map_124001	78600	78600	1240011	1240012	1240013	1240014	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124002	1	29	170	124003	124001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240021	@Map_Activite_Jingying_110002	170	0	4	@Map_124002	78900	78900	1240021	1240022	1240023	1240024	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124003	1	29	170	124004	124002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240031	@Map_Activite_Jingying_110003	171	1	5	@Map_124003	79200	79200	1240031	1240032	1240033	1240034	1240035	30000_299974_100,30000_104004_20,30000_101002_20
124004	1	29	170	124005	124003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240041	@Map_Activite_Jingying_110004	171	0	4	@Map_124004	79500	79500	1240041	1240042	1240043	1240044	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124005	1	29	170	124006	124004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240051	@Map_Activite_Jingying_110005	171	0	4	@Map_124005	79800	79800	1240051	1240052	1240053	0	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124006	1	29	170	124007	124005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240061	@Map_Activite_Jingying_110006	172	1	5	@Map_124006	80100	80100	1240061	1240062	1240063	1240064	1240065	30000_299974_100,30000_104004_20,30000_101002_20
124007	1	29	170	124008	124006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240071	@Map_Activite_Jingying_110007	172	0	4	@Map_124007	80400	80400	1240071	1240072	1240073	1240074	1240075	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124008	1	29	170	124009	124007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240081	@Map_Activite_Jingying_110008	173	0	4	@Map_124008	80700	80700	1240081	1240082	1240083	1240084	0	30000_299974_100,30000_104004_4,30000_104213_10,30000_101002_5
124009	1	29	170	124009	124008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_102101_1,30000_202022_1	1240091	@Map_Activite_Jingying_110009	174	1	5	@Map_124009	81000	81000	1240091	1240092	1240093	1240094	1240095	30000_299974_100,30000_104101_30,30000_101002_20
203001	2	1	30	203002	0	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030011	@Map_Activite_Jingying_203001	30	0	1	@Map_203001	3000	3000	2030011	2030012	0	0	0	0
203002	2	1	30	203003	203001	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030021	@Map_Activite_Jingying_203002	30	0	1	@Map_203001	3300	3300	2030021	2030022	0	0	0	0
203003	2	1	30	203004	203002	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030031	@Map_Activite_Jingying_203003	31	1	5	@Map_203001	3600	3600	2030031	2030032	2030033	0	0	0
203004	2	1	30	203005	203003	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030041	@Map_Activite_Jingying_203004	31	0	1	@Map_203001	3900	3900	2030041	2030042	0	0	0	0
203005	2	1	30	203006	203004	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030051	@Map_Activite_Jingying_203005	31	0	1	@Map_203001	4200	4200	2030051	2030052	0	0	0	0
203006	2	1	30	203007	203005	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030061	@Map_Activite_Jingying_203006	32	1	5	@Map_203001	4500	4500	2030061	2030062	2030063	0	0	0
203007	2	1	30	203008	203006	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030071	@Map_Activite_Jingying_203007	32	0	1	@Map_203001	4800	4800	2030071	2030072	0	0	0	0
203008	2	1	30	203009	203007	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030081	@Map_Activite_Jingying_203008	33	0	1	@Map_203001	5100	5100	2030081	2030082	0	0	0	0
203009	2	1	30	203501	203008	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2030091	@Map_Activite_Jingying_203009	34	1	5	@Map_203001	5400	5400	2030091	2030092	2030093	0	0	0
203501	2	2	35	203502	203009	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035011	@Map_Activite_Jingying_203501	35	0	1	@Map_203501	5700	5700	2035011	2035012	0	0	0	0
203502	2	2	35	203503	203501	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035021	@Map_Activite_Jingying_203502	35	0	1	@Map_203501	6000	6000	2035021	2035022	0	0	0	0
203503	2	2	35	203504	203502	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035031	@Map_Activite_Jingying_203503	36	1	5	@Map_203501	6300	6300	2035031	2035032	2035033	0	0	0
203504	2	2	35	203505	203503	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035041	@Map_Activite_Jingying_203504	36	0	1	@Map_203501	6600	6600	2035041	2035042	0	0	0	0
203505	2	2	35	203506	203504	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035051	@Map_Activite_Jingying_203505	36	0	1	@Map_203501	6900	6900	2035051	2035052	0	0	0	0
203506	2	2	35	203507	203505	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035061	@Map_Activite_Jingying_203506	37	1	5	@Map_203501	7200	7200	2035061	2035062	2035063	0	0	0
203507	2	2	35	203508	203506	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035071	@Map_Activite_Jingying_203507	37	0	1	@Map_203501	7500	7500	2035071	2035072	0	0	0	0
203508	2	2	35	203509	203507	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035081	@Map_Activite_Jingying_203508	38	0	1	@Map_203501	7800	7800	2035081	2035082	0	0	0	0
203509	2	2	35	204001	203508	30000_101002_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2035091	@Map_Activite_Jingying_203509	39	1	5	@Map_203501	8100	8100	2035091	2035092	2035093	0	0	0
204001	2	3	40	204002	203509	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040011	@Map_Activite_Jingying_204001	40	0	1	@Map_204001	8400	8400	2040011	2040012	0	0	0	0
204002	2	3	40	204003	204001	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040021	@Map_Activite_Jingying_204002	40	0	1	@Map_204001	8700	8700	2040021	2040022	0	0	0	0
204003	2	3	40	204004	204002	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040031	@Map_Activite_Jingying_204003	41	1	5	@Map_204001	9000	9000	2040031	2040032	2040033	0	0	0
204004	2	3	40	204005	204003	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040041	@Map_Activite_Jingying_204004	41	0	1	@Map_204001	9300	9300	2040041	2040042	0	0	0	0
204005	2	3	40	204006	204004	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040051	@Map_Activite_Jingying_204005	41	0	1	@Map_204001	9600	9600	2040051	2040052	0	0	0	0
204006	2	3	40	204007	204005	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040061	@Map_Activite_Jingying_204006	42	1	5	@Map_204001	9900	9900	2040061	2040062	2040063	0	0	0
204007	2	3	40	204008	204006	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040071	@Map_Activite_Jingying_204007	42	0	1	@Map_204001	10200	10200	2040071	2040072	0	0	0	0
204008	2	3	40	204009	204007	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040081	@Map_Activite_Jingying_204008	43	0	1	@Map_204001	10500	10500	2040081	2040082	0	0	0	0
204009	2	3	40	204501	204008	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2040091	@Map_Activite_Jingying_204009	44	1	5	@Map_204001	10800	10800	2040091	2040092	2040093	0	0	0
204501	2	4	45	204502	204009	30000_101002_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045011	@Map_Activite_Jingying_204501	45	0	1	@Map_204501	11100	11100	2045011	2045012	0	0	0	0
204502	2	4	45	204503	204501	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045021	@Map_Activite_Jingying_204502	45	0	1	@Map_204501	11400	11400	2045021	2045022	0	0	0	0
204503	2	4	45	204504	204502	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045031	@Map_Activite_Jingying_204503	46	1	5	@Map_204501	11700	11700	2045031	2045032	2045033	0	0	0
204504	2	4	45	204505	204503	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045041	@Map_Activite_Jingying_204504	46	0	1	@Map_204501	12000	12000	2045041	2045042	0	0	0	0
204505	2	4	45	204506	204504	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045051	@Map_Activite_Jingying_204505	46	0	1	@Map_204501	12300	12300	2045051	2045052	0	0	0	0
204506	2	4	45	204507	204505	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045061	@Map_Activite_Jingying_204506	47	1	5	@Map_204501	12600	12600	2045061	2045062	2045063	0	0	0
204507	2	4	45	204508	204506	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045071	@Map_Activite_Jingying_204507	47	0	1	@Map_204501	12900	12900	2045071	2045072	0	0	0	0
204508	2	4	45	204509	204507	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045081	@Map_Activite_Jingying_204508	48	0	1	@Map_204501	13200	13200	2045081	2045082	0	0	0	0
204509	2	4	45	205001	204508	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2045091	@Map_Activite_Jingying_204509	49	1	5	@Map_204501	13500	13500	2045091	2045092	2045093	0	0	0
205001	2	5	50	205002	204509	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050011	@Map_Activite_Jingying_205001	50	0	1	@Map_205001	13800	13800	2050011	2050012	0	0	0	0
205002	2	5	50	205003	205001	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050021	@Map_Activite_Jingying_205002	50	0	1	@Map_205001	14100	14100	2050021	2050022	0	0	0	0
205003	2	5	50	205004	205002	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050031	@Map_Activite_Jingying_205003	51	1	5	@Map_205001	14400	14400	2050031	2050032	2050033	0	0	0
205004	2	5	50	205005	205003	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050041	@Map_Activite_Jingying_205004	51	0	1	@Map_205001	14700	14700	2050041	2050042	0	0	0	0
205005	2	5	50	205006	205004	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050051	@Map_Activite_Jingying_205005	51	0	1	@Map_205001	15000	15000	2050051	2050052	0	0	0	0
205006	2	5	50	205007	205005	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050061	@Map_Activite_Jingying_205006	52	1	5	@Map_205001	15300	15300	2050061	2050062	2050063	0	0	0
205007	2	5	50	205008	205006	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050071	@Map_Activite_Jingying_205007	52	0	1	@Map_205001	15600	15600	2050071	2050072	0	0	0	0
205008	2	5	50	205009	205007	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050081	@Map_Activite_Jingying_205008	53	0	1	@Map_205001	15900	15900	2050081	2050082	0	0	0	0
205009	2	5	50	205501	205008	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2050091	@Map_Activite_Jingying_205009	54	1	5	@Map_205001	16200	16200	2050091	2050092	2050093	0	0	0
205501	2	6	55	205502	205009	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2055011	@Map_Activite_Jingying_205501	55	0	1	@Map_205501	16500	16500	2055011	2055012	0	0	0	0
205502	2	6	55	205503	205501	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2055021	@Map_Activite_Jingying_205502	55	0	1	@Map_205501	16800	16800	2055021	2055022	0	0	0	0
205503	2	6	55	205504	205502	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2055031	@Map_Activite_Jingying_205503	56	1	5	@Map_205501	17100	17100	2055031	2055032	2055033	0	0	0
205504	2	6	55	205505	205503	30000_101002_1,30000_104004_1,30000_104003_1,30000_104002_1,30000_104001_1,30000_202022_1,30000_202021_1	2055041	@Map_Activite_Jingying_205504	56	0	1	@Map_205501	17400	17400	2055041	2055042	0	0	0	0
