id	技能ID	技能等级	技能名称	替换确认	技能职业	人物等级	专精等级	经验值	图片路径	技能描述	消耗MP	限制物品	参数1	参数2
280008	28	8	@Skill_Name_28	0	3	100	56	900	skill/S_28.png	@SkillListDesc_28	1000	30000_104203	345%	42%
280009	28	9	@Skill_Name_28	0	3	110	64	1500	skill/S_28.png	@SkillListDesc_28	1100	30000_104203	360%	43%
280010	28	10	@Skill_Name_28	0	3	120	72	2500	skill/S_28.png	@SkillListDesc_28	1200	30000_104203	375%	44%
280011	28	11	@Skill_Name_28	0	3	130	80	4000	skill/S_28.png	@SkillListDesc_28	1300	30000_104203	390%	45%
280012	28	12	@Skill_Name_28	0	3	140	87	8000	skill/S_28.png	@SkillListDesc_28	1400	30000_104203	405%	46%
280013	28	13	@Skill_Name_28	0	3	150	95	0	skill/S_28.png	@SkillListDesc_28	1500	30000_104203	420%	47%
280014	28	14	@Skill_Name_28	0	3	150	103	0	skill/S_28.png	@SkillListDesc_28	1500	30000_104203	435%	48%
280015	28	15	@Skill_Name_28	0	3	150	111	0	skill/S_28.png	@SkillListDesc_28	1500	30000_104203	450%	49%
290001	29	1	@Skill_Name_29	0	3	35	0	70	skill/S_29.png	@SkillListDesc_29	150	30000_104201,30000_104202,30000_104203	260%	0
290002	29	2	@Skill_Name_29	0	3	35	1	70	skill/S_29.png	@SkillListDesc_29	250	30000_104201,30000_104202,30000_104203	290%	0
290003	29	3	@Skill_Name_29	0	3	39	6	140	skill/S_29.png	@SkillListDesc_29	350	30000_104201,30000_104202,30000_104203	320%	0
290004	29	4	@Skill_Name_29	0	3	42	10	200	skill/S_29.png	@SkillListDesc_29	450	30000_104201,30000_104202,30000_104203	350%	0
290005	29	5	@Skill_Name_29	0	3	45	12	280	skill/S_29.png	@SkillListDesc_29	550	30000_104201,30000_104202,30000_104203	380%	0
290006	29	6	@Skill_Name_29	0	3	50	20	400	skill/S_29.png	@SkillListDesc_29	700	30000_104202,30000_104203	410%	0
290007	29	7	@Skill_Name_29	0	3	55	27	600	skill/S_29.png	@SkillListDesc_29	800	30000_104202,30000_104203	450%	0
290008	29	8	@Skill_Name_29	0	3	60	35	900	skill/S_29.png	@SkillListDesc_29	900	30000_104203	490%	0
290009	29	9	@Skill_Name_29	0	3	65	41	1500	skill/S_29.png	@SkillListDesc_29	1000	30000_104203	530%	0
290010	29	10	@Skill_Name_29	0	3	70	49	2500	skill/S_29.png	@SkillListDesc_29	1200	30000_104203	570%	0
290011	29	11	@Skill_Name_29	0	3	80	57	4000	skill/S_29.png	@SkillListDesc_29	1400	30000_104203	610%	0
290012	29	12	@Skill_Name_29	0	3	90	65	8000	skill/S_29.png	@SkillListDesc_29	1600	30000_104203	650%	0
1020001	102	1	@Skill_Name_102	0	1	50	0	70	skill/S_102.png	@Skill_Desc_102	300	30000_104201,30000_104202,30000_104203	220%	1%
1020002	102	2	@Skill_Name_102	0	1	55	8	70	skill/S_102.png	@Skill_Desc_102	330	30000_104201,30000_104202,30000_104203	240%	1%
1020003	102	3	@Skill_Name_102	0	1	60	16	140	skill/S_102.png	@Skill_Desc_102	360	30000_104202,30000_104203	260%	1%
1020004	102	4	@Skill_Name_102	0	1	65	24	200	skill/S_102.png	@Skill_Desc_102	390	30000_104202,30000_104203	280%	1%
1020005	102	5	@Skill_Name_102	0	1	70	32	280	skill/S_102.png	@Skill_Desc_102	420	30000_104203	310%	1%
1020006	102	6	@Skill_Name_102	0	1	80	40	400	skill/S_102.png	@Skill_Desc_102	450	30000_104203	340%	1%
1020007	102	7	@Skill_Name_102	0	1	90	48	600	skill/S_102.png	@Skill_Desc_102	480	30000_104203	370%	1%
1020008	102	8	@Skill_Name_102	0	1	100	56	900	skill/S_102.png	@Skill_Desc_102	510	30000_104203	400%	1%
1020009	102	9	@Skill_Name_102	0	1	110	64	1500	skill/S_102.png	@Skill_Desc_102	540	30000_104203	440%	1%
1020010	102	10	@Skill_Name_102	0	1	120	72	2500	skill/S_102.png	@Skill_Desc_102	570	30000_104203	470%	1%
1020011	102	11	@Skill_Name_102	0	1	130	80	4000	skill/S_102.png	@Skill_Desc_102	600	30000_104203	510%	1%
1020012	102	12	@Skill_Name_102	0	1	140	87	8000	skill/S_102.png	@Skill_Desc_102	630	30000_104203	550%	1%
1020013	102	13	@Skill_Name_102	0	1	150	95	0	skill/S_102.png	@Skill_Desc_102	660	30000_104203	580%	1%
1020014	102	14	@Skill_Name_102	0	1	150	103	0	skill/S_102.png	@Skill_Desc_102	690	30000_104203	600%	1%
1020015	102	15	@Skill_Name_102	0	1	150	111	0	skill/S_102.png	@Skill_Desc_102	720	30000_104203	620%	1%
1050001	105	1	@Skill_Name_105	0	3	40	0	70	skill/S_105.png	@Skill_Desc_105	0	30000_104201,30000_104202,30000_104203	500%	0
1050002	105	2	@Skill_Name_105	0	3	45	8	70	skill/S_105.png	@Skill_Desc_105	0	30000_104201,30000_104202,30000_104203	460%	0
1050003	105	3	@Skill_Name_105	0	3	50	16	140	skill/S_105.png	@Skill_Desc_105	0	30000_104202,30000_104203	420%	0
1050004	105	4	@Skill_Name_105	0	3	60	24	200	skill/S_105.png	@Skill_Desc_105	0	30000_104202,30000_104203	380%	0
1050005	105	5	@Skill_Name_105	0	3	65	32	280	skill/S_105.png	@Skill_Desc_105	0	30000_104203	340%	0
1050006	105	6	@Skill_Name_105	0	3	70	40	400	skill/S_105.png	@Skill_Desc_105	0	30000_104203	300%	0
1050007	105	7	@Skill_Name_105	0	3	80	48	600	skill/S_105.png	@Skill_Desc_105	0	30000_104203	260%	0
1050008	105	8	@Skill_Name_105	0	3	90	56	900	skill/S_105.png	@Skill_Desc_105	0	30000_104203	220%	0
1050009	105	9	@Skill_Name_105	0	3	100	64	1500	skill/S_105.png	@Skill_Desc_105	0	30000_104203	200%	0
1050010	105	10	@Skill_Name_105	0	3	110	72	2500	skill/S_105.png	@Skill_Desc_105	0	30000_104203	185%	0
1050011	105	11	@Skill_Name_105	0	3	120	80	4000	skill/S_105.png	@Skill_Desc_105	0	30000_104203	170%	0
1050012	105	12	@Skill_Name_105	0	3	130	87	8000	skill/S_105.png	@Skill_Desc_105	0	30000_104203	160%	0
1050013	105	13	@Skill_Name_105	0	3	140	95	0	skill/S_105.png	@Skill_Desc_105	0	30000_104203	150%	0
1050014	105	14	@Skill_Name_105	0	3	150	103	0	skill/S_105.png	@Skill_Desc_105	0	30000_104203	140%	0
1050015	105	15	@Skill_Name_105	0	3	160	111	0	skill/S_105.png	@Skill_Desc_105	0	30000_104203	130%	0
1100001	110	1	@Skill_Name_110	0	2	35	0	70	skill/S_110.png	@Skill_Desc_110	250	30000_104201,30000_104202,30000_104203	140%	10%
1100002	110	2	@Skill_Name_110	0	2	35	1	70	skill/S_110.png	@Skill_Desc_110	320	30000_104201,30000_104202,30000_104203	155%	12%
1100003	110	3	@Skill_Name_110	0	2	40	6	140	skill/S_110.png	@Skill_Desc_110	390	30000_104201,30000_104202,30000_104203	170%	14%
1100004	110	4	@Skill_Name_110	0	2	45	14	200	skill/S_110.png	@Skill_Desc_110	460	30000_104201,30000_104202,30000_104203	185%	16%
1100005	110	5	@Skill_Name_110	0	2	50	22	280	skill/S_110.png	@Skill_Desc_110	530	30000_104201,30000_104202,30000_104203	200%	18%
1100006	110	6	@Skill_Name_110	0	2	55	30	400	skill/S_110.png	@Skill_Desc_110	600	30000_104202,30000_104203	220%	20%
1100007	110	7	@Skill_Name_110	0	2	60	40	600	skill/S_110.png	@Skill_Desc_110	670	30000_104202,30000_104203	240%	22%
1100008	110	8	@Skill_Name_110	0	2	65	48	900	skill/S_110.png	@Skill_Desc_110	740	30000_104203	260%	24%
1100009	110	9	@Skill_Name_110	0	2	70	56	1500	skill/S_110.png	@Skill_Desc_110	810	30000_104203	280%	26%
1100010	110	10	@Skill_Name_110	0	2	80	64	2500	skill/S_110.png	@Skill_Desc_110	880	30000_104203	300%	28%
1100011	110	11	@Skill_Name_110	0	2	90	72	4000	skill/S_110.png	@Skill_Desc_110	950	30000_104203	320%	30%
1100012	110	12	@Skill_Name_110	0	2	100	80	8000	skill/S_110.png	@Skill_Desc_110	1020	30000_104203	340%	32%
1100013	110	13	@Skill_Name_110	0	2	110	88	0	skill/S_110.png	@Skill_Desc_110	1090	30000_104203	360%	34%
1100014	110	14	@Skill_Name_110	0	2	120	96	0	skill/S_110.png	@Skill_Desc_110	1160	30000_104203	380%	36%
1100015	110	15	@Skill_Name_110	0	2	130	104	0	skill/S_110.png	@Skill_Desc_110	1230	30000_104203	400%	38%
1110001	111	1	@Skill_Name_111	0	2	35	0	70	skill/S_111.png	@SkillListDesc_111	250	30000_104201,30000_104202,30000_104203	200%	0
1110002	111	2	@Skill_Name_111	0	2	38	1	70	skill/S_111.png	@SkillListDesc_111	320	30000_104201,30000_104202,30000_104203	230%	0
1110003	111	3	@Skill_Name_111	0	2	41	6	140	skill/S_111.png	@SkillListDesc_111	390	30000_104201,30000_104202,30000_104203	260%	0
1110004	111	4	@Skill_Name_111	0	2	45	14	200	skill/S_111.png	@SkillListDesc_111	460	30000_104202,30000_104203	290%	0
1110005	111	5	@Skill_Name_111	0	2	50	22	280	skill/S_111.png	@SkillListDesc_111	530	30000_104202,30000_104203	320%	0
1110006	111	6	@Skill_Name_111	0	2	55	30	400	skill/S_111.png	@SkillListDesc_111	600	30000_104203	350%	0
1110007	111	7	@Skill_Name_111	0	2	60	40	600	skill/S_111.png	@SkillListDesc_111	670	30000_104203	380%	0
1110008	111	8	@Skill_Name_111	0	2	70	48	900	skill/S_111.png	@SkillListDesc_111	740	30000_104203	410%	0
1110009	111	9	@Skill_Name_111	0	2	80	56	1500	skill/S_111.png	@SkillListDesc_111	810	30000_104203	440%	0
1110010	111	10	@Skill_Name_111	0	2	90	64	2500	skill/S_111.png	@SkillListDesc_111	880	30000_104203	470%	0
1110011	111	11	@Skill_Name_111	0	2	100	72	4000	skill/S_111.png	@SkillListDesc_111	950	30000_104203	500%	0
1110012	111	12	@Skill_Name_111	0	2	110	80	8000	skill/S_111.png	@SkillListDesc_111	1020	30000_104203	530%	0
1110013	111	13	@Skill_Name_111	0	2	120	88	0	skill/S_111.png	@SkillListDesc_111	1090	30000_104203	560%	0
1110014	111	14	@Skill_Name_111	0	2	130	96	0	skill/S_111.png	@SkillListDesc_111	1160	30000_104203	590%	0
1110015	111	15	@Skill_Name_111	0	2	140	104	0	skill/S_111.png	@SkillListDesc_111	1230	30000_104203	620%	0
1120001	112	1	@Skill_Name_112	0	2	50	0	70	skill/S_112.png	@SkillListDesc_112	400	30000_104201,30000_104202,30000_104203	150%	50%
1120002	112	2	@Skill_Name_112	0	2	55	8	70	skill/S_112.png	@SkillListDesc_112	450	30000_104201,30000_104202,30000_104203	165%	51%
1120003	112	3	@Skill_Name_112	0	2	60	16	140	skill/S_112.png	@SkillListDesc_112	500	30000_104202,30000_104203	180%	52%
1120004	112	4	@Skill_Name_112	0	2	65	24	200	skill/S_112.png	@SkillListDesc_112	550	30000_104202,30000_104203	195%	53%
1120005	112	5	@Skill_Name_112	0	2	70	32	280	skill/S_112.png	@SkillListDesc_112	600	30000_104203	210%	54%
1120006	112	6	@Skill_Name_112	0	2	80	40	400	skill/S_112.png	@SkillListDesc_112	650	30000_104203	225%	55%
1120007	112	7	@Skill_Name_112	0	2	90	48	600	skill/S_112.png	@SkillListDesc_112	700	30000_104203	240%	56%
1120008	112	8	@Skill_Name_112	0	2	100	56	900	skill/S_112.png	@SkillListDesc_112	750	30000_104203	260%	57%
1120009	112	9	@Skill_Name_112	0	2	110	64	1500	skill/S_112.png	@SkillListDesc_112	800	30000_104203	280%	58%
1120010	112	10	@Skill_Name_112	0	2	120	72	2500	skill/S_112.png	@SkillListDesc_112	850	30000_104203	300%	59%
1120011	112	11	@Skill_Name_112	0	2	130	80	4000	skill/S_112.png	@SkillListDesc_112	900	30000_104203	320%	60%
1120012	112	12	@Skill_Name_112	0	2	140	87	8000	skill/S_112.png	@SkillListDesc_112	950	30000_104203	340%	61%
1120013	112	13	@Skill_Name_112	0	2	150	95	0	skill/S_112.png	@SkillListDesc_112	1000	30000_104203	360%	62%
1120014	112	14	@Skill_Name_112	0	2	150	103	0	skill/S_112.png	@SkillListDesc_112	1050	30000_104203	380%	63%
1120015	112	15	@Skill_Name_112	0	2	150	111	0	skill/S_112.png	@SkillListDesc_112	1100	30000_104203	400%	64%
1200001	120	1	@Skill_Name_120	0	3	35	0	70	skill/S_120.png	@SkillListDesc_120	250	30000_104201,30000_104202,30000_104203	190%	12%
1200002	120	2	@Skill_Name_120	0	3	38	1	70	skill/S_120.png	@SkillListDesc_120	320	30000_104201,30000_104202,30000_104203	210%	12.5%
1200003	120	3	@Skill_Name_120	0	3	41	6	140	skill/S_120.png	@SkillListDesc_120	390	30000_104201,30000_104202,30000_104203	230%	13%
1200004	120	4	@Skill_Name_120	0	3	45	14	200	skill/S_120.png	@SkillListDesc_120	460	30000_104202,30000_104203	250%	13.5%
1200005	120	5	@Skill_Name_120	0	3	50	22	280	skill/S_120.png	@SkillListDesc_120	530	30000_104202,30000_104203	270%	14%
1200006	120	6	@Skill_Name_120	0	3	55	30	400	skill/S_120.png	@SkillListDesc_120	600	30000_104203	295%	14.5%
1200007	120	7	@Skill_Name_120	0	3	60	40	600	skill/S_120.png	@SkillListDesc_120	670	30000_104203	320%	15%
1200008	120	8	@Skill_Name_120	0	3	70	48	900	skill/S_120.png	@SkillListDesc_120	740	30000_104203	345%	15.5%
1200009	120	9	@Skill_Name_120	0	3	80	56	1500	skill/S_120.png	@SkillListDesc_120	810	30000_104203	370%	16%
1200010	120	10	@Skill_Name_120	0	3	90	64	2500	skill/S_120.png	@SkillListDesc_120	880	30000_104203	395%	16.5%
1200011	120	11	@Skill_Name_120	0	3	100	72	4000	skill/S_120.png	@SkillListDesc_120	950	30000_104203	420%	17%
1200012	120	12	@Skill_Name_120	0	3	110	80	8000	skill/S_120.png	@SkillListDesc_120	1020	30000_104203	445%	17.5%
1200013	120	13	@Skill_Name_120	0	3	120	88	0	skill/S_120.png	@SkillListDesc_120	1090	30000_104203	470%	18%
1200014	120	14	@Skill_Name_120	0	3	130	96	0	skill/S_120.png	@SkillListDesc_120	1160	30000_104203	495%	18.5%
1200015	120	15	@Skill_Name_120	0	3	140	104	0	skill/S_120.png	@SkillListDesc_120	1230	30000_104203	520%	19%
