id	Spine	EffName	BulletName	Icon	Name	Info	Skin	Reflect	Class	Element	Level	Skills	IsMagic	Strenght	Intellect	Agility	Stamina	HP	Attack	Magic	PhyPenetrate	MagPenetrate	PhyDef	MagDef	RecoverHP	CriDamage	CriResist	Critical	Hit	Dodge	Immunity	ATKRange	ATKSpeed	WSpeed	RSpeed	AttackEFF	Hurt_EFF_X	Hurt_EFF_Y	Hurt_EFF_Head	ATKMP	DEFMP	SKMP	ClassCorrection
397	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300037	350037	3	0	4	2	130	500101	1	4925	7973	2111	5159	51590	5453	8501	0	0	4057	4971	0	0	1032	1056	3213	2310	0	0	2500	1.6	2.4	hit0103	45	90	180	6	9	6	1
398	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300038	350038	1	0	3	3	130	500101	0	5159	2345	3752	8911	89110	6097	3283	0	0	6003	5159	0	0	1782	1876	2626	1806	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
399	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_4.png	300039	350039	4	0	4	4	130	500101	0	10553	3283	1642	4690	46900	10964	3694	0	0	5511	3330	0	0	938	821	3260	2334	0	180	2500	1.2	1.8	hit0504	45	90	180	6	9	6	1
400	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300040	350040	5	0	3	5	130	500101	0	6097	7270	1173	5628	56280	6390	7563	0	0	4643	4995	0	0	1126	587	3025	2076	0	180	2500	1.2	1.8	hit0505	45	90	180	8	7	8	1
401	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_1.png	300001	350001	1	0	1	1	130	500101	0	9044	4760	1428	5236	52360	9401	5117	0	0	5331	4046	0	0	1047	714	3189	2237	0	10	2500	1.6	2.4	hit0101	45	90	180	8	7	8	1
402	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_2.png	300002	350002	2	0	1	2	130	500101	1	4998	8092	2142	5236	52360	5534	8628	0	0	4117	5046	0	0	1047	1071	3261	2344	0	10	2500	1.6	2.4	hit0103	45	90	180	8	7	8	1
403	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300003	350003	1	0	2	3	130	500101	0	5236	2380	3808	9044	90440	6188	3332	0	0	6093	5236	0	0	1809	1904	2666	1833	0	0	2500	1.6	2.4	hit0102	45	90	180	10	5	10	1
404	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300004	350004	2	0	2	4	130	500101	1	10710	3332	1666	4760	47600	11127	3749	0	0	5593	3380	0	0	952	833	3308	2368	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
405	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300005	350005	5	0	1	5	130	500101	0	6188	7378	1190	5712	57120	6486	7676	0	0	4712	5069	0	0	1142	595	3070	2106	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
406	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_1.png	300006	350006	1	0	2	1	140	500101	0	10143	1691	3140	5796	57960	10928	2476	0	0	5941	3405	0	0	1159	1570	3309	2427	0	30	2500	2	3	hit0201	45	90	180	10	5	10	1
407	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_2.png	300007	350007	2	0	2	2	140	500101	1	4589	9660	1208	5313	53130	4891	9962	0	0	4033	5555	0	0	1063	604	3212	2234	0	30	2500	2	3	hit0203	45	90	180	10	5	10	1
408	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_3.png	300008	350008	3	0	1	3	140	500101	0	10868	3381	1691	4830	48300	11291	3804	0	0	5675	3429	0	0	966	846	3357	2403	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
409	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300009	350009	2	0	2	4	140	500101	1	6279	7487	1208	5796	57960	6581	7789	0	0	4782	5144	0	0	1159	604	3116	2138	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
410	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300010	350010	2	0	2	5	140	500101	0	10626	4106	1208	4830	48300	10928	4408	0	0	5603	3647	0	0	966	604	3309	2331	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
411	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300011	350011	4	0	2	1	140	500101	0	10290	1715	3185	5880	58800	11086	2511	0	0	6027	3455	0	0	1176	1593	3357	2462	0	0	2500	1.6	2.4	hit0101	45	90	180	10	5	10	1
412	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_2.png	300012	350012	2	0	1	2	140	500101	1	4655	9800	1225	5390	53900	4961	10106	0	0	4092	5635	0	0	1078	613	3259	2266	0	30	2500	2	3	hit0203	45	90	180	8	7	8	1
413	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_3.png	300013	350013	3	0	1	3	140	500101	0	11025	3430	1715	4900	49000	11454	3859	0	0	5758	3479	0	0	980	858	3406	2438	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
414	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_4.png	300014	350014	4	0	2	4	140	500101	1	6370	7595	1225	5880	58800	6676	7901	0	0	4851	5219	0	0	1176	613	3161	2168	0	30	2500	2	3	hit0204	45	90	180	10	5	10	1
415	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300015	350015	2	0	1	5	140	500101	0	10780	4165	1225	4900	49000	11086	4471	0	0	5684	3700	0	0	980	613	3357	2364	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
416	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300016	350016	4	0	1	1	140	500101	0	10437	1740	3231	5964	59640	11245	2548	0	0	6113	3504	0	0	1193	1616	3405	2498	0	0	2500	1.6	2.4	hit0101	45	90	180	8	7	8	1
417	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300017	350017	3	0	2	2	140	500101	1	4722	9940	1243	5467	54670	5033	10251	0	0	4150	5716	0	0	1093	622	3305	2299	0	0	2500	1.6	2.4	hit0103	45	90	180	10	5	10	1
418	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300018	350018	1	0	2	3	140	500101	0	11183	3479	1740	4970	49700	11618	3914	0	0	5840	3529	0	0	994	870	3454	2473	0	0	2500	1.6	2.4	hit0102	45	90	180	10	5	10	1
419	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_4.png	300019	350019	4	0	1	4	140	500101	1	6461	7704	1243	5964	59640	6772	8015	0	0	4920	5293	0	0	1193	622	3206	2199	0	0	2500	1.6	2.4	hit0404	45	90	180	8	7	8	1
420	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_5.png	300020	350020	5	0	2	5	140	500101	0	10934	4225	1243	4970	49700	11245	4536	0	0	5765	3753	0	0	994	622	3405	2398	0	0	2500	1.6	2.4	hit0405	45	90	180	10	5	10	1
421	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_1.png	300021	350021	1	0	4	1	140	500101	0	10584	1764	3276	6048	60480	11403	2583	0	0	6199	3553	0	0	1210	1638	3452	2533	0	180	2500	1.2	1.8	hit0301	45	90	180	6	9	6	1
422	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300022	350022	3	0	4	2	140	500101	1	4788	10080	1260	5544	55440	5103	10395	0	0	4208	5796	0	0	1109	630	3352	2331	0	0	2500	1.6	2.4	hit0103	45	90	180	6	9	6	1
423	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300023	350023	1	0	3	3	140	500101	0	11340	3528	1764	5040	50400	11781	3969	0	0	5922	3578	0	0	1008	882	3503	2507	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
424	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300024	350024	2	0	4	4	140	500101	1	6552	7812	1260	6048	60480	6867	8127	0	0	4990	5368	0	0	1210	630	3251	2230	0	0	2500	1.6	2.4	hit0104	45	90	180	6	9	6	1
425	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_5.png	300025	350025	5	0	4	5	140	500101	0	11088	4284	1260	5040	50400	11403	4599	0	0	5846	3805	0	0	1008	630	3452	2432	0	180	2500	1.2	1.8	hit0305	45	90	180	6	9	6	1
426	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_1.png	300026	350026	1	0	3	1	140	500101	0	10731	1789	3322	6132	61320	11562	2620	0	0	6285	3603	0	0	1226	1661	3501	2568	0	180	2500	0.8	1.2	hit0301	45	90	180	8	7	8	1
427	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_2.png	300027	350027	2	0	3	2	140	500101	1	4855	10220	1278	5621	56210	5175	10540	0	0	4267	5877	0	0	1124	639	3398	2364	0	180	2500	0.8	1.2	hit0303	45	90	180	8	7	8	1
428	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300028	350028	1	0	4	3	140	500101	0	11498	3577	1789	5110	51100	11945	4024	0	0	6004	3628	0	0	1022	895	3552	2542	0	0	2500	1.6	2.4	hit0102	45	90	180	6	9	6	1
429	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300029	350029	2	0	3	4	140	500101	1	6643	7921	1278	6132	61320	6963	8241	0	0	5059	5442	0	0	1226	639	3296	2261	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
430	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300030	350030	2	0	3	5	140	500101	0	11242	4344	1278	5110	51100	11562	4664	0	0	5928	3858	0	0	1022	639	3501	2466	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
431	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300031	350031	4	0	3	1	150	500101	0	10878	1813	3367	6216	62160	11720	2655	0	0	6371	3652	0	0	1243	1684	3548	2603	0	0	2500	1.6	2.4	hit0101	45	90	180	8	7	8	1
432	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_2.png	300032	350032	2	0	4	2	150	500101	1	4921	10360	1295	5698	56980	5245	10684	0	0	4325	5957	0	0	1140	648	3445	2396	0	180	2500	0.8	1.2	hit0303	45	90	180	6	9	6	1
433	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_3.png	300033	350033	3	0	4	3	150	500101	0	11655	3626	1813	5180	51800	12108	4079	0	0	6087	3678	0	0	1036	907	3600	2577	0	180	2500	0.8	1.2	hit0302	45	90	180	6	9	6	1
434	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300034	350034	2	0	3	4	150	500101	1	6734	8029	1295	6216	62160	7058	8353	0	0	5128	5517	0	0	1243	648	3341	2292	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
435	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300035	350035	2	0	4	5	150	500101	0	11396	4403	1295	5180	51800	11720	4727	0	0	6009	3911	0	0	1036	648	3548	2499	0	0	2500	1.6	2.4	hit0104	45	90	180	6	9	6	1
436	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300036	350036	4	0	4	1	150	500101	0	11025	1838	3413	6300	63000	11878	2691	0	0	6458	3701	0	0	1260	1707	3597	2638	0	0	2500	1.6	2.4	hit0101	45	90	180	6	9	6	1
437	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300037	350037	3	0	4	2	150	500101	1	4988	10500	1313	5775	57750	5316	10828	0	0	4384	6038	0	0	1155	657	3492	2428	0	0	2500	1.6	2.4	hit0103	45	90	180	6	9	6	1
438	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_3.png	300038	350038	3	0	3	3	150	500101	0	11813	3675	1838	5250	52500	12273	4135	0	0	6169	3728	0	0	1050	919	3649	2612	0	180	2500	1.2	1.8	hit0502	45	90	180	8	7	8	1
439	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_4.png	300039	350039	4	0	4	4	150	500101	1	6825	8138	1313	6300	63000	7153	8466	0	0	5198	5591	0	0	1260	657	3387	2323	0	180	2500	1.2	1.8	hit0504	45	90	180	6	9	6	1
440	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300040	350040	2	0	3	5	150	500101	0	11550	4463	1313	5250	52500	11878	4791	0	0	6090	3964	0	0	1050	657	3597	2533	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
441	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300001	350001	4	0	1	1	150	500101	0	11172	1862	3458	6384	63840	12037	2727	0	0	6544	3751	0	0	1277	1729	3644	2673	0	0	2500	1.6	2.4	hit0101	45	90	180	8	7	8	1
442	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300002	350002	3	0	1	2	150	500101	1	5054	10640	1330	5852	58520	5387	10973	0	0	4442	6118	0	0	1170	665	3538	2461	0	0	2500	1.6	2.4	hit0103	45	90	180	8	7	8	1
443	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300003	350003	1	0	2	3	150	500101	0	11970	3724	1862	5320	53200	12436	4190	0	0	6251	3777	0	0	1064	931	3697	2647	0	0	2500	1.6	2.4	hit0102	45	90	180	10	5	10	1
444	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300004	350004	2	0	2	4	150	500101	1	6916	8246	1330	6384	63840	7249	8579	0	0	5267	5666	0	0	1277	665	3431	2354	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
445	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300005	350005	5	0	1	5	150	500101	0	11704	4522	1330	5320	53200	12037	4855	0	0	6171	4017	0	0	1064	665	3644	2567	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
446	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_1.png	300006	350006	1	0	2	1	150	500101	0	11319	1887	3504	6468	64680	12195	2763	0	0	6630	3800	0	0	1294	1752	3692	2709	0	30	2500	2	3	hit0201	45	90	180	10	5	10	1
447	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300007	350007	3	0	2	2	150	500101	1	5121	10780	1348	5929	59290	5458	11117	0	0	4501	6199	0	0	1186	674	3585	2493	0	0	2500	1.6	2.4	hit0103	45	90	180	10	5	10	1
448	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300008	350008	1	0	1	3	150	500101	0	12128	3773	1887	5390	53900	12600	4245	0	0	6333	3827	0	0	1078	944	3746	2682	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
449	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300009	350009	2	0	2	4	150	500101	1	7007	8355	1348	6468	64680	7344	8692	0	0	5336	5741	0	0	1294	674	3477	2385	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
450	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300010	350010	2	0	2	5	150	500101	0	11858	4582	1348	5390	53900	12195	4919	0	0	6252	4070	0	0	1078	674	3692	2601	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
451	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300011	350011	4	0	2	1	150	500101	0	11466	1911	3549	6552	65520	12353	2798	0	0	6716	3849	0	0	1310	1775	3740	2744	0	0	2500	1.6	2.4	hit0101	45	90	180	10	5	10	1
452	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_2.png	300012	350012	2	0	1	2	150	500101	1	5187	10920	1365	6006	60060	5528	11261	0	0	4559	6279	0	0	1201	683	3631	2525	0	30	2500	2	3	hit0203	45	90	180	8	7	8	1
453	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300013	350013	1	0	1	3	150	500101	0	12285	3822	1911	5460	54600	12763	4300	0	0	6416	3877	0	0	1092	956	3795	2716	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
454	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300014	350014	2	0	2	4	150	500101	1	7098	8463	1365	6552	65520	7439	8804	0	0	5405	5815	0	0	1310	683	3522	2416	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
455	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300015	350015	2	0	1	5	150	500101	0	12012	4641	1365	5460	54600	12353	4982	0	0	6334	4122	0	0	1092	683	3740	2634	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
456	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300016	350016	4	0	1	1	150	500101	0	11613	1936	3595	6636	66360	12512	2835	0	0	6802	3899	0	0	1327	1798	3788	2779	0	0	2500	1.6	2.4	hit0101	45	90	180	8	7	8	1
457	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300017	350017	3	0	2	2	150	500101	1	5254	11060	1383	6083	60830	5600	11406	0	0	4618	6360	0	0	1217	692	3678	2558	0	0	2500	1.6	2.4	hit0103	45	90	180	10	5	10	1
458	Spine/CharacterSpine,Enemy04	Enemy04	Enemy04	monster/Monster_3.png	300018	350018	3	0	2	3	150	500101	0	12443	3871	1936	5530	55300	12927	4355	0	0	6498	3926	0	0	1106	968	3844	2751	0	0	2500	1.6	2.4	hit0402	45	90	180	10	5	10	1
459	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300019	350019	2	0	1	4	150	500101	1	7189	8572	1383	6636	66360	7535	8918	0	0	5475	5890	0	0	1327	692	3567	2447	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
460	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300020	350020	2	0	2	5	150	500101	0	12166	4701	1383	5530	55300	12512	5047	0	0	6415	4175	0	0	1106	692	3788	2668	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
461	Spine/CharacterSpine,Enemy12			monster/Monster_12_4.png	300021	350021	4	0	4	1	150	500101	0	11760	1960	3640	6720	67200	12670	2870	0	0	6888	3948	0	0	1344	1820	3836	2814	0	0	2500	1.6	2.4	hit0101	45	90	180	6	9	6	1
462	Spine/CharacterSpine,Enemy12			monster/Monster_12_3.png	300022	350022	3	0	4	2	150	500101	1	5320	11200	1400	6160	61600	5670	11550	0	0	4676	6440	0	0	1232	700	3724	2590	0	0	2500	1.6	2.4	hit0103	45	90	180	6	9	6	1
463	Spine/CharacterSpine,Enemy12			monster/Monster_12_1.png	300023	350023	1	0	3	3	150	500101	0	12600	3920	1960	5600	56000	13090	4410	0	0	6580	3976	0	0	1120	980	3892	2786	0	0	2500	1.6	2.4	hit0102	45	90	180	8	7	8	1
464	Spine/CharacterSpine,Enemy05	Enemy05	Enemy05	monster/Monster_4.png	300024	350024	4	0	4	4	150	500101	1	7280	8680	1400	6720	67200	7630	9030	0	0	5544	5964	0	0	1344	700	3612	2478	0	180	2500	1.2	1.8	hit0304	45	90	180	6	9	6	1
465	Spine/CharacterSpine,Enemy12			monster/Monster_12_2.png	300025	350025	2	0	4	5	150	500101	0	12320	4760	1400	5600	56000	12670	5110	0	0	6496	4228	0	0	1120	700	3836	2702	0	0	2500	1.6	2.4	hit0104	45	90	180	6	9	6	1
466	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300026	350026	1	0	3	1	150	500101	0	11907	1985	3686	6804	68040	12829	2907	0	0	6974	3998	0	0	1361	1843	3884	2849	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
467	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300027	350027	2	0	3	2	150	500101	1	5387	11340	1418	6237	62370	5742	11695	0	0	4735	6521	0	0	1247	709	3771	2623	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
468	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_3.png	300028	350028	3	0	4	3	150	500101	0	12758	3969	1985	5670	56700	13254	4465	0	0	6662	4026	0	0	1134	993	3941	2821	0	180	2500	0.8	1.2	hit0302	45	90	180	6	9	6	1
469	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_4.png	300029	350029	4	0	3	4	150	500101	1	7371	8789	1418	6804	68040	7726	9144	0	0	5613	6039	0	0	1361	709	3657	2509	0	180	2500	0.8	1.2	hit0304	45	90	180	8	7	8	1
470	Spine/CharacterSpine,Enemy06	Enemy06	Enemy06	monster/Monster_5.png	300030	350030	5	0	3	5	150	500101	0	12474	4820	1418	5670	56700	12829	5175	0	0	6577	4281	0	0	1134	709	3884	2736	0	180	2500	0.8	1.2	hit0305	45	90	180	8	7	8	1
471	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300031	350031	1	0	3	1	150	500101	0	12054	2009	3731	6888	68880	12987	2942	0	0	7060	4047	0	0	1378	1866	3932	2884	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
472	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300032	350032	2	0	4	2	150	500101	1	5453	11480	1435	6314	63140	5812	11839	0	0	4793	6601	0	0	1263	718	3817	2655	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
473	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_3.png	300033	350033	3	0	4	3	150	500101	0	12915	4018	2009	5740	57400	13417	4520	0	0	6745	4075	0	0	1148	1005	3989	2856	0	180	2500	0.8	1.2	hit0302	45	90	180	6	9	6	1
474	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_4.png	300034	350034	4	0	3	4	150	500101	1	7462	8897	1435	6888	68880	7821	9256	0	0	5683	6113	0	0	1378	718	3702	2540	0	180	2500	0.8	1.2	hit0304	45	90	180	8	7	8	1
475	Spine/CharacterSpine,Enemy07	Enemy07	Enemy07	monster/Monster_5.png	300035	350035	5	0	4	5	150	500101	0	12628	4879	1435	5740	57400	12987	5238	0	0	6658	4334	0	0	1148	718	3932	2770	0	180	2500	0.8	1.2	hit0305	45	90	180	6	9	6	1
476	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300036	350036	1	0	4	1	150	500101	0	12201	2034	3777	6972	69720	13145	2978	0	0	7146	4096	0	0	1394	1889	3980	2920	0	0	2500	1.6	2.4	hit0104	45	90	180	6	9	6	1
477	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300037	350037	2	0	4	2	150	500101	1	5520	11620	1453	6391	63910	5883	11983	0	0	4852	6682	0	0	1278	727	3864	2687	0	0	2500	1.6	2.4	hit0105	45	90	180	6	9	6	1
478	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_3.png	300038	350038	3	0	3	3	150	500101	0	13073	4067	2034	5810	58100	13582	4576	0	0	6827	4125	0	0	1162	1017	4038	2891	0	180	2500	1.2	1.8	hit0502	45	90	180	8	7	8	1
479	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_4.png	300039	350039	4	0	4	4	150	500101	1	7553	9006	1453	6972	69720	7916	9369	0	0	5752	6188	0	0	1394	727	3748	2571	0	180	2500	1.2	1.8	hit0504	45	90	180	6	9	6	1
480	Spine/CharacterSpine,Enemy08	Enemy08	Enemy08	monster/Monster_5.png	300040	350040	5	0	3	5	150	500101	0	12782	4939	1453	5810	58100	13145	5302	0	0	6740	4387	0	0	1162	727	3980	2804	0	180	2500	1.2	1.8	hit0505	45	90	180	8	7	8	1
481	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300001	350001	1	0	1	1	150	500101	0	12348	2058	3822	7056	70560	13304	3014	0	0	7232	4145	0	0	1411	1911	4028	2955	0	0	2500	1.6	2.4	hit0104	45	90	180	8	7	8	1
482	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300002	350002	2	0	1	2	150	500101	1	5586	11760	1470	6468	64680	5954	12128	0	0	4910	6762	0	0	1294	735	3910	2720	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
483	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_3.png	300003	350003	3	0	2	3	150	500101	0	13230	4116	2058	5880	58800	13745	4631	0	0	6909	4175	0	0	1176	1029	4087	2925	0	10	2500	1.6	2.4	hit0102	45	90	180	10	5	10	1
484	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_4.png	300004	350004	4	0	2	4	150	500101	1	7644	9114	1470	7056	70560	8012	9482	0	0	5821	6262	0	0	1411	735	3793	2602	0	10	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
485	Spine/CharacterSpine,Enemy01	Enemy01	Enemy01	monster/Monster_5.png	300005	350005	5	0	1	5	150	500101	0	12936	4998	1470	5880	58800	13304	5366	0	0	6821	4439	0	0	1176	735	4028	2837	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
486	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300006	350006	1	0	2	1	150	500101	0	12495	2083	3868	7140	71400	13462	3050	0	0	7319	4195	0	0	1428	1934	4076	2990	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
487	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300007	350007	2	0	2	2	150	500101	1	5653	11900	1488	6545	65450	6025	12272	0	0	4968	6843	0	0	1309	744	3957	2752	0	0	2500	1.6	2.4	hit0105	45	90	180	10	5	10	1
488	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_3.png	300008	350008	3	0	1	3	150	500101	0	13388	4165	2083	5950	59500	13909	4686	0	0	6991	4225	0	0	1190	1042	4136	2960	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
489	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_4.png	300009	350009	4	0	2	4	150	500101	1	7735	9223	1488	7140	71400	8107	9595	0	0	5891	6337	0	0	1428	744	3838	2633	0	30	2500	2	3	hit0204	45	90	180	10	5	10	1
490	Spine/CharacterSpine,Enemy02	Enemy02	Enemy02	monster/Monster_5.png	300010	350010	5	0	2	5	150	500101	0	13090	5058	1488	5950	59500	13462	5430	0	0	6902	4492	0	0	1190	744	4076	2871	0	0	2500	2	3	hit0205	45	90	180	10	5	10	1
491	Spine/CharacterSpine,Enemy11			monster/Monster_11_1.png	300011	350011	1	0	2	1	150	500101	0	12642	2107	3913	7224	72240	13620	3085	0	0	7405	4244	0	0	1445	1957	4124	3025	0	0	2500	1.6	2.4	hit0104	45	90	180	10	5	10	1
492	Spine/CharacterSpine,Enemy11			monster/Monster_11_2.png	300012	350012	2	0	1	2	150	500101	1	5719	12040	1505	6622	66220	6095	12416	0	0	5027	6923	0	0	1324	753	4003	2784	0	0	2500	1.6	2.4	hit0105	45	90	180	8	7	8	1
493	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_3.png	300013	350013	3	0	1	3	150	500101	0	13545	4214	2107	6020	60200	14072	4741	0	0	7074	4274	0	0	1204	1054	4184	2995	0	30	2500	2	3	hit0202	45	90	180	8	7	8	1
494	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_4.png	300014	350014	4	0	2	4	150	500101	1	7826	9331	1505	7224	72240	8202	9707	0	0	5960	6411	0	0	1445	753	3883	2664	0	30	2500	2	3	hit0204	45	90	180	10	5	10	1
495	Spine/CharacterSpine,Enemy03	Enemy03	Enemy03	monster/Monster_5.png	300015	350015	5	0	1	5	150	500101	0	13244	5117	1505	6020	60200	13620	5493	0	0	6983	4545	0	0	1204	753	4124	2905	0	0	2500	2	3	hit0205	45	90	180	8	7	8	1
