id	等级	消耗	属性
631	28	30000_5006_55	108_8428,1010_1450,3003_1450
632	29	30000_5006_59	108_8816,1010_1500,3003_1500
633	30	30000_5006_62	108_9210,1010_1550,3003_1550
634	31	30000_5006_65	108_9610,1010_1600,3003_1600
635	32	30000_5006_68	108_10016,1010_1650,3003_1650
636	33	30000_5006_71	108_10428,1010_1700,3003_1700
637	34	30000_5006_74	108_10846,1010_1750,3003_1750
638	35	30000_5006_77	108_11270,1010_1800,3003_1800
639	36	30000_5006_80	108_11700,1010_1850,3003_1850
640	37	30000_5006_83	108_12136,1010_1900,3003_1900
641	38	30000_5006_86	108_12578,1010_1950,3003_1950
642	39	30000_5006_89	108_13026,1010_2000,3003_2000
643	40	30000_5006_92	108_13480,1010_2050,3003_2050
644	41	30000_5006_95	108_13940,1010_2100,3003_2100
645	42	30000_5006_98	108_14406,1010_2150,3003_2150
646	43	30000_5006_101	108_14878,1010_2200,3003_2200
647	44	30000_5006_104	108_15356,1010_2250,3003_2250
648	45	30000_5006_107	108_15840,1010_2300,3003_2300
649	46	30000_5006_110	108_16330,1010_2350,3003_2350
650	47	30000_5006_113	108_16826,1010_2400,3003_2400
651	48	30000_5006_116	108_17328,1010_2450,3003_2450
652	49	30000_5006_119	108_17836,1010_2500,3003_2500
653	50	30000_5006_122	108_18350,1010_2550,3003_2550
654	51	30000_5006_125	108_18870,1010_2600,3003_2600
655	52	30000_5006_128	108_19396,1010_2650,3003_2650
656	53	30000_5006_131	108_19928,1010_2700,3003_2700
657	54	30000_5006_134	108_20466,1010_2750,3003_2750
658	55	30000_5006_137	108_21010,1010_2800,3003_2800
659	56	30000_5006_140	108_21560,1010_2850,3003_2850
660	57	30000_5006_143	108_22116,1010_2900,3003_2900
661	58	30000_5006_146	108_22678,1010_2950,3003_2950
662	59	30000_5006_149	108_23246,1010_3000,3003_3000
663	60	30000_5006_152	108_23820,1010_3050,3003_3050
664	61	30000_5006_155	108_24400,1010_3100,3003_3100
665	62	30000_5006_158	108_24986,1010_3150,3003_3150
666	63	30000_5006_161	108_25578,1010_3200,3003_3200
667	64	30000_5006_164	108_26176,1010_3250,3003_3250
668	65	30000_5006_167	108_26780,1010_3300,3003_3300
669	66	30000_5006_170	108_27390,1010_3350,3003_3350
670	67	30000_5006_173	108_28006,1010_3400,3003_3400
671	68	30000_5006_176	108_28628,1010_3450,3003_3450
672	69	30000_5006_179	108_29256,1010_3500,3003_3500
673	70	30000_5006_182	108_29890,1010_3550,3003_3550
674	71	30000_5006_185	108_30530,1010_3600,3003_3600
675	72	30000_5006_188	108_31176,1010_3650,3003_3650
676	73	30000_5006_191	108_31828,1010_3700,3003_3700
677	74	30000_5006_194	108_32486,1010_3750,3003_3750
678	75	30000_5006_197	108_33150,1010_3800,3003_3800
679	76	30000_5006_200	108_33820,1010_3850,3003_3850
680	77	30000_5006_203	108_34496,1010_3900,3003_3900
681	78	30000_5006_206	108_35178,1010_3950,3003_3950
682	79	30000_5006_209	108_35866,1010_4000,3003_4000
683	80	30000_5006_212	108_36560,1010_4050,3003_4050
684	81	30000_5006_215	108_37260,1010_4100,3003_4100
685	82	30000_5006_218	108_37966,1010_4150,3003_4150
686	83	30000_5006_221	108_38678,1010_4200,3003_4200
687	84	30000_5006_224	108_39396,1010_4250,3003_4250
688	85	30000_5006_227	108_40120,1010_4300,3003_4300
689	86	30000_5006_230	108_40850,1010_4350,3003_4350
690	87	30000_5006_233	108_41586,1010_4400,3003_4400
691	88	30000_5006_236	108_42328,1010_4450,3003_4450
692	89	30000_5006_239	108_43076,1010_4500,3003_4500
693	90	30000_5006_242	108_43830,1010_4550,3003_4550
694	91	30000_5006_245	108_44590,1010_4600,3003_4600
695	92	30000_5006_248	108_45356,1010_4650,3003_4650
696	93	30000_5006_251	108_46128,1010_4700,3003_4700
697	94	30000_5006_254	108_46906,1010_4750,3003_4750
698	95	30000_5006_257	108_47690,1010_4800,3003_4800
699	96	30000_5006_260	108_48480,1010_4850,3003_4850
700	97	30000_5006_263	108_49276,1010_4900,3003_4900
701	98	30000_5006_266	108_50078,1010_4950,3003_4950
702	99	30000_5006_269	108_50886,1010_5000,3003_5000
703	100	30000_5006_272	108_51700,1010_5050,3003_5050
704	101	30000_5006_273	108_52520,1010_5100,3003_5100
705	102	30000_5006_274	108_53342,1010_5150,3003_5150
706	103	30000_5006_275	108_54166,1010_5200,3003_5200
707	104	30000_5006_276	108_54992,1010_5250,3003_5250
708	105	30000_5006_277	108_55820,1010_5300,3003_5300
709	106	30000_5006_278	108_56650,1010_5350,3003_5350
710	107	30000_5006_279	108_57482,1010_5400,3003_5400
711	108	30000_5006_280	108_58316,1010_5450,3003_5450
712	109	30000_5006_281	108_59152,1010_5500,3003_5500
713	110	30000_5006_282	108_59990,1010_5550,3003_5550
714	111	30000_5006_283	108_60830,1010_5600,3003_5600
715	112	30000_5006_284	108_61672,1010_5650,3003_5650
716	113	30000_5006_285	108_62516,1010_5700,3003_5700
717	114	30000_5006_286	108_63362,1010_5750,3003_5750
718	115	30000_5006_287	108_64210,1010_5800,3003_5800
719	116	30000_5006_288	108_65060,1010_5850,3003_5850
720	117	30000_5006_289	108_65912,1010_5900,3003_5900
721	118	30000_5006_290	108_66766,1010_5950,3003_5950
722	119	30000_5006_291	108_67622,1010_6000,3003_6000
723	120	30000_5006_292	108_68480,1010_6050,3003_6050
724	121	30000_5006_293	108_69340,1010_6100,3003_6100
725	122	30000_5006_294	108_70202,1010_6150,3003_6150
726	123	30000_5006_295	108_71066,1010_6200,3003_6200
727	124	30000_5006_296	108_71932,1010_6250,3003_6250
728	125	30000_5006_297	108_72800,1010_6300,3003_6300
729	126	30000_5006_298	108_73670,1010_6350,3003_6350
730	127	30000_5006_299	108_74542,1010_6400,3003_6400
731	128	30000_5006_300	108_75416,1010_6450,3003_6450
732	129	30000_5006_301	108_76292,1010_6500,3003_6500
733	130	30000_5006_302	108_77170,1010_6550,3003_6550
734	131	30000_5006_303	108_78050,1010_6600,3003_6600
735	132	30000_5006_304	108_78932,1010_6650,3003_6650
736	133	30000_5006_305	108_79816,1010_6700,3003_6700
737	134	30000_5006_306	108_80702,1010_6750,3003_6750
738	135	30000_5006_307	108_81590,1010_6800,3003_6800
739	136	30000_5006_308	108_82480,1010_6850,3003_6850
740	137	30000_5006_309	108_83372,1010_6900,3003_6900
741	138	30000_5006_310	108_84266,1010_6950,3003_6950
742	139	30000_5006_311	108_85162,1010_7000,3003_7000
743	140	30000_5006_312	108_86060,1010_7050,3003_7050
744	141	30000_5006_313	108_86960,1010_7100,3003_7100
745	142	30000_5006_314	108_87862,1010_7150,3003_7150
746	143	30000_5006_315	108_88766,1010_7200,3003_7200
747	144	30000_5006_316	108_89672,1010_7250,3003_7250
748	145	30000_5006_317	108_90580,1010_7300,3003_7300
749	146	30000_5006_318	108_91490,1010_7350,3003_7350
750	147	30000_5006_319	108_92402,1010_7400,3003_7400
751	148	30000_5006_320	108_93316,1010_7450,3003_7450
752	149	30000_5006_321	108_94232,1010_7500,3003_7500
753	150	30000_5006_322	108_95150,1010_7550,3003_7550
754	151	30000_5006_323	108_96070,1010_7600,3003_7600
755	152	30000_5006_324	108_96992,1010_7650,3003_7650
756	153	30000_5006_325	108_97916,1010_7700,3003_7700
757	154	30000_5006_326	108_98842,1010_7750,3003_7750
758	155	30000_5006_327	108_99770,1010_7800,3003_7800
759	156	30000_5006_328	108_100700,1010_7850,3003_7850
760	157	30000_5006_329	108_101632,1010_7900,3003_7900
761	158	30000_5006_330	108_102566,1010_7950,3003_7950
762	159	30000_5006_331	108_103502,1010_8000,3003_8000
763	160	30000_5006_332	108_104440,1010_8050,3003_8050
764	161	30000_5006_333	108_105380,1010_8100,3003_8100
765	162	30000_5006_334	108_106322,1010_8150,3003_8150
766	163	30000_5006_335	108_107266,1010_8200,3003_8200
767	164	30000_5006_336	108_108212,1010_8250,3003_8250
768	165	30000_5006_337	108_109160,1010_8300,3003_8300
769	166	30000_5006_338	108_110110,1010_8350,3003_8350
770	167	30000_5006_339	108_111062,1010_8400,3003_8400
771	168	30000_5006_340	108_112016,1010_8450,3003_8450
772	169	30000_5006_341	108_112972,1010_8500,3003_8500
773	170	30000_5006_342	108_113930,1010_8550,3003_8550
774	171	30000_5006_343	108_114890,1010_8600,3003_8600
775	172	30000_5006_344	108_115852,1010_8650,3003_8650
776	173	30000_5006_345	108_116816,1010_8700,3003_8700
777	174	30000_5006_346	108_117782,1010_8750,3003_8750
778	175	30000_5006_347	108_118750,1010_8800,3003_8800
779	176	30000_5006_348	108_119720,1010_8850,3003_8850
780	177	30000_5006_349	108_120692,1010_8900,3003_8900
781	178	30000_5006_350	108_121666,1010_8950,3003_8950
782	179	30000_5006_351	108_122642,1010_9000,3003_9000
783	180	30000_5006_352	108_123620,1010_9050,3003_9050
784	181	30000_5006_353	108_124600,1010_9100,3003_9100
785	182	30000_5006_354	108_125582,1010_9150,3003_9150
786	183	30000_5006_355	108_126566,1010_9200,3003_9200
787	184	30000_5006_356	108_127552,1010_9250,3003_9250
788	185	30000_5006_357	108_128540,1010_9300,3003_9300
789	186	30000_5006_358	108_129530,1010_9350,3003_9350
790	187	30000_5006_359	108_130522,1010_9400,3003_9400
791	188	30000_5006_360	108_131516,1010_9450,3003_9450
792	189	30000_5006_361	108_132512,1010_9500,3003_9500
793	190	30000_5006_362	108_133510,1010_9550,3003_9550
794	191	30000_5006_363	108_134510,1010_9600,3003_9600
795	192	30000_5006_364	108_135512,1010_9650,3003_9650
796	193	30000_5006_365	108_136516,1010_9700,3003_9700
797	194	30000_5006_366	108_137522,1010_9750,3003_9750
798	195	30000_5006_367	108_138530,1010_9800,3003_9800
799	196	30000_5006_368	108_139540,1010_9850,3003_9850
800	197	30000_5006_369	108_140552,1010_9900,3003_9900
801	198	30000_5006_370	108_141566,1010_9950,3003_9950
802	199	30000_5006_371	108_142582,1010_10000,3003_10000
803	200	30000_5006_372	108_143600,1010_10050,3003_10050
804	0	0	0
805	1	30000_5007_1	1007_10,2103_10,2104_10
806	2	30000_5007_2	1007_20,2103_20,2104_20
807	3	30000_5007_4	1007_30,2103_30,2104_30
808	4	30000_5007_6	1007_40,2103_40,2104_40
809	5	30000_5007_8	1007_50,2103_50,2104_50
810	6	30000_5007_10	1007_60,2103_60,2104_60
811	7	30000_5007_12	1007_70,2103_70,2104_70
812	8	30000_5007_14	1007_80,2103_80,2104_80
813	9	30000_5007_16	1007_90,2103_90,2104_90
814	10	30000_5007_18	1007_100,2103_100,2104_100
815	11	30000_5007_20	1007_110,2103_110,2104_110
816	12	30000_5007_22	1007_120,2103_120,2104_120
817	13	30000_5007_24	1007_130,2103_130,2104_130
818	14	30000_5007_26	1007_140,2103_140,2104_140
819	15	30000_5007_28	1007_150,2103_150,2104_150
820	16	30000_5007_30	1007_160,2103_160,2104_160
821	17	30000_5007_32	1007_170,2103_170,2104_170
822	18	30000_5007_34	1007_180,2103_180,2104_180
823	19	30000_5007_36	1007_190,2103_190,2104_190
824	20	30000_5007_38	1007_200,2103_200,2104_200
825	21	30000_5007_40	1007_210,2103_210,2104_210
826	22	30000_5007_42	1007_220,2103_220,2104_220
827	23	30000_5007_44	1007_230,2103_230,2104_230
828	24	30000_5007_46	1007_240,2103_240,2104_240
829	25	30000_5007_48	1007_250,2103_250,2104_250
830	26	30000_5007_50	1007_260,2103_260,2104_260
831	27	30000_5007_52	1007_270,2103_270,2104_270
832	28	30000_5007_55	1007_280,2103_280,2104_280
833	29	30000_5007_59	1007_290,2103_290,2104_290
834	30	30000_5007_62	1007_300,2103_300,2104_300
835	31	30000_5007_65	1007_310,2103_310,2104_310
836	32	30000_5007_68	1007_320,2103_320,2104_320
837	33	30000_5007_71	1007_330,2103_330,2104_330
838	34	30000_5007_74	1007_340,2103_340,2104_340
839	35	30000_5007_77	1007_350,2103_350,2104_350
840	36	30000_5007_80	1007_360,2103_360,2104_360
841	37	30000_5007_83	1007_370,2103_370,2104_370
842	38	30000_5007_86	1007_380,2103_380,2104_380
843	39	30000_5007_89	1007_390,2103_390,2104_390
844	40	30000_5007_92	1007_400,2103_400,2104_400
845	41	30000_5007_95	1007_410,2103_410,2104_410
846	42	30000_5007_98	1007_420,2103_420,2104_420
847	43	30000_5007_101	1007_430,2103_430,2104_430
848	44	30000_5007_104	1007_440,2103_440,2104_440
849	45	30000_5007_107	1007_450,2103_450,2104_450
850	46	30000_5007_110	1007_460,2103_460,2104_460
851	47	30000_5007_113	1007_470,2103_470,2104_470
852	48	30000_5007_116	1007_480,2103_480,2104_480
853	49	30000_5007_119	1007_490,2103_490,2104_490
854	50	30000_5007_122	1007_500,2103_500,2104_500
855	51	30000_5007_125	1007_510,2103_510,2104_510
856	52	30000_5007_128	1007_520,2103_520,2104_520
857	53	30000_5007_131	1007_530,2103_530,2104_530
858	54	30000_5007_134	1007_540,2103_540,2104_540
859	55	30000_5007_137	1007_550,2103_550,2104_550
860	56	30000_5007_140	1007_560,2103_560,2104_560
861	57	30000_5007_143	1007_570,2103_570,2104_570
862	58	30000_5007_146	1007_580,2103_580,2104_580
863	59	30000_5007_149	1007_590,2103_590,2104_590
864	60	30000_5007_152	1007_600,2103_600,2104_600
865	61	30000_5007_155	1007_610,2103_610,2104_610
866	62	30000_5007_158	1007_620,2103_620,2104_620
867	63	30000_5007_161	1007_630,2103_630,2104_630
868	64	30000_5007_164	1007_640,2103_640,2104_640
869	65	30000_5007_167	1007_650,2103_650,2104_650
870	66	30000_5007_170	1007_660,2103_660,2104_660
871	67	30000_5007_173	1007_670,2103_670,2104_670
872	68	30000_5007_176	1007_680,2103_680,2104_680
873	69	30000_5007_179	1007_690,2103_690,2104_690
874	70	30000_5007_182	1007_700,2103_700,2104_700
875	71	30000_5007_185	1007_710,2103_710,2104_710
876	72	30000_5007_188	1007_720,2103_720,2104_720
877	73	30000_5007_191	1007_730,2103_730,2104_730
878	74	30000_5007_194	1007_740,2103_740,2104_740
879	75	30000_5007_197	1007_750,2103_750,2104_750
880	76	30000_5007_200	1007_760,2103_760,2104_760
881	77	30000_5007_203	1007_770,2103_770,2104_770
882	78	30000_5007_206	1007_780,2103_780,2104_780
883	79	30000_5007_209	1007_790,2103_790,2104_790
884	80	30000_5007_212	1007_800,2103_800,2104_800
885	81	30000_5007_215	1007_810,2103_810,2104_810
886	82	30000_5007_218	1007_820,2103_820,2104_820
887	83	30000_5007_221	1007_830,2103_830,2104_830
888	84	30000_5007_224	1007_840,2103_840,2104_840
889	85	30000_5007_227	1007_850,2103_850,2104_850
890	86	30000_5007_230	1007_860,2103_860,2104_860
891	87	30000_5007_233	1007_870,2103_870,2104_870
892	88	30000_5007_236	1007_880,2103_880,2104_880
893	89	30000_5007_239	1007_890,2103_890,2104_890
894	90	30000_5007_242	1007_900,2103_900,2104_900
895	91	30000_5007_245	1007_910,2103_910,2104_910
896	92	30000_5007_248	1007_920,2103_920,2104_920
897	93	30000_5007_251	1007_930,2103_930,2104_930
898	94	30000_5007_254	1007_940,2103_940,2104_940
899	95	30000_5007_257	1007_950,2103_950,2104_950
900	96	30000_5007_260	1007_960,2103_960,2104_960
901	97	30000_5007_263	1007_970,2103_970,2104_970
902	98	30000_5007_266	1007_980,2103_980,2104_980
903	99	30000_5007_269	1007_990,2103_990,2104_990
904	100	30000_5007_272	1007_1000,2103_1000,2104_1000
905	101	30000_5007_273	1007_1010,2103_1010,2104_1010
906	102	30000_5007_274	1007_1020,2103_1020,2104_1020
907	103	30000_5007_275	1007_1030,2103_1030,2104_1030
908	104	30000_5007_276	1007_1040,2103_1040,2104_1040
909	105	30000_5007_277	1007_1050,2103_1050,2104_1050
910	106	30000_5007_278	1007_1060,2103_1060,2104_1060
911	107	30000_5007_279	1007_1070,2103_1070,2104_1070
912	108	30000_5007_280	1007_1080,2103_1080,2104_1080
913	109	30000_5007_281	1007_1090,2103_1090,2104_1090
914	110	30000_5007_282	1007_1100,2103_1100,2104_1100
915	111	30000_5007_283	1007_1110,2103_1110,2104_1110
916	112	30000_5007_284	1007_1120,2103_1120,2104_1120
917	113	30000_5007_285	1007_1130,2103_1130,2104_1130
918	114	30000_5007_286	1007_1140,2103_1140,2104_1140
919	115	30000_5007_287	1007_1150,2103_1150,2104_1150
920	116	30000_5007_288	1007_1160,2103_1160,2104_1160
921	117	30000_5007_289	1007_1170,2103_1170,2104_1170
922	118	30000_5007_290	1007_1180,2103_1180,2104_1180
923	119	30000_5007_291	1007_1190,2103_1190,2104_1190
924	120	30000_5007_292	1007_1200,2103_1200,2104_1200
925	121	30000_5007_293	1007_1210,2103_1210,2104_1210
926	122	30000_5007_294	1007_1220,2103_1220,2104_1220
927	123	30000_5007_295	1007_1230,2103_1230,2104_1230
928	124	30000_5007_296	1007_1240,2103_1240,2104_1240
929	125	30000_5007_297	1007_1250,2103_1250,2104_1250
930	126	30000_5007_298	1007_1260,2103_1260,2104_1260
931	127	30000_5007_299	1007_1270,2103_1270,2104_1270
932	128	30000_5007_300	1007_1280,2103_1280,2104_1280
933	129	30000_5007_301	1007_1290,2103_1290,2104_1290
934	130	30000_5007_302	1007_1300,2103_1300,2104_1300
935	131	30000_5007_303	1007_1310,2103_1310,2104_1310
936	132	30000_5007_304	1007_1320,2103_1320,2104_1320
937	133	30000_5007_305	1007_1330,2103_1330,2104_1330
938	134	30000_5007_306	1007_1340,2103_1340,2104_1340
939	135	30000_5007_307	1007_1350,2103_1350,2104_1350
940	136	30000_5007_308	1007_1360,2103_1360,2104_1360
941	137	30000_5007_309	1007_1370,2103_1370,2104_1370
942	138	30000_5007_310	1007_1380,2103_1380,2104_1380
943	139	30000_5007_311	1007_1390,2103_1390,2104_1390
944	140	30000_5007_312	1007_1400,2103_1400,2104_1400
945	141	30000_5007_313	1007_1410,2103_1410,2104_1410
946	142	30000_5007_314	1007_1420,2103_1420,2104_1420
947	143	30000_5007_315	1007_1430,2103_1430,2104_1430
948	144	30000_5007_316	1007_1440,2103_1440,2104_1440
949	145	30000_5007_317	1007_1450,2103_1450,2104_1450
950	146	30000_5007_318	1007_1460,2103_1460,2104_1460
951	147	30000_5007_319	1007_1470,2103_1470,2104_1470
952	148	30000_5007_320	1007_1480,2103_1480,2104_1480
953	149	30000_5007_321	1007_1490,2103_1490,2104_1490
954	150	30000_5007_322	1007_1500,2103_1500,2104_1500
955	151	30000_5007_323	1007_1510,2103_1510,2104_1510
956	152	30000_5007_324	1007_1520,2103_1520,2104_1520
957	153	30000_5007_325	1007_1530,2103_1530,2104_1530
958	154	30000_5007_326	1007_1540,2103_1540,2104_1540
959	155	30000_5007_327	1007_1550,2103_1550,2104_1550
960	156	30000_5007_328	1007_1560,2103_1560,2104_1560
961	157	30000_5007_329	1007_1570,2103_1570,2104_1570
962	158	30000_5007_330	1007_1580,2103_1580,2104_1580
963	159	30000_5007_331	1007_1590,2103_1590,2104_1590
964	160	30000_5007_332	1007_1600,2103_1600,2104_1600
965	161	30000_5007_333	1007_1610,2103_1610,2104_1610
966	162	30000_5007_334	1007_1620,2103_1620,2104_1620
967	163	30000_5007_335	1007_1630,2103_1630,2104_1630
968	164	30000_5007_336	1007_1640,2103_1640,2104_1640
969	165	30000_5007_337	1007_1650,2103_1650,2104_1650
970	166	30000_5007_338	1007_1660,2103_1660,2104_1660
971	167	30000_5007_339	1007_1670,2103_1670,2104_1670
972	168	30000_5007_340	1007_1680,2103_1680,2104_1680
973	169	30000_5007_341	1007_1690,2103_1690,2104_1690
974	170	30000_5007_342	1007_1700,2103_1700,2104_1700
975	171	30000_5007_343	1007_1710,2103_1710,2104_1710
976	172	30000_5007_344	1007_1720,2103_1720,2104_1720
977	173	30000_5007_345	1007_1730,2103_1730,2104_1730
978	174	30000_5007_346	1007_1740,2103_1740,2104_1740
979	175	30000_5007_347	1007_1750,2103_1750,2104_1750
980	176	30000_5007_348	1007_1760,2103_1760,2104_1760
981	177	30000_5007_349	1007_1770,2103_1770,2104_1770
982	178	30000_5007_350	1007_1780,2103_1780,2104_1780
983	179	30000_5007_351	1007_1790,2103_1790,2104_1790
984	180	30000_5007_352	1007_1800,2103_1800,2104_1800
985	181	30000_5007_353	1007_1810,2103_1810,2104_1810
986	182	30000_5007_354	1007_1820,2103_1820,2104_1820
987	183	30000_5007_355	1007_1830,2103_1830,2104_1830
988	184	30000_5007_356	1007_1840,2103_1840,2104_1840
989	185	30000_5007_357	1007_1850,2103_1850,2104_1850
990	186	30000_5007_358	1007_1860,2103_1860,2104_1860
991	187	30000_5007_359	1007_1870,2103_1870,2104_1870
992	188	30000_5007_360	1007_1880,2103_1880,2104_1880
993	189	30000_5007_361	1007_1890,2103_1890,2104_1890
994	190	30000_5007_362	1007_1900,2103_1900,2104_1900
995	191	30000_5007_363	1007_1910,2103_1910,2104_1910
996	192	30000_5007_364	1007_1920,2103_1920,2104_1920
997	193	30000_5007_365	1007_1930,2103_1930,2104_1930
998	194	30000_5007_366	1007_1940,2103_1940,2104_1940
999	195	30000_5007_367	1007_1950,2103_1950,2104_1950
1000	196	30000_5007_368	1007_1960,2103_1960,2104_1960
1001	197	30000_5007_369	1007_1970,2103_1970,2104_1970
1002	198	30000_5007_370	1007_1980,2103_1980,2104_1980
1003	199	30000_5007_371	1007_1990,2103_1990,2104_1990
1004	200	30000_5007_372	1007_2000,2103_2000,2104_2000
1005	0	0	0
1006	1	30000_5008_1	113_220,114_220,109_160
1007	2	30000_5008_2	113_450,114_450,109_330
1008	3	30000_5008_4	113_688,114_688,109_506
1009	4	30000_5008_6	113_934,114_934,109_688
1010	5	30000_5008_8	113_1188,114_1188,109_876
1011	6	30000_5008_10	113_1450,114_1450,109_1070
1012	7	30000_5008_12	113_1720,114_1720,109_1270
1013	8	30000_5008_14	113_1998,114_1998,109_1476
1014	9	30000_5008_16	113_2284,114_2284,109_1688
1015	10	30000_5008_18	113_2578,114_2578,109_1906
1016	11	30000_5008_20	113_2880,114_2880,109_2130
1017	12	30000_5008_22	113_3190,114_3190,109_2360
1018	13	30000_5008_24	113_3508,114_3508,109_2596
1019	14	30000_5008_26	113_3834,114_3834,109_2838
1020	15	30000_5008_28	113_4168,114_4168,109_3086
1021	16	30000_5008_30	113_4510,114_4510,109_3340
1022	17	30000_5008_32	113_4860,114_4860,109_3600
1023	18	30000_5008_34	113_5218,114_5218,109_3866
1024	19	30000_5008_36	113_5584,114_5584,109_4138
1025	20	30000_5008_38	113_5958,114_5958,109_4416
1026	21	30000_5008_40	113_6340,114_6340,109_4700
1027	22	30000_5008_42	113_6730,114_6730,109_4990
1028	23	30000_5008_44	113_7128,114_7128,109_5286
1029	24	30000_5008_46	113_7534,114_7534,109_5588
1030	25	30000_5008_48	113_7948,114_7948,109_5896
1031	26	30000_5008_50	113_8370,114_8370,109_6210
1032	27	30000_5008_52	113_8800,114_8800,109_6530
1033	28	30000_5008_55	113_9238,114_9238,109_6856
1034	29	30000_5008_59	113_9684,114_9684,109_7188
1035	30	30000_5008_62	113_10138,114_10138,109_7526
1036	31	30000_5008_65	113_10600,114_10600,109_7870
1037	32	30000_5008_68	113_11070,114_11070,109_8220
1038	33	30000_5008_71	113_11548,114_11548,109_8576
1039	34	30000_5008_74	113_12034,114_12034,109_8938
1040	35	30000_5008_77	113_12528,114_12528,109_9306
1041	36	30000_5008_80	113_13030,114_13030,109_9680
1042	37	30000_5008_83	113_13540,114_13540,109_10060
1043	38	30000_5008_86	113_14058,114_14058,109_11446
1044	39	30000_5008_89	113_14584,114_14584,109_10838
1045	40	30000_5008_92	113_15118,114_15118,109_11236
1046	41	30000_5008_95	113_15660,114_15660,109_11640
1047	42	30000_5008_98	113_16210,114_16210,109_12050
1048	43	30000_5008_101	113_16768,114_16768,109_12466
1049	44	30000_5008_104	113_17334,114_17334,109_12888
1050	45	30000_5008_107	113_17908,114_17908,109_13316
1051	46	30000_5008_110	113_18490,114_18490,109_13750
1052	47	30000_5008_113	113_19080,114_19080,109_14190
1053	48	30000_5008_116	113_19678,114_19678,109_14636
1054	49	30000_5008_119	113_20284,114_20284,109_15088
1055	50	30000_5008_122	113_20898,114_20898,109_15546
1056	51	30000_5008_125	113_21520,114_21520,109_16010
1057	52	30000_5008_128	113_22150,114_22150,109_16480
1058	53	30000_5008_131	113_22788,114_22788,109_16956
1059	54	30000_5008_134	113_23434,114_23434,109_17438
1060	55	30000_5008_137	113_24088,114_24088,109_17926
1061	56	30000_5008_140	113_24750,114_24750,109_18420
1062	57	30000_5008_143	113_25420,114_25420,109_18920
1063	58	30000_5008_146	113_26098,114_26098,109_19426
1064	59	30000_5008_149	113_26784,114_26784,109_19938
1065	60	30000_5008_152	113_27478,114_27478,109_20456
1066	61	30000_5008_155	113_28180,114_28180,109_20980
1067	62	30000_5008_158	113_28890,114_28890,109_21510
1068	63	30000_5008_161	113_29608,114_29608,109_22046
1069	64	30000_5008_164	113_30334,114_30334,109_22588
1070	65	30000_5008_167	113_31068,114_31068,109_23136
1071	66	30000_5008_170	113_31810,114_31810,109_23690
1072	67	30000_5008_173	113_32560,114_32560,109_24250
1073	68	30000_5008_176	113_33318,114_33318,109_24816
1074	69	30000_5008_179	113_34084,114_34084,109_25388
1075	70	30000_5008_182	113_34858,114_34858,109_25966
1076	71	30000_5008_185	113_35640,114_35640,109_26550
1077	72	30000_5008_188	113_36430,114_36430,109_27140
1078	73	30000_5008_191	113_37228,114_37228,109_27736
1079	74	30000_5008_194	113_38034,114_38034,109_28338
1080	75	30000_5008_197	113_38848,114_38848,109_28946
1081	76	30000_5008_200	113_39670,114_39670,109_29560
1082	77	30000_5008_203	113_40500,114_40500,109_30180
1083	78	30000_5008_206	113_41338,114_41338,109_30806
1084	79	30000_5008_209	113_42184,114_42184,109_31438
1085	80	30000_5008_212	113_43038,114_43038,109_32076
1086	81	30000_5008_215	113_43900,114_43900,109_32720
1087	82	30000_5008_218	113_44770,114_44770,109_33370
1088	83	30000_5008_221	113_45648,114_45648,109_34026
1089	84	30000_5008_224	113_46534,114_46534,109_34688
1090	85	30000_5008_227	113_47428,114_47428,109_35356
1091	86	30000_5008_230	113_48330,114_48330,109_36030
1092	87	30000_5008_233	113_49240,114_49240,109_36710
1093	88	30000_5008_236	113_50158,114_50158,109_37396
1094	89	30000_5008_239	113_51084,114_51084,109_38088
1095	90	30000_5008_242	113_52018,114_52018,109_38786
1096	91	30000_5008_245	113_52960,114_52960,109_39490
1097	92	30000_5008_248	113_53910,114_53910,109_40200
1098	93	30000_5008_251	113_54868,114_54868,109_40916
1099	94	30000_5008_254	113_55834,114_55834,109_41638
1100	95	30000_5008_257	113_56808,114_56808,109_42366
1101	96	30000_5008_260	113_57790,114_57790,109_43100
1102	97	30000_5008_263	113_58780,114_58780,109_43840
1103	98	30000_5008_266	113_59778,114_59778,109_44586
1104	99	30000_5008_269	113_60784,114_60784,109_45338
1105	100	30000_5008_272	113_61798,114_61798,109_46096
1106	101	30000_5008_273	113_62820,114_62820,109_46860
1107	102	30000_5008_274	113_63848,114_63848,109_47626
1108	103	30000_5008_275	113_64882,114_64882,109_48394
1109	104	30000_5008_276	113_65922,114_65922,109_49164
1110	105	30000_5008_277	113_66968,114_66968,109_49936
1111	106	30000_5008_278	113_68020,114_68020,109_50710
1112	107	30000_5008_279	113_69078,114_69078,109_51486
1113	108	30000_5008_280	113_70142,114_70142,109_52264
1114	109	30000_5008_281	113_71212,114_71212,109_53044
1115	110	30000_5008_282	113_72288,114_72288,109_53826
1116	111	30000_5008_283	113_73370,114_73370,109_54610
1117	112	30000_5008_284	113_74458,114_74458,109_55396
1118	113	30000_5008_285	113_75552,114_75552,109_56184
1119	114	30000_5008_286	113_76652,114_76652,109_56974
1120	115	30000_5008_287	113_77758,114_77758,109_57766
1121	116	30000_5008_288	113_78870,114_78870,109_58560
