id	spine	spine_anime	關卡	type	BGM	Voice Lines	EFF	對白數
190117	NG_19_01_HCG	C06_one125_a	0	0			0_AlbumHEFF1901C06One.mp3	1
190118	NG_19_01_HCG	C07_loop60_a	0	1				3
190119	NG_19_01_HCG	C08_one60_a	0	0				1
200101	NG_20_01_HCG	C00_loop1_a	0	0	AlbumStoryBGM.mp3			1
200102	NG_20_01_HCG	C01_one150_a	0	0				1
200103	NG_20_01_HCG	C02_loop50_a	0	1				2
200104	NG_20_01_HCG	C02_loop50_a2	0	1				2
200105	NG_20_01_HCG	C03_one86_a	0	0			0_AlbumHEFF2001C03One.mp3	1
200106	NG_20_01_HCG	C04_loop36_a	0	1			0_AlbumHEFF2001C04Loop.mp3	2
200107	NG_20_01_HCG	C04_loop36_a4	0	1			0_AlbumHEFF2001C04Loop.mp3	2
200108	NG_20_01_HCG	C04_loop36_a	0	1			0_AlbumHEFF2001C04Loop.mp3	3
200109	NG_20_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2001C05Loop.mp3	1
200110	NG_20_01_HCG	C05_loop18_a2	0	1			0_AlbumHEFF2001C05Loop.mp3	2
200111	NG_20_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2001C05Loop.mp3	2
200112	NG_20_01_HCG	C05_loop18_a2	0	1			0_AlbumHEFF2001C05Loop.mp3	2
200113	NG_20_01_HCG	C05_loop18_a4	0	1			0_AlbumHEFF2001C05Loop.mp3	1
200114	NG_20_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2001C05Loop.mp3	2
200115	NG_20_01_HCG	C06_one110_a	0	0			0_AlbumHEFF2001C06One.mp3	1
200116	NG_20_01_HCG	C07_loop50_a	0	1				3
200117	NG_20_01_HCG	C08_one50_a	0	0				1
210101	NG_21_01_HCG	C00_loop1_a	0	0	AlbumStoryBGM.mp3			1
210102	NG_21_01_HCG	C01_one150_a	0	0				1
210103	NG_21_01_HCG	C02_loop50_a	0	1				2
210104	NG_21_01_HCG	C02_loop50_a2	0	1				2
210105	NG_21_01_HCG	C03_one80_a	0	0			0_AlbumHEFF2101C03One.mp3	1
210106	NG_21_01_HCG	C04_loop30_a	0	1			0_AlbumHEFF2101C04Loop.mp3	2
210107	NG_21_01_HCG	C04_loop30_a2	0	1			0_AlbumHEFF2101C04Loop.mp3	1
210108	NG_21_01_HCG	C04_loop30_a	0	1			0_AlbumHEFF2101C04Loop.mp3	3
210109	NG_21_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2101C05Loop.mp3	1
210110	NG_21_01_HCG	C05_loop18_a2	0	1			0_AlbumHEFF2101C05Loop.mp3	2
210111	NG_21_01_HCG	C05_loop18_a3	0	1			0_AlbumHEFF2101C05Loop.mp3	2
210112	NG_21_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2101C05Loop.mp3	3
210113	NG_21_01_HCG	C05_loop18_a4	0	1			0_AlbumHEFF2101C05Loop.mp3	1
210114	NG_21_01_HCG	C06_one130_a	0	0			0_AlbumHEFF2101C06One.mp3	1
210115	NG_21_01_HCG	C07_loop60_a	0	1				3
210116	NG_21_01_HCG	C08_one60_a	0	0				1
220101	NG_22_01_HCG	C00_loop1_a	0	0	AlbumStoryBGM.mp3			1
220102	NG_22_01_HCG	C01_one150_a	0	0				1
220103	NG_22_01_HCG	C02_loop50_a	0	1				2
220104	NG_22_01_HCG	C02_loop50_a2	0	1				2
220105	NG_22_01_HCG	C03_one80_a	0	0			0_AlbumHEFF2201C03One.mp3	1
220106	NG_22_01_HCG	C04_loop30_a	0	1			0_AlbumHEFF2201C04Loop.mp3	2
220107	NG_22_01_HCG	C04_loop30_a4	0	1			0_AlbumHEFF2201C04Loop.mp3	2
220108	NG_22_01_HCG	C04_loop30_a	0	1			0_AlbumHEFF2201C04Loop.mp3	2
220109	NG_22_01_HCG	C04_loop30_a2	0	1			0_AlbumHEFF2201C04Loop.mp3	2
220110	NG_22_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2201C05Loop.mp3	2
220111	NG_22_01_HCG	C05_loop18_a2	0	1			0_AlbumHEFF2201C05Loop.mp3	2
220112	NG_22_01_HCG	C05_loop18_a4	0	1			0_AlbumHEFF2201C05Loop.mp3	1
220113	NG_22_01_HCG	C05_loop18_a	0	1			0_AlbumHEFF2201C05Loop.mp3	3
220114	NG_22_01_HCG	C05_loop18_a4	0	1			0_AlbumHEFF2201C05Loop.mp3	3
220115	NG_22_01_HCG	C06_one120_a	0	0			0_AlbumHEFF2201C06One.mp3	1
220116	NG_22_01_HCG	C07_loop60_a	0	1				3
220117	NG_22_01_HCG	C08_one60_a	0	0				1
230101	NG_23_01_HCG	C00_loop1_a	0	0	AlbumStoryBGM.mp3			1
230102	NG_23_01_HCG	C01_one150_a	0	0				1
230103	NG_23_01_HCG	C02_loop40_a	0	1			0_AlbumHEFF2301C02Loop.mp3	2
230104	NG_23_01_HCG	C02_loop40_a2	0	1			0_AlbumHEFF2301C02Loop.mp3	2
230105	NG_23_01_HCG	C03_loop30_a	0	1			0_AlbumHEFF2301C03Loop.mp3	2
230106	NG_23_01_HCG	C03_loop30_a4	0	1			0_AlbumHEFF2301C03Loop.mp3	2
230107	NG_23_01_HCG	C03_loop30_a	0	1			0_AlbumHEFF2301C03Loop.mp3	2
230108	NG_23_01_HCG	C03_loop30_a2	0	1			0_AlbumHEFF2301C03Loop.mp3	1
230109	NG_23_01_HCG	C03_loop30_a3	0	1			0_AlbumHEFF2301C03Loop.mp3	1
230110	NG_23_01_HCG	C04_loop20_a	0	1			0_AlbumHEFF2301C04Loop.mp3	2
230111	NG_23_01_HCG	C04_loop20_a2	0	1			0_AlbumHEFF2301C04Loop.mp3	2
230112	NG_23_01_HCG	C04_loop20_a	0	1			0_AlbumHEFF2301C04Loop.mp3	3
230113	NG_23_01_HCG	C04_loop20_a2	0	1			0_AlbumHEFF2301C04Loop.mp3	1
230114	NG_23_01_HCG	C04_loop20_a	0	1			0_AlbumHEFF2301C04Loop.mp3	2
230115	NG_23_01_HCG	C04_loop20_a4	0	1			0_AlbumHEFF2301C04Loop.mp3	2
230116	NG_23_01_HCG	C04_one110_a	0	0			0_AlbumHEFF2301C04One.mp3	1
230117	NG_23_01_HCG	C05_loop60_a	0	1				3
230118	NG_23_01_HCG	C06_one60_a	0	0				1
240101	NG_24_01_HCG	C00_loop1_a	0	0	AlbumStoryBGM.mp3			1
240102	NG_24_01_HCG	C01_one150_a	0	0				1
240103	NG_24_01_HCG	C02_loop50_a	0	1				1
240104	NG_24_01_HCG	C02_loop50_a3	0	1				2
240105	NG_24_01_HCG	C02_loop50_a4	0	1				1
240106	NG_24_01_HCG	C03_one80_ab	0	0			0_AlbumHEFF2401C03One.mp3	1
240107	NG_24_01_HCG	C04_loop60_b	0	1			0_AlbumHEFF2401C04Loop.mp3	1
240108	NG_24_01_HCG	C04_loop60_b2	0	1			0_AlbumHEFF2401C04Loop.mp3	1
240109	NG_24_01_HCG	C04_loop60_b4	0	1			0_AlbumHEFF2401C04Loop.mp3	2
240110	NG_24_01_HCG	C05_loop60_c	0	1			0_AlbumHEFF2401C05Loop.mp3	1
240111	NG_24_01_HCG	C05_loop60_c2	0	1			0_AlbumHEFF2401C05Loop.mp3	1
240112	NG_24_01_HCG	C05_loop60_c3	0	1			0_AlbumHEFF2401C05Loop.mp3	1
240113	NG_24_01_HCG	C05_loop60_c4	0	1			0_AlbumHEFF2401C05Loop.mp3	1
240114	NG_24_01_HCG	C06_one170_d	0	0			0_AlbumHEFF2401C06One.mp3	1
240115	NG_24_01_HCG	C07_loop60_e	0	1				3
240116	NG_24_01_HCG	C08_one60_e2	0	0				1
