id	type	quality	profession	level	exp	name	skills	costType	maxRank	picture	icon	proIcon	smallIcon	bgImg	condition	jumpValue	modelId	namePic	avatarName	spine	gatherMeg	banshenxian	spineScale	offset	trainRatio	avataBgPic	chatIcon	hcgImg
145	2	6	2	0	0	@Role_145	2793,2794	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_diaochan.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DiaoChan.png	0	Spine/diaochan,diaochan	@GatherRole145	HalfBody/role/Knight_02.png	0.9	50,-10	1.83	0	0	BG/Role/role_bg_ur02.png
146	2	5	1	0	0	@Role_146	2421,2422	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhangxiu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangXiu.png	0	Spine/zhangxiu,zhangxiu	@GatherRole146	HalfBody/role/Mage_01.png	1.5	-30,450	1.4	0	0	BG/Role/role_bg_01.png
147	2	6	1	0	0	@Role_147	2775,2776	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_machao.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_bath.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_MaChao.png	0	Spine/machao,machao	@GatherRole147	HalfBody/role/Mage_02.png	1	0,0	1.81	0	0	BG/HCG/hcg_bg_04.png
148	2	6	1	0	0	@Role_148	2651,2652	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhangliao.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangLiao.png	0	Spine/zhangliao,zhangliao	@GatherRole148	HalfBody/role/Priest_01.png	1	0,0	1.83	0	0	BG/HCG/hcg_bg_02.png
149	2	6	2	0	0	@Role_149	2795,2796	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_caoren.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoRen.png	0	Spine/caoren,caoren	@GatherRole149	HalfBody/role/Priest_02.png	1.2	0,40	1.83	0	0	BG/Role/role_bg_ur01.png
150	2	4	2	0	0	@Role_150	2371,2372	1	3	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_liushan.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LiuShan.png	0	Spine/liushan,liushan	@GatherRole150	HalfBody/role/Thief_01.png	1.2	0,50	1.2	0	0	BG/Role/role_bg_underur01.png
151	2	6	3	0	0	@Role_151	2777,2778	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_sunquan.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SunQuan.png	0	Spine/sunquan,sunquan	@GatherRole151	HalfBody/role/Thief_02.png	1.2	0,0	1.83	0	0	BG/Role/role_bg_underur01.png
152	2	6	2	0	0	@Role_152	2451,2452	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_taishici.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_TaiShiCi.png	0	Spine/taishici,taishici	@GatherRole152	HalfBody/roleArcher_01.png	1	0,0	1.83	0	0	BG/HCG/hcg_bg_04.png
153	2	5	3	0	0	@Role_153	2131,2132	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_mishi.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_MiShi.png	0	Spine/mishi,mishi	@GatherRole153	HalfBody/role/Archer_02.png	0.85	0,30	1.32	0	0	BG/Role/role_bg_03.png
154	2	5	3	0	0	@Role_154	2761,2762	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_bianfuren.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_BianFuRen.png	0	Spine/bianfuren,bianfuren	@GatherRole154	HalfBody/role/Knight_01.png	1.2	30,50	1.45	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRbianfuren.png	0	BG/Role/role_bg_underur01.png
155	2	5	2	0	0	@Role_155	2151,2152	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_shamoke.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ShaMoKe.png	0	Spine/shamoke,shamoke	@GatherRole155	HalfBody/role/Knight_02.png	1	0,-50	1.35	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRshamoke.png	0	BG/HCG/hcg_bg_02.png
156	2	6	1	0	0	@Role_156	2561,2562	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_zhangfei.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_04.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangFei.png	0	Spine/zhangfei,zhangfei	@GatherRole156	HalfBody/role/Mage_01.png	1	0,0	1.83	0	0	BG/HCG/hcg_bg_04.png
157	2	6	1	0	0	@Role_157	2471,2472	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_sunce.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SunCe.png	0	Spine/sunce,sunce	@GatherRole157	HalfBody/role/Mage_02.png	1	0,0	1.85	0	0	BG/HCG/hcg_bg_03.png
158	2	5	3	0	0	@Role_158	2291,2292	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zhangzhao.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangZhao.png	0	Spine/zhangzhao,zhangzhao	@GatherRole158	HalfBody/role/Priest_01.png	0.9	30,40	1.39	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRzhangzhao.png	0	BG/Role/role_bg_03.png
159	2	6	1	0	0	@Role_159	2779,2780	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_dianwei.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DianWei.png	0	Spine/dianwei,dianwei	@GatherRole159	HalfBody/role/Priest_02.png	1.5	-20,0	1.83	0	0	BG/Role/role_bg_ur02.png
160	2	6	3	0	0	@Role_160	2807,2808	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zhangjiao.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZhangJiao.png	0	Spine/zhangjiao,zhangjiao	@GatherRole160	HalfBody/role/Thief_01.png	1.1	30,25	1.83	0	0	BG/Role/role_bg_ur01.png
161	2	6	2	0	0	@Role_161	2797,2798	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_daqiao.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DaQiao.png	0	Spine/daqiao,daqiao	@GatherRole161	HalfBody/role/Thief_02.png	1	0,0	1.83	0	0	BG/HCG/hcg_bg_01.png
162	2	5	2	0	0	@Role_162	2401,2402	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_yuejin.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YueJin.png	0	Spine/yuejin,yuejin	@GatherRole162	HalfBody/roleArcher_01.png	1	0,0	1.4	0	0	BG/HCG/hcg_bg_04.png
163	2	5	2	0	0	@Role_163	2631,2632	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_lidian.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_04.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LiDian.png	0	Spine/lidian,lidian	@GatherRole163	HalfBody/role/Archer_02.png	1	0,0	1.45	0	0	BG/HCG/hcg_bg_04.png
165	2	6	1	0	0	@Role_165	2765,2766	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_yujin.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YuJin.png	0	Spine/yujin,yujin	@GatherRole165	HalfBody/role/Knight_01.png	1	0,0	1.83	0	0	BG/Role/role_bg_ur01.png
166	2	6	2	0	0	@Role_166	2721,2722	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_dingfeng.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DingFeng.png	0	Spine/dingfeng,dingfeng	@GatherRole166	HalfBody/role/Knight_02.png	1	0,0	1.83	0	0	BG/Role/role_bg_ur02.png
167	2	5	2	0	0	@Role_167	2755,2756	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_wenchou.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WenChou.png	0	Spine/wenchou,wenchou	@GatherRole167	HalfBody/role/Mage_01.png	1	-15,0	1.45	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRwenchou.png	0	BG/Role/role_bg_underur01.png
168	2	6	1	0	0	@Role_168	2821,2822	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_lvbu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LvBu.png	0	Spine/lvbu,lvbu	@GatherRole168	HalfBody/role/Mage_02.png	0.8	0,35	1.83	0	0	BG/Role/role_bg_ur01.png
169	2	6	3	0	0	@Role_169	2771,2772	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_xunyou.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_oz.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XunYou.png	0	Spine/xunyou,xunyou	@GatherRole169	HalfBody/role/Priest_01.png	1	0,0	1.83	0	0	BG/HCG/hcg_bg_06.png
170	2	5	2	0	0	@Role_170	2753,2754	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_yanyan.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YanYan.png	0	Spine/yanyan,yanyan	@GatherRole170	HalfBody/role/Priest_02.png	0.9	0,40	1.45	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRyanyan.png	0	BG/Role/role_bg_02.png
171	2	6	1	0	0	@Role_171	2823,2824	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_caocao.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoCao.png	0	Spine/caocao,caocao	@GatherRole171	HalfBody/role/Thief_01.png	1.2	30,0	1.83	0	0	BG/Role/role_bg_ur01.png
172	2	6	3	0	0	@Role_172	2809,2810	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_fazheng.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_FaZheng.png	0	Spine/fazheng,fazheng	@GatherRole172	HalfBody/role/Thief_02.png	1.4	0,0	1.83	0	0	BG/Role/role_bg_ur02.png
173	2	6	3	0	0	@Role_173	2811,2812	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_yuji.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_YuJi.png	0	Spine/yuji,yuji	@GatherRole173	HalfBody/roleArcher_01.png	1.4	0,-70	1.83	0	0	BG/Role/role_bg_ur01.png
174	2	5	1	0	0	@Role_174	2321,2322	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_chengpu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ChengPu.png	0	Spine/chengpu,chengpu	@GatherRole174	HalfBody/role/Archer_02.png	1.1	0,0	1.41	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRchengpu.png	0	BG/Role/role_bg_underur01.png
175	2	6	3	0	0	@Role_175	2813,2814	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_zuoci.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ZuoCi.png	0	Spine/zuoci,zuoci	@GatherRole175	HalfBody/role/Knight_01.png	1.1	0,50	1.83	0	0	BG/Role/role_bg_ur02.png
176	2	6	1	0	0	@Role_176	2781,2782	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_caohong.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_CaoHong.png	0	Spine/caohong,caohong	@GatherRole176	HalfBody/role/Knight_02.png	0.9	30,-40	1.83	0	0	BG/Role/role_bg_ur01.png
177	2	5	3	0	0	@Role_177	2411,2412	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_chengyu.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_ChengYu.png	0	Spine/chengyu,chengyu	@GatherRole177	HalfBody/role/Mage_01.png	0.9	30,-30	1.4	0	0	BG/Role/role_bg_underur01.png
178	2	6	1	0	0	@Role_178	2825,2826	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_dengai.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DengAi.png	0	Spine/dengai,dengai	@GatherRole178	HalfBody/role/Mage_02.png	1.3	0,0	1.83	0	0	BG/Role/role_bg_ur02.png
179	2	6	1	0	0	@Role_179	2827,2828	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_dongzhuo.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_DongZhuo.png	0	Spine/dongzhuo,dongzhuo	@GatherRole179	HalfBody/role/Priest_01.png	1.15	0,20	1.83	0	0	BG/Role/role_bg_ur01.png
180	2	6	2	0	0	@Role_180	2511,2512	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_ganning.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_GanNing.png	0	Spine/ganning,ganning	@GatherRole180	HalfBody/role/Priest_02.png	1	0,0	1.82	0	0	BG/HCG/hcg_bg_03.png
181	2	6	1	0	0	@Role_181	2783,2784	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_guanping.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_GuanPing.png	0	Spine/guanping,guanping	@GatherRole181	HalfBody/role/Thief_01.png	1.7	0,0	1.83	0	0	BG/Role/role_bg_ur01.png
182	2	5	2	0	0	@Role_182	2501,2502	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_guohuai.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_underur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_GuoHuai.png	0	Spine/guohuai,guohuai	@GatherRole182	HalfBody/role/Thief_02.png	1.5	25,50	1.44	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRguohuai.png	0	BG/Role/role_bg_underur01.png
183	2	6	3	0	0	@Role_183	2815,2816	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_huangyueying.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_HuangYueYing.png	0	Spine/huangyueying,huangyueying	@GatherRole183	HalfBody/roleArcher_01.png	1.4	30,0	1.83	0	0	BG/Role/role_bg_ur02.png
184	2	5	2	0	0	@Role_184	2071,2072	1	4	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_jiangqin.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_JiangQin.png	0	Spine/jiangqin,jiangqin	@GatherRole184	HalfBody/role/Archer_02.png	0.75	30,0	1.35	0	0	BG/Role/role_bg_02.png
185	2	6	3	0	0	@Role_185	2091,2092	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_liubei.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LiuBei.png	0	Spine/liubei,liubei	@GatherRole185	HalfBody/role/Knight_01.png	1.3	0,60	1.83	0	0	BG/Role/role_bg_ur01.png
186	2	6	3	0	0	@Role_186	2751,2752	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_lukang.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_LuKang.png	0	Spine/lukang,lukang	@GatherRole186	HalfBody/role/Knight_02.png	0.75	0,-60	1.83	0	0	BG/Role/role_bg_ur02.png
187	2	5	3	0	0	@Role_187	2081,2082	1	4	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_nanhualaoxian.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_NanHuaLaoXian.png	0	Spine/nanhualaoxian,nanhualaoxian	@GatherRole187	HalfBody/role/Mage_01.png	1	30,-50	1.45	0	0	BG/Role/role_bg_03.png
188	2	6	3	0	0	@Role_188	2817,2818	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_pangtong.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_PangTong.png	0	Spine/pangtong,pangtong	@GatherRole188	HalfBody/role/Mage_02.png	1.4	30,-50	1.83	0	0	BG/Role/role_bg_ur03.png
189	2	6	1	0	0	@Role_189	2785,2786	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_sunjian.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SunJian.png	0	Spine/sunjian,sunjian	@GatherRole189	HalfBody/role/Priest_01.png	1.3	0,0	1.83	0	0	BG/Role/role_bg_ur02.png
190	2	6	2	0	0	@Role_190	2799,2800	1	5	UI/Program/MercenaryHunter_2.png	UI/Role/Mercenary_Portrait_sunshangxiang.png	UI/Common/Image_Mercenary_CareerIcon_2.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_beach2.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_SunShangXiang.png	0	Spine/sunshangxiang,sunshangxiang	@GatherRole190	HalfBody/role/Priest_02.png	1	0,0	1.83	0	0	BG/Role/role_bg_ur01.png
191	2	6	1	0	0	@Role_191	2829,2830	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_weiyan.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WeiYan.png	0	Spine/weiyan,weiyan	@GatherRole191	HalfBody/role/Thief_01.png	0.8	0,0	1.83	0	0	BG/Role/role_bg_ur02.png
192	2	6	1	0	0	@Role_192	2787,2788	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_wenyang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WenYang.png	0	Spine/wenyang,wenyang	@GatherRole192	HalfBody/role/Thief_02.png	1.25	0,0	1.83	0	0	BG/Role/role_bg_ur01.png
193	2	5	1	0	0	@Role_193	2361,2362	1	4	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_wuban.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_WuBan.png	0	Spine/wuban,wuban	@GatherRole193	HalfBody/roleArcher_01.png	1.3	30,-30	1.4	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRwuban.png	0	BG/Role/role_bg_01.png
194	2	6	1	0	0	@Role_194	2681,2682	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_xuhuang.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur02.png	NULL	99	240	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XuHuang.png	0	Spine/xuhuang,xuhuang	@GatherRole194	HalfBody/role/Archer_02.png	1	0,0	1.83	UI/RoleSkinSeries/bg_ssr_01.png,UI/RoleSkinSeries/SSRXuHuang.png	0	BG/HCG/hcg_bg_04.png
195	2	6	1	0	0	@Role_195	2789,2790	1	5	UI/Program/MercenaryWarrior_2.png	UI/Role/Mercenary_Portrait_xuchu.png	UI/Common/Image_Mercenary_CareerIcon_1.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur01.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XuChu.png	0	Spine/xuchu,xuchu	@GatherRole195	HalfBody/role/Knight_01.png	1.0	0,-50	1.83	0	0	BG/Role/role_bg_ur01.png
196	2	6	3	0	0	@Role_196	2773,2774	1	5	UI/Program/MercenaryMaster_2.png	UI/Role/Mercenary_Portrait_xunyu.png	UI/Common/Image_Mercenary_CareerIcon_3.png	UI/Common/Image/Image_Mercenary_Career.png	BG/Role/role_bg_ur03.png	NULL	99	0	UI/Common/Activity/Act_TL_LuckyMercenary/Role_Name_Font_XunYu.png	0	Spine/xunyu,xunyu	@GatherRole196	HalfBody/role/Knight_02.png	0.9	0,0	1.83	0	0	BG/Role/role_bg_ur03.png
