id	type	timeindex	count	platformtype	needcount	reward	rank
1068	3	201	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1069	3	201	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1070	3	201	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1071	3	201	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1072	3	201	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1073	3	202	0	6	500	30000_6004_2	1
1074	3	202	0	6	1000	30000_6004_5,30000_3001_2	2
1075	3	202	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1076	3	202	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1077	3	202	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1078	3	202	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1079	3	202	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1080	3	202	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1081	3	203	0	6	500	30000_6004_2	1
1082	3	203	0	6	1000	30000_6004_5,30000_3001_2	2
1083	3	203	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1084	3	203	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1085	3	203	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1086	3	203	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1087	3	203	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1088	3	203	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1089	3	204	0	6	500	30000_6004_2	1
1090	3	204	0	6	1000	30000_6004_5,30000_3001_2	2
1091	3	204	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1092	3	204	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1093	3	204	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1094	3	204	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1095	3	204	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1096	3	204	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1097	3	205	0	6	500	30000_6004_2	1
1098	3	205	0	6	1000	30000_6004_5,30000_3001_2	2
1099	3	205	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1100	3	205	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1101	3	205	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1102	3	205	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1103	3	205	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1104	3	205	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1105	3	206	0	6	500	30000_6004_2	1
1106	3	206	0	6	1000	30000_6004_5,30000_3001_2	2
1107	3	206	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1108	3	206	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1109	3	206	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1110	3	206	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1111	3	206	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1112	3	206	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1113	3	207	0	6	500	30000_6004_2	1
1114	3	207	0	6	1000	30000_6004_5,30000_3001_2	2
1115	3	207	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1116	3	207	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1117	3	207	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1118	3	207	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1119	3	207	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1120	3	207	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1121	3	208	0	6	500	30000_6004_2	1
1122	3	208	0	6	1000	30000_6004_5,30000_3001_2	2
1123	3	208	0	6	2000	30000_6004_10,30000_3001_4,30000_3501_1	3
1124	3	208	0	6	3000	30000_6004_12,30000_3001_6,30000_3501_3	4
1125	3	208	0	6	5000	30000_6004_15,30000_3001_8,30000_3501_5	5
1126	3	208	0	6	10000	30000_6004_20,30000_3001_10,30000_3501_7	6
1127	3	208	0	6	20000	30000_6004_25,30000_3001_12,30000_3501_9,30000_3801_2	7
1128	3	208	0	6	30000	30000_6004_30,30000_3001_14,30000_3501_11,30000_3801_4	8
1129	1	101	0	6	640	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
1130	1	101	0	6	1280	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
1131	1	101	0	6	4000	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
1132	1	101	0	6	8000	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
1133	1	101	0	6	10400	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
1134	1	101	0	6	20000	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
1135	1	101	0	6	32000	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
1136	1	101	0	6	52800	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
1137	1	101	0	6	79920	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
1138	1	102	0	6	640	10000_1001_480,30000_3001_12,30000_3501_12,30000_3801_12	1
1139	1	102	0	6	1280	10000_1001_480,30000_7006_2,30000_3001_26,30000_3501_26	2
1140	1	102	0	6	4000	10000_1001_960,30000_7006_3,30000_3001_40,30000_3501_40	3
1141	1	102	0	6	8000	10000_1001_960,30000_7006_5,30000_3001_60,30000_3501_60	4
1142	1	102	0	6	10400	10000_1001_960,30000_7006_8,30000_6004_20,30000_7209_40	5
1143	1	102	0	6	20000	10000_1001_1500,40000_1013_1,30000_6004_30,30000_7209_50	6
1144	1	102	0	6	32000	10000_1001_2800,40000_2013_1,30000_6004_30,30000_7209_60	7
1145	1	102	0	6	52800	10000_1001_4000,40000_4013_1,30000_6004_40,30000_7209_80	8
1146	1	102	0	6	79920	10000_1001_6500,40000_3013_1,30000_6004_50,30000_7209_120	9
1147	1	103	0	6	640	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_500	1
1148	1	103	0	6	1280	10000_1001_480,30000_7224_1,30000_6004_5,30000_7181_1200	2
1149	1	103	0	6	4000	10000_1001_960,30000_7224_2,30000_6004_10,30000_7603_8	3
1150	1	103	0	6	8000	10000_1001_960,30000_7224_2,30000_6004_20,30000_7603_14	4
1151	1	103	0	6	10400	10000_1001_960,30000_7224_3,30000_6004_20,30000_7209_40	5
1152	1	103	0	6	20000	10000_1001_1500,30000_7224_4,30000_6004_30,30000_7209_50	6
1153	1	103	0	6	32000	10000_1001_2800,30000_7224_5,30000_6004_30,30000_7209_60	7
1154	1	103	0	6	52800	10000_1001_4000,30000_7224_5,30000_6004_40,30000_7209_80	8
1155	1	103	0	6	79920	10000_1001_6500,30000_7224_5,30000_6004_50,30000_7209_120	9
