id	繁中
1115	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate the junior Fan. Excess shards will be automatically converted into silver coins. (1 shard = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Clear Sky: Launches 3 spell attacks with 160% damage to randomly selected enemies, the same one Objects can be selected multiple times and have a 50% chance to seal them for 2 turns.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Exorcism: The 2 with the lowest HP among all teammates enter the invisible state, they will only receive area attacks during 2 rounds, and the damage they receive will be reduced by 30%. (Release after 2 breakthroughs)</font></font></font></font></font></font></font></font> p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase the maximum HP: The maximum HP of the ancestors and their own is increased by 12%. (Also effective on standby) (Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase max HP and hit value : Increase your own maximum HP by 24%, and increase your hit value by Lv×100. (Released after 3 breakthroughs)</font></p>
1116	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Gabriel. The excess fragments will be automatically converted into silver coins. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Life Bomb: Deal 420% spell damage to 6 enemies, and 50%~ 100% chance to stun it for 1 turn. The smaller the enemy team, the higher the stun probability.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Barlow-SemiBold in troubled times: Deals 480%~1200% spell damage to 6 enemies. The smaller the number of enemy teams, the higher the damage. In "guild battle", it deals 1.6 times to the enemy damage.(Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power , Hit value: own attack power increased by 38%, hit value increased by Lv×220. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5 " face = "Barlow-SemiBold" size ="100">Increase maximum HP and HP absorption: increase your own maximum HP by 45% and HP absorption by 12%. (Release after 3 breakthroughs)</font></p>
1117	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 80 pieces to enable junior high order. Excess pieces will be automatically converted into silver coins. (1 piece = 5 silver pieces)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Rainstorm Burst: Deal 220% physical damage to 3 random enemies.</font>< /p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Flip Back Arrow: Deal 280% physical damage to 1 enemy. If triggered If you hit a crit, you will continue to attack, and you can attack for a maximum of 5 times in a row. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and critical strike value: own attack power increases by 18%, and critical strike value increases by Lv×110. (released after 1 breakthrough)</font></p><p style ="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase physical crit damage: own hit value increases by Lv×100, and physical crit damage increases by 20%.(3 liberated after a breakthrough)</font></p>
1118	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable Junior Psyche. Excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Lord of Doom: Deal 300% physical damage to 1 enemy. During 2 turns, if the enemy HP remaining is less than 50%→reduces its defense by 60%. If the enemy's HP remaining exceeds 50%→reduces its attack by 30%.</font></p><p style="margin:0"> <font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Double Attack: Launch 2 attacks, dealing 200% physical damage to a single random enemy. If a critical hit is triggered, 100% Chance to stun it for 1 turn. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size =" 100">Increase maximum HP and defense: increase your own maximum HP by 15% and defense by 30%. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power and crit value: own attack power increases by 26%, and crit value increases by Lv×60. (released after 3 breakthroughs)</font ></p>
1119	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 100 pieces to activate the junior Ma Yunlu. The excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Brave of Blood: Decreases damage received by 65% ​​for 2 turns, and makes the enemy focus on attacking you .</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Killing Storm: Deals 240% physical damage to 1 enemy damage, and absorb 100% of the output damage. (released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size = "100">Passive Reflection: 30% of the damage taken by oneself is reflected to the opponent. (Released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP: Increase your own maximum HP by 20%. (Free after 3 breakthroughs)</font></p>
1120	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to activate Miyato Fangge. Excess pieces will be automatically converted into silver coins. (1 piece = 10 silver pieces)</font> font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Yufeng Liaoyuan: Deals 240% physical damage to 3 enemies, and stacks equal to Damage equal to 1.5% of the enemy's maximum HP (ignores defense and physical defense, and the maximum damage is 10 times the maximum attack power).</font></p><p style="margin:0"><font color=" #2e8f9d" face = "Barlow-SemiBold" size ="100">Flying Butterfly Dance: Deal 280% damage to the 2 enemies with the least HP. (Release after 2 breakthroughs)</font></p><p style ="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase crit damage: Increase your own physical crit damage by 45% and crit value by Lv×60.(1 Release after the first breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size = "100">Increase attack power, hit value: self Attack power increased by 24%, hit value increased by Lv×65. (released after 3 breakthroughs)</font></p>
1121	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to activate the junior Sima emblem. The excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Desperate: Deals 290% spell damage to 3 enemies (doubles the damage while on-hook).< /font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Magic Square: Deal 360% spell damage to 3 enemies .If the enemy is in the "burning" state, it will deal double damage.(Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase hit value and evasion value: own hit value increases by Lv×100, and dodge value increases by Lv×60. (release after 1 breakthrough)</font></p><p style= "margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power: Increase your maximum attack power by Lv×200, and your minimum attack power by Lv×200. (3 breakthroughs) After liberation)</font></p>
1122	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable the junior star. Excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font>< p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Ink Pen Golden Wheel: Deals 300% spell damage to 4 enemies with a 75% chance Make it weak. If the enemy is in a "weak" state, the attack power will be reduced by 50% for 2 turns.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Strong Iron Fist: Attack 3 times in a row, each time dealing 380% spell damage. (Released after 2 breakthroughs)</font></p><p style="margin:0" ><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power: Increase own attack power by 24%. (Release after 1 breakthrough)</font></p><p style= "margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase Max HP and Defense: Increase own Max HP by 22% and Defense by Lv×80.(3 breakthroughs) After liberation)</font></p>
1123	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments can enable the junior moon Jin. The excess fragments will be automatically converted into silver coins. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Phantom Marksmanship: Deal 400%~1600% physical damage to 6 enemies. Gain BUFF, the damage is doubled. The smaller the number of enemies, the higher the damage to a single target.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100 ">Heroic Charge: Deal 600% physical damage to 3 enemies. If the opponent has a buff, the damage is doubled. In addition, absorb 30% of the total damage and restore the teammate with the least HP (including self). (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and HP absorption: Increase own attack power by 50% and HP absorption by 25%. (Release after 1 breakthrough)</font></p><p style= "margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase Max HP, Passive Reflection: Increase own Max HP by 50%, and reflect 30% of damage taken to the opponent.(3 liberated after a breakthrough)</font></p>
1124	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable the junior Sukier. The excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Tiger Out of the Forest: Deal 250%~425% physical damage to 2 enemies with the least HP .The lower the enemy's HP, the higher the damage.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Wind and Cloud Character: Causes 350%~630% physical damage to 3 enemies. The lower the HP, the higher the damage. (Released after 2 breakthroughs)</font></p><p style="margin:0 "><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and HP absorption: increase own attack power by 20% and HP absorption by 15%.(Release after 1 breakthrough)</ font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase Max HP, Abnormal Status Resistance: Increase own Max HP by 30%, Abnormal state resistance increased by 100%. (Released after 3 breakthroughs)</font></p>
1125	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Sima Yi. The excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Aurora Blast: Deals 320% spell damage to 6 enemies with a 50% chance Seal it for 2 rounds. If the enemy's HP is less than 50% after being attacked, there is a 100% chance that the enemy will "bleed" for 2 rounds.</font></p><p style="margin:0">< font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Purple Qi Donglai: Deal 360% magic damage to 6 enemies. If the enemy's HP is less than 50%, the damage will be increased by 30%.( Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Self attack power increased by 32%, hit value increased by Lv × 170. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = " Barlow-SemiBold" size ="100">Increase crit value: Increase your own spell crit damage by 60%, and increase crit value by Lv×140. (Release after 3 breakthroughs)</font></p>
1126	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate Junior Pound. Excess shards will be automatically converted into silver coins. (1 shard = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Charged Arrow: Deal 340% physical damage to 1 enemy, and detect its weakness, It will deal 1.2x damage on the next attack.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100"> Full dash: Deal 380% physical damage to 1 enemy, and superimpose damage equal to 3% of the enemy's maximum HP (ignoring defense and physical defense). (Released after 2 breakthroughs)</font></p>< p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Increase own attack power by 24% and hit value by Lv×100.( Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase crit value and evasion value : Self-crit value increases by Lv×180, evasion value increases by Lv×180. (released after 3 breakthroughs)</font></p>
1127	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate Junior Marisa. Excess shards will be automatically converted into silver coins. (1 shard = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">A perfect plan: Deal 500% spell damage to 4 enemies with an 80% chance Stun it for 1 turn.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Devil May Cry: Yes 3 enemies deal 450% spell damage, and the damaged enemy has a 100% chance to remove a combat buff. (Released after 2 breakthroughs)</font></p><p style="margin:0 "><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase max HP and hit value: Increase your own max HP by 24% and hit value by Lv×100. (Release after 1 breakthrough)< /font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power and crit value: increase own attack power by 24% , the crit value is increased by Lv×100. (released after 3 breakthroughs)</font></p>
1128	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Yuan Shao. The excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Love Melody: Deals 420% 3 physical damage to randomly selected enemies, and has 75% chance to "poison" for 4 rounds. If the attacked enemy is already poisoned, the damage will be doubled.</font></p><p style="margin:0"><font color= "#2e8f9d" face = "Barlow-SemiBold" size ="100">Sweet Chord: Deals 420% of 3 physical damage to randomly selected enemies, and superimposes damage equal to 5% of the enemy's maximum HP. (Release after 2 breakthroughs )</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and crit value: Increase own attack power 38%, crit value increases by Lv×240.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and defense penetration: own maximum HP increases by 34%, defense penetration increases by 600. (release after 3 breakthroughs)</font></p>
1129	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Jiaxu. The excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Monster Candy: Deals 480% spell damage to 5 enemies, and the enemy's intelligence is higher than When you are low, there is a 100% chance of "wind breaking" for 2 rounds, the damage received is increased by 30%, and 1 round of critical hits will be stunned for 1 round.</font></p><p style="margin:0"> <font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Witch's Kiss: Deals 450% damage to 5 enemies, and applies "Shadow Armor" to self for 3 turns, 30 times the remaining MP value of self Damage absorption.(Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power , Hit value: own attack power increased by 32%, hit value increased by Lv×170. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5 " face = "Barlow-SemiBold" size ="100">Increase crit value: Increase your own spell crit damage by 60%, and crit value by Lv×140. (Release after 3 breakthroughs)</font></p>
1130	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Xiahou Yuan. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Cute Girl: Deals 380% physical damage to 3 enemies, and in 3 turns to herself Dodge rate increased by 30%. In "guild battle", it deals 1.6 times the damage to the enemy.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold " size ="100">God's Reliance: Shoots 6 arrows, each causing 280% physical attack. If your HP is less than 50%, the damage will be doubled. (Release after 2 breakthroughs)</font>< /p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and HP absorption: Increase own attack power by 28% and HP absorption by 10 %.(Free after 1 breakout)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase max HP, Evasion value: own maximum HP increases by 28%, dodge value increases by Lv×180. (released after 3 breakthroughs)</font></p>
1131	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 80 shards will enable junior Karin. Lei. Excess fragments will be automatically converted into silver coins. (1 fragment = 5 silver coins)</font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size = "100" >Increase Door Tiger Girl: Damage dealt by 100% and damage received by 30% during 4 rounds.</font></p><p style="margin:0"><font color="#2e8f9d" face = " Barlow-SemiBold" size ="100">God and Human Unity: Deal 300% physical damage to 3 enemies.(Free after 2 breakthroughs)</font></p><p style="margin:0">< font color="#849812" face = "Barlow-SemiBold" size ="100">Increase max HP: Increase your own max HP by 24%.(Free after 1 breakthrough)</font></p><p style="margin :0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power: Increase own attack power by 20%.(Free after 3 breakthroughs)</font></p>
1132	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect all 120 pieces to enable the younger generation to win. Excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Elephant Rider Assault: Deal 400% physical damage to 1 enemy, if own HP is higher than Enemies deal double damage.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Love and Hate: pair 1 The enemy will deal 180% damage (ignoring defense and physical defense), and restore HP equal to 60% of the attack. (Released after 2 breakthroughs)</font></p><p style="margin :0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase max HP: Increase your own max HP by 24%.(Free after 1 breakthrough)</font></p>< p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Passive Reflex: 40% of the damage taken by oneself is reflected to the opponent. (Released after 3 breakthroughs)</ font></p>
1133	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Guan Yu. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Ice Dragon Fluctuation: Deal 360% physical damage to 3 random enemies, and 2 rounds Reduces damage taken by 55% and increases damage reflected by 60%.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100"> Single-handed banquet: Causes 360%-540% physical damage to 6 enemies. The less HP you have, the higher the damage. Every time you kill an enemy with this skill, your HP recovers by 25%. (Release after 2 breakthroughs) )</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase Max HP, Defense: Increase own Max HP by 33 %, the defense increases by Lv×150. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size=" 100">Increase attack power and HP absorption: Increase own attack power by 30% and HP absorption by 10%. (Release after 3 breakthroughs)</font></p>
1134	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 80 pieces to activate Junior Ilsa. Excess pieces will be automatically converted into silver coins. (1 piece = 5 silver pieces)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Phantom: Deal 340% physical damage to 1 enemy, then attach it for 2 turns One of the abnormal states such as freezing/burning/poisoning.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">100 Arrows in Qi: Causes 290% physical damage to 2 enemies, and the critical strike rate will increase by 10%. (Released after 2 breakthroughs)</font></p><p style="margin:0"> <font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and critical strike value: increase own attack power by 18%, and critical strike value by Lv×40. (Release after 1 breakthrough)< /font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase physical crit damage: Increase your own physical crit damage by 50% .(Free after 3 breakthroughs)</font></p>
1135	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable the junior chrysanthemum. Excess pieces will be automatically converted into breakthrough stones. (1 piece = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Six Thunder Tribulations: Deals 600% spell damage to 6 enemies with a 100% chance Make the opponent "burn" for 2 turns. And superimpose the spell damage equal to 30 times the remaining MP (actual damage is affected by the enemy's defense and spell defense). When the enemy's intelligence is lower than your own, there is a 100% chance to be stunned for 1 turn. </font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Dragon Absorbing Star: Deals 500% spells to 6 enemies Damage, if the opponent is in the "burning" state, it must be a critical strike. If the enemy's HP is less than 50%, the damage is doubled. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and crit Value, intelligence value: own attack power increased by 42%, crit value increased by Lv×220, intelligence increased by Lv×220. (released after 1 breakthrough)</font></p><p style="margin:0" ><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase Max HP, HP Absorption, Max MP: Max HP by 45%, HP Absorption by 12%, Max MP by Lv×250. (liberated after 3 breakthroughs)</font></p>
1136	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable Junior Jibli. Excess pieces will be automatically converted into silver coins. (1 piece = 10 silver pieces)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Dance of Phoenix: Deal 420% physical damage to the enemy with the most HP. If the enemy's HP exceeds 50%, it will trigger a critical strike.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">The Dance of the Response : Deals 400% physical damage to the enemy with the least HP. If the enemy's HP is less than 50%, a critical strike will be triggered. (Released after 2 breakthroughs)</font></p><p style="margin:0" ><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power, maximum HP: own maximum HP increased by 12%, attack power increased by 12%.(Free after 1 breakthrough)</font ></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase physical crit damage: Increase your own physical crit damage by 50%, attack Strength increased by 12%.(Free after 3 breakthroughs)</font></p>
1137	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable the junior peach and jade rabbit. The excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Hero Strike: Deal 120% physical damage to the 2 enemies with the highest HP remaining ratio, Ignores defense and physical defense, and reduces its attack by 50% for 2 turns.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold " size ="100">Heavenly Distress Array: Causes 280% physical damage to 2 enemies. If the enemy is in an abnormal state, there is a 90% chance to freeze them for 1 round. (Released after 2 breakthroughs)</font ></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase Max HP and Defense: Increase own Max HP by 22% and Defense Increase Lv×200.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Upgrade Attack power, HP absorption: own attack power increased by 26%, HP absorption increased by 12%. (released after 3 breakthroughs)</font></p>
1138	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate the junior Michael. Excess shards will be automatically converted into breakthrough stones. (1 shard = 1 breakthrough stone)< /font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Both offense and defense: Deal 450% spell damage to 6 enemies. If you hit, the damage will be doubled. When the enemy's intelligence is lower than you, there is a 100% chance of being stunned for 1 round.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Rapid Slash: Deals 420% magic damage to 6 enemies, and adds 30 times the damage of own MP. If the enemy is killed, the skill will be activated once. (At most once) (2 liberate after a breakthrough)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and critical strike value: Increases own attack power by 38%, and crit value increases by Lv×180. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and defense penetration: own maximum HP increases by 45%, defense penetration increases by 600. (released after 3 breakthroughs)</font></p>
1139	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Jiang Wei. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</ font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Thunderbolt: Deals 400% 3 physical damage to randomly selected enemies. If triggered If you hit a critical hit, you will enter the "charged" state for 3 consecutive rounds, and your attack power will increase by 100%. (If a critical hit is triggered on the 1st or 2nd hit, the remaining attacks will be affected by the charged state, increasing the attack power)</ font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Atonement of Love: Deal 480% damage to 4 randomly selected enemies Physical damage. After the attack, recover HP equal to 50% of the damage. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: own attack power increases by 26%, hit value increases by Lv×120. (released after 1 breakthrough)</font></p><p style ="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and evasion value: increase your own maximum HP by 30% and evasion value by Lv×120.(3 times Liberation after breakthrough)</font></p>
1140	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate Rachel. Excess shards will be automatically converted into breakthrough stones. (1 shard = 1 breakthrough stone)< /font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Bubble Love: Randomly hit 5 times, each time deals 650% spell damage. Judging before each attack, there is a 100% probability of clearing 1 enemy BUFF. When the enemy's intelligence is lower than your own, the damage will be doubled.</font></p><p style="margin:0"><font color="# 2e8f9d" face = "Barlow-SemiBold" size ="100">Girl from Heaven: Hit 5 times, each time deals 500% spell damage. Priority will be given to the enemy with the lowest HP percentage, if the enemy's HP is lower than 20% and less than your own 10 times the maximum attack power will kill you in one hit. (Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power, magic defense penetration, and defense power: increase own attack power by 45%, magic defense penetration +350, and defense power increase by Lv×250. /font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP, defense penetration, critical strike rate: own maximum HP 40% increase, defense penetration +500, crit rate increase Lv×200. (released after 3 breakthroughs)</font></p>
1141	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments can activate the junior Cao Pi. The excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font>< p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Planet Attack: Deal 420% physical damage to the 2 enemies with the highest attack power, and 70% The probability of making it "stunned" for 1 turn.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">King Blast : Deals 380% physical damage to 4 enemies, and has an 80% chance to "bleed" for 2 rounds, unable to recover HP. (Released after 2 breakthroughs)</font></p><p style=" margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Increase own attack power by 24% and hit value by Lv×130. (After 1 breakthrough Liberation)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP, HP absorption: increase your own maximum HP 24%, HP absorption increased by 10%. (Released after 3 breakthroughs)</font></p>
