id	等级	消耗	属性
678	75	30000_5006_197	113_600,114_600
679	76	30000_5006_200	113_608,114_608
680	77	30000_5006_203	113_616,114_616
681	78	30000_5006_206	113_624,114_624
682	79	30000_5006_209	113_632,114_632
683	80	30000_5006_212	113_640,114_640
684	81	30000_5006_215	113_648,114_648
685	82	30000_5006_218	113_656,114_656
686	83	30000_5006_221	113_664,114_664
687	84	30000_5006_224	113_672,114_672
688	85	30000_5006_227	113_680,114_680
689	86	30000_5006_230	113_688,114_688
690	87	30000_5006_233	113_696,114_696
691	88	30000_5006_236	113_704,114_704
692	89	30000_5006_239	113_712,114_712
693	90	30000_5006_242	113_720,114_720
694	91	30000_5006_245	113_728,114_728
695	92	30000_5006_248	113_736,114_736
696	93	30000_5006_251	113_744,114_744
697	94	30000_5006_254	113_752,114_752
698	95	30000_5006_257	113_760,114_760
699	96	30000_5006_260	113_768,114_768
700	97	30000_5006_263	113_776,114_776
701	98	30000_5006_266	113_784,114_784
702	99	30000_5006_269	113_792,114_792
703	100	30000_5006_272	113_800,114_800
704	101	30000_5006_273	113_808,114_808
705	102	30000_5006_274	113_816,114_816
706	103	30000_5006_275	113_824,114_824
707	104	30000_5006_276	113_832,114_832
708	105	30000_5006_277	113_840,114_840
709	106	30000_5006_278	113_848,114_848
710	107	30000_5006_279	113_856,114_856
711	108	30000_5006_280	113_864,114_864
712	109	30000_5006_281	113_872,114_872
713	110	30000_5006_282	113_880,114_880
714	111	30000_5006_283	113_888,114_888
715	112	30000_5006_284	113_896,114_896
716	113	30000_5006_285	113_904,114_904
717	114	30000_5006_286	113_912,114_912
718	115	30000_5006_287	113_920,114_920
719	116	30000_5006_288	113_928,114_928
720	117	30000_5006_289	113_936,114_936
721	118	30000_5006_290	113_944,114_944
722	119	30000_5006_291	113_952,114_952
723	120	30000_5006_292	113_960,114_960
724	121	30000_5006_293	113_968,114_968
725	122	30000_5006_294	113_976,114_976
726	123	30000_5006_295	113_984,114_984
727	124	30000_5006_296	113_992,114_992
728	125	30000_5006_297	113_1000,114_1000
729	126	30000_5006_298	113_1008,114_1008
730	127	30000_5006_299	113_1016,114_1016
731	128	30000_5006_300	113_1024,114_1024
732	129	30000_5006_301	113_1032,114_1032
733	130	30000_5006_302	113_1040,114_1040
734	131	30000_5006_303	113_1048,114_1048
735	132	30000_5006_304	113_1056,114_1056
736	133	30000_5006_305	113_1064,114_1064
737	134	30000_5006_306	113_1072,114_1072
738	135	30000_5006_307	113_1080,114_1080
739	136	30000_5006_308	113_1088,114_1088
740	137	30000_5006_309	113_1096,114_1096
741	138	30000_5006_310	113_1104,114_1104
742	139	30000_5006_311	113_1112,114_1112
743	140	30000_5006_312	113_1120,114_1120
744	141	30000_5006_313	113_1128,114_1128
745	142	30000_5006_314	113_1136,114_1136
746	143	30000_5006_315	113_1144,114_1144
747	144	30000_5006_316	113_1152,114_1152
748	145	30000_5006_317	113_1160,114_1160
749	146	30000_5006_318	113_1168,114_1168
750	147	30000_5006_319	113_1176,114_1176
751	148	30000_5006_320	113_1184,114_1184
752	149	30000_5006_321	113_1192,114_1192
753	150	30000_5006_322	113_1200,114_1200
754	151	30000_5006_323	113_1208,114_1208
755	152	30000_5006_324	113_1216,114_1216
756	153	30000_5006_325	113_1224,114_1224
757	154	30000_5006_326	113_1232,114_1232
758	155	30000_5006_327	113_1240,114_1240
759	156	30000_5006_328	113_1248,114_1248
760	157	30000_5006_329	113_1256,114_1256
761	158	30000_5006_330	113_1264,114_1264
762	159	30000_5006_331	113_1272,114_1272
763	160	30000_5006_332	113_1280,114_1280
764	161	30000_5006_333	113_1288,114_1288
765	162	30000_5006_334	113_1296,114_1296
766	163	30000_5006_335	113_1304,114_1304
767	164	30000_5006_336	113_1312,114_1312
768	165	30000_5006_337	113_1320,114_1320
769	166	30000_5006_338	113_1328,114_1328
770	167	30000_5006_339	113_1336,114_1336
771	168	30000_5006_340	113_1344,114_1344
772	169	30000_5006_341	113_1352,114_1352
773	170	30000_5006_342	113_1360,114_1360
774	171	30000_5006_343	113_1368,114_1368
775	172	30000_5006_344	113_1376,114_1376
776	173	30000_5006_345	113_1384,114_1384
777	174	30000_5006_346	113_1392,114_1392
778	175	30000_5006_347	113_1400,114_1400
779	176	30000_5006_348	113_1408,114_1408
780	177	30000_5006_349	113_1416,114_1416
781	178	30000_5006_350	113_1424,114_1424
782	179	30000_5006_351	113_1432,114_1432
783	180	30000_5006_352	113_1440,114_1440
784	181	30000_5006_353	113_1448,114_1448
785	182	30000_5006_354	113_1456,114_1456
786	183	30000_5006_355	113_1464,114_1464
787	184	30000_5006_356	113_1472,114_1472
788	185	30000_5006_357	113_1480,114_1480
789	186	30000_5006_358	113_1488,114_1488
790	187	30000_5006_359	113_1496,114_1496
791	188	30000_5006_360	113_1504,114_1504
792	189	30000_5006_361	113_1512,114_1512
793	190	30000_5006_362	113_1520,114_1520
794	191	30000_5006_363	113_1528,114_1528
795	192	30000_5006_364	113_1536,114_1536
796	193	30000_5006_365	113_1544,114_1544
797	194	30000_5006_366	113_1552,114_1552
798	195	30000_5006_367	113_1560,114_1560
799	196	30000_5006_368	113_1568,114_1568
800	197	30000_5006_369	113_1576,114_1576
801	198	30000_5006_370	113_1584,114_1584
802	199	30000_5006_371	113_1592,114_1592
803	200	30000_5006_372	113_1642,114_1642
804	0	0	0
805	1	30000_5008_1	113_8,114_8
806	2	30000_5008_2	113_16,114_16
807	3	30000_5008_4	113_24,114_24
808	4	30000_5008_6	113_32,114_32
809	5	30000_5008_8	113_40,114_40
810	6	30000_5008_10	113_48,114_48
811	7	30000_5008_12	113_56,114_56
812	8	30000_5008_14	113_64,114_64
813	9	30000_5008_16	113_72,114_72
814	10	30000_5008_18	113_80,114_80
815	11	30000_5008_20	113_88,114_88
816	12	30000_5008_22	113_96,114_96
817	13	30000_5008_24	113_104,114_104
818	14	30000_5008_26	113_112,114_112
819	15	30000_5008_28	113_120,114_120
820	16	30000_5008_30	113_128,114_128
821	17	30000_5008_32	113_136,114_136
822	18	30000_5008_34	113_144,114_144
823	19	30000_5008_36	113_152,114_152
824	20	30000_5008_38	113_160,114_160
825	21	30000_5008_40	113_168,114_168
826	22	30000_5008_42	113_176,114_176
827	23	30000_5008_44	113_184,114_184
828	24	30000_5008_46	113_192,114_192
829	25	30000_5008_48	113_200,114_200
830	26	30000_5008_50	113_208,114_208
831	27	30000_5008_52	113_216,114_216
832	28	30000_5008_55	113_224,114_224
833	29	30000_5008_59	113_232,114_232
834	30	30000_5008_62	113_240,114_240
835	31	30000_5008_65	113_248,114_248
836	32	30000_5008_68	113_256,114_256
837	33	30000_5008_71	113_264,114_264
838	34	30000_5008_74	113_272,114_272
839	35	30000_5008_77	113_280,114_280
840	36	30000_5008_80	113_288,114_288
841	37	30000_5008_83	113_296,114_296
842	38	30000_5008_86	113_304,114_304
843	39	30000_5008_89	113_312,114_312
844	40	30000_5008_92	113_320,114_320
845	41	30000_5008_95	113_328,114_328
846	42	30000_5008_98	113_336,114_336
847	43	30000_5008_101	113_344,114_344
848	44	30000_5008_104	113_352,114_352
849	45	30000_5008_107	113_360,114_360
850	46	30000_5008_110	113_368,114_368
851	47	30000_5008_113	113_376,114_376
852	48	30000_5008_116	113_384,114_384
853	49	30000_5008_119	113_392,114_392
854	50	30000_5008_122	113_400,114_400
855	51	30000_5008_125	113_408,114_408
856	52	30000_5008_128	113_416,114_416
857	53	30000_5008_131	113_424,114_424
858	54	30000_5008_134	113_432,114_432
859	55	30000_5008_137	113_440,114_440
860	56	30000_5008_140	113_448,114_448
861	57	30000_5008_143	113_456,114_456
862	58	30000_5008_146	113_464,114_464
863	59	30000_5008_149	113_472,114_472
864	60	30000_5008_152	113_480,114_480
865	61	30000_5008_155	113_488,114_488
866	62	30000_5008_158	113_496,114_496
867	63	30000_5008_161	113_504,114_504
868	64	30000_5008_164	113_512,114_512
869	65	30000_5008_167	113_520,114_520
870	66	30000_5008_170	113_528,114_528
871	67	30000_5008_173	113_536,114_536
872	68	30000_5008_176	113_544,114_544
873	69	30000_5008_179	113_552,114_552
874	70	30000_5008_182	113_560,114_560
875	71	30000_5008_185	113_568,114_568
876	72	30000_5008_188	113_576,114_576
877	73	30000_5008_191	113_584,114_584
878	74	30000_5008_194	113_592,114_592
879	75	30000_5008_197	113_600,114_600
880	76	30000_5008_200	113_608,114_608
881	77	30000_5008_203	113_616,114_616
882	78	30000_5008_206	113_624,114_624
883	79	30000_5008_209	113_632,114_632
884	80	30000_5008_212	113_640,114_640
885	81	30000_5008_215	113_648,114_648
886	82	30000_5008_218	113_656,114_656
887	83	30000_5008_221	113_664,114_664
888	84	30000_5008_224	113_672,114_672
889	85	30000_5008_227	113_680,114_680
890	86	30000_5008_230	113_688,114_688
891	87	30000_5008_233	113_696,114_696
892	88	30000_5008_236	113_704,114_704
893	89	30000_5008_239	113_712,114_712
894	90	30000_5008_242	113_720,114_720
895	91	30000_5008_245	113_728,114_728
896	92	30000_5008_248	113_736,114_736
897	93	30000_5008_251	113_744,114_744
898	94	30000_5008_254	113_752,114_752
899	95	30000_5008_257	113_760,114_760
900	96	30000_5008_260	113_768,114_768
901	97	30000_5008_263	113_776,114_776
902	98	30000_5008_266	113_784,114_784
903	99	30000_5008_269	113_792,114_792
904	100	30000_5008_272	113_800,114_800
905	101	30000_5008_273	113_808,114_808
906	102	30000_5008_274	113_816,114_816
907	103	30000_5008_275	113_824,114_824
908	104	30000_5008_276	113_832,114_832
909	105	30000_5008_277	113_840,114_840
910	106	30000_5008_278	113_848,114_848
911	107	30000_5008_279	113_856,114_856
912	108	30000_5008_280	113_864,114_864
913	109	30000_5008_281	113_872,114_872
914	110	30000_5008_282	113_880,114_880
915	111	30000_5008_283	113_888,114_888
916	112	30000_5008_284	113_896,114_896
917	113	30000_5008_285	113_904,114_904
918	114	30000_5008_286	113_912,114_912
919	115	30000_5008_287	113_920,114_920
920	116	30000_5008_288	113_928,114_928
921	117	30000_5008_289	113_936,114_936
922	118	30000_5008_290	113_944,114_944
923	119	30000_5008_291	113_952,114_952
924	120	30000_5008_292	113_960,114_960
925	121	30000_5008_293	113_968,114_968
926	122	30000_5008_294	113_976,114_976
927	123	30000_5008_295	113_984,114_984
928	124	30000_5008_296	113_992,114_992
929	125	30000_5008_297	113_1000,114_1000
930	126	30000_5008_298	113_1008,114_1008
931	127	30000_5008_299	113_1016,114_1016
932	128	30000_5008_300	113_1024,114_1024
933	129	30000_5008_301	113_1032,114_1032
934	130	30000_5008_302	113_1040,114_1040
935	131	30000_5008_303	113_1048,114_1048
936	132	30000_5008_304	113_1056,114_1056
937	133	30000_5008_305	113_1064,114_1064
938	134	30000_5008_306	113_1072,114_1072
939	135	30000_5008_307	113_1080,114_1080
940	136	30000_5008_308	113_1088,114_1088
941	137	30000_5008_309	113_1096,114_1096
942	138	30000_5008_310	113_1104,114_1104
943	139	30000_5008_311	113_1112,114_1112
944	140	30000_5008_312	113_1120,114_1120
945	141	30000_5008_313	113_1128,114_1128
946	142	30000_5008_314	113_1136,114_1136
947	143	30000_5008_315	113_1144,114_1144
948	144	30000_5008_316	113_1152,114_1152
949	145	30000_5008_317	113_1160,114_1160
950	146	30000_5008_318	113_1168,114_1168
951	147	30000_5008_319	113_1176,114_1176
952	148	30000_5008_320	113_1184,114_1184
953	149	30000_5008_321	113_1192,114_1192
954	150	30000_5008_322	113_1200,114_1200
955	151	30000_5008_323	113_1208,114_1208
956	152	30000_5008_324	113_1216,114_1216
957	153	30000_5008_325	113_1224,114_1224
958	154	30000_5008_326	113_1232,114_1232
959	155	30000_5008_327	113_1240,114_1240
960	156	30000_5008_328	113_1248,114_1248
961	157	30000_5008_329	113_1256,114_1256
962	158	30000_5008_330	113_1264,114_1264
963	159	30000_5008_331	113_1272,114_1272
964	160	30000_5008_332	113_1280,114_1280
965	161	30000_5008_333	113_1288,114_1288
966	162	30000_5008_334	113_1296,114_1296
967	163	30000_5008_335	113_1304,114_1304
968	164	30000_5008_336	113_1312,114_1312
969	165	30000_5008_337	113_1320,114_1320
970	166	30000_5008_338	113_1328,114_1328
971	167	30000_5008_339	113_1336,114_1336
972	168	30000_5008_340	113_1344,114_1344
973	169	30000_5008_341	113_1352,114_1352
974	170	30000_5008_342	113_1360,114_1360
975	171	30000_5008_343	113_1368,114_1368
976	172	30000_5008_344	113_1376,114_1376
977	173	30000_5008_345	113_1384,114_1384
978	174	30000_5008_346	113_1392,114_1392
979	175	30000_5008_347	113_1400,114_1400
980	176	30000_5008_348	113_1408,114_1408
981	177	30000_5008_349	113_1416,114_1416
982	178	30000_5008_350	113_1424,114_1424
983	179	30000_5008_351	113_1432,114_1432
984	180	30000_5008_352	113_1440,114_1440
985	181	30000_5008_353	113_1448,114_1448
986	182	30000_5008_354	113_1456,114_1456
987	183	30000_5008_355	113_1464,114_1464
988	184	30000_5008_356	113_1472,114_1472
989	185	30000_5008_357	113_1480,114_1480
990	186	30000_5008_358	113_1488,114_1488
991	187	30000_5008_359	113_1496,114_1496
992	188	30000_5008_360	113_1504,114_1504
993	189	30000_5008_361	113_1512,114_1512
994	190	30000_5008_362	113_1520,114_1520
995	191	30000_5008_363	113_1528,114_1528
996	192	30000_5008_364	113_1536,114_1536
997	193	30000_5008_365	113_1544,114_1544
998	194	30000_5008_366	113_1552,114_1552
999	195	30000_5008_367	113_1560,114_1560
1000	196	30000_5008_368	113_1568,114_1568
1001	197	30000_5008_369	113_1576,114_1576
1002	198	30000_5008_370	113_1584,114_1584
1003	199	30000_5008_371	113_1592,114_1592
1004	200	30000_5008_372	113_1642,114_1642
